,RAC1P,SEX,EDU,PINCP_DECILE,MSP,OWN_RENT,HOUSING_TYPE
10414,1,2,2,5,5,2,1
10415,1,2,11,4,5,0,2
10416,9,1,9,8,6,0,1
10417,1,1,6,5,3,2,1
10418,1,2,7,5,1,1,1
10419,1,1,3,1,6,0,1
10420,3,1,1,5,6,0,1
10421,2,2,7,5,6,0,2
10422,1,2,5,8,1,1,1
10423,1,1,5,0,5,1,1
10424,9,1,10,1,1,0,3
10425,1,1,9,5,1,0,3
10426,6,2,6,4,1,0,3
10427,9,2,1,8,3,0,2
10428,2,2,1,5,1,0,3
10429,1,1,5,0,1,2,1
10430,5,2,4,7,3,0,2
10431,1,1,5,6,4,1,1
10432,1,1,5,0,2,1,1
10433,9,2,8,5,4,0,1
10434,9,1,7,3,1,1,1
10435,1,1,3,5,6,0,1
10436,1,1,10,5,4,1,1
10437,1,2,3,7,1,1,1
10438,7,1,1,4,1,0,1
10439,1,2,3,9,5,0,1
10440,2,2,5,4,6,0,3
10441,1,1,5,1,4,0,1
10442,1,1,7,2,2,2,1
10443,7,1,3,2,1,1,1
10444,1,2,1,2,5,0,1
10445,1,2,5,2,1,0,1
10446,2,1,9,7,1,0,1
10447,1,1,10,7,2,2,1
10448,1,2,11,7,3,0,1
10449,1,1,5,5,1,2,3
10450,1,2,8,2,1,1,1
10451,1,2,8,7,4,0,1
10452,2,1,12,1,3,0,1
10453,1,1,1,8,6,1,1
10454,1,2,7,0,1,1,1
10455,1,1,9,2,1,0,3
10456,7,1,9,9,5,0,2
10457,1,1,6,4,1,2,1
10458,9,2,10,7,6,0,1
10459,2,1,9,7,3,0,2
10460,2,2,9,4,1,0,1
10461,2,1,3,6,6,0,1
10462,1,1,3,1,6,1,1
10463,6,2,1,8,5,0,1
10464,1,1,5,0,1,0,3
10465,2,1,7,5,4,1,1
10466,2,1,7,4,1,1,1
10467,1,2,2,2,5,0,1
10468,9,2,2,3,3,1,1
10469,1,1,1,5,1,1,1
10470,1,2,8,8,6,0,3
10471,1,2,5,7,1,0,1
10472,1,2,2,4,2,0,2
10473,1,2,3,0,1,1,1
10474,1,1,8,3,6,1,1
10475,1,2,7,8,6,1,1
10476,9,1,2,5,1,2,1
10477,1,2,1,5,3,1,1
10478,1,1,8,5,5,0,2
10479,5,2,5,1,3,0,1
10480,1,2,5,2,5,1,1
10481,1,2,6,2,1,0,3
10482,1,1,5,3,6,1,1
10483,1,1,5,6,1,1,1
10484,2,1,5,4,1,0,1
10485,2,1,9,5,1,1,1
10486,1,1,5,5,2,1,1
10487,9,2,10,5,5,0,1
10488,9,1,2,9,3,0,1
10489,1,2,5,0,5,1,1
10490,1,2,3,9,6,0,1
10491,1,1,7,1,1,1,1
10492,9,2,6,6,1,1,1
10493,1,2,3,4,3,0,1
10494,5,1,2,5,4,1,1
10495,8,1,1,6,3,0,2
10496,9,2,4,6,1,1,1
10497,1,2,8,4,6,1,1
10498,1,2,9,1,1,0,3
10499,2,2,2,1,4,2,1
10500,1,2,9,2,1,0,3
10501,2,2,5,7,1,1,1
10502,1,1,7,9,5,1,1
10503,1,2,5,2,4,1,1
10504,1,1,2,3,6,0,3
10505,1,2,7,2,1,0,1
10506,1,2,3,3,1,2,3
10507,1,2,4,4,1,1,1
10508,2,1,7,0,3,0,1
10509,1,1,6,3,1,0,1
10510,1,2,8,4,3,1,1
10511,1,2,12,5,4,0,1
10512,1,1,4,0,1,2,1
10513,2,2,6,0,2,2,1
10514,2,2,12,7,3,0,2
10515,1,1,4,8,1,2,1
10516,1,2,8,2,1,0,1
10517,2,2,7,0,4,2,1
10518,1,1,6,7,4,2,1
10519,8,1,1,7,1,0,3
10520,1,1,9,1,1,0,3
10521,1,1,5,2,5,2,1
10522,2,2,1,7,1,0,3
10523,2,2,9,2,1,0,3
10524,1,1,5,4,5,1,1
10525,9,1,2,4,5,1,1
10526,1,2,1,4,5,0,1
10527,1,2,6,0,6,2,1
10528,1,2,1,7,3,0,1
10529,1,1,5,2,6,0,1
10530,1,2,9,0,1,0,3
10531,1,2,5,0,4,1,1
10532,9,2,9,4,2,1,1
10533,1,2,10,0,1,0,3
10534,7,1,5,3,6,0,1
10535,9,1,2,5,5,1,1
10536,9,2,1,7,2,2,1
10537,1,1,5,3,5,0,1
10538,1,2,7,5,3,0,1
10539,1,1,4,2,1,0,1
10540,1,1,5,4,3,0,2
10541,1,2,5,5,6,0,1
10542,6,1,2,2,1,0,1
10543,2,2,2,2,3,1,1
10544,3,1,10,5,1,1,1
10545,1,2,4,4,3,0,1
10546,1,1,5,5,1,2,1
10547,1,2,5,5,3,0,3
10548,9,1,1,8,4,0,1
10549,8,1,8,2,4,0,1
10550,1,1,12,5,1,1,1
10551,7,1,7,3,4,1,1
10552,1,2,8,3,3,2,1
10553,1,1,2,9,1,1,1
10554,1,1,5,6,4,1,1
10555,1,2,5,7,4,2,3
10556,2,2,9,1,1,0,3
10557,9,1,9,2,1,0,3
10558,1,2,7,1,2,0,2
10559,1,2,8,3,1,0,1
10560,6,2,5,1,3,0,3
10561,6,2,6,3,5,0,3
10562,7,2,10,2,1,0,1
10563,2,2,1,6,6,2,1
10564,1,1,1,1,1,1,1
10565,2,1,3,9,6,1,1
10566,1,1,4,2,6,1,1
10567,1,2,9,5,6,1,1
10568,1,2,3,8,2,0,1
10569,1,1,4,0,6,0,1
10570,1,2,11,8,1,1,1
10571,1,2,7,0,5,2,2
10572,1,1,8,7,4,1,1
10573,1,1,11,4,1,0,1
10574,1,1,5,4,2,2,2
10575,1,1,4,5,4,1,1
10576,1,2,5,3,1,0,1
10577,6,2,4,6,5,1,2
10578,1,1,5,2,3,2,3
10579,6,1,5,2,1,0,3
10580,1,2,9,2,1,0,3
10581,1,2,5,3,1,0,1
10582,1,1,6,7,1,1,1
10583,7,1,2,4,3,2,3
10584,1,1,8,7,4,0,1
10585,1,2,7,6,6,2,2
10586,1,1,5,5,6,0,1
10587,1,2,11,6,1,0,2
10588,1,2,5,0,4,1,1
10589,1,2,5,8,6,0,1
10590,1,2,2,7,4,0,2
10591,1,1,7,4,6,2,3
10592,1,1,9,2,1,0,3
10593,1,2,9,1,1,0,3
10594,7,1,7,0,4,0,1
10595,5,1,5,4,1,1,1
10596,1,2,11,3,5,0,2
10597,1,2,2,0,4,1,1
10598,1,1,7,8,3,0,1
10599,1,2,4,6,5,0,2
10600,1,1,4,3,4,0,1
10601,1,2,11,0,1,2,1
10602,1,1,7,1,6,2,1
10603,2,1,11,3,1,2,1
10604,1,2,9,0,1,0,3
10605,1,1,6,4,6,2,1
10606,1,1,8,7,6,0,2
10607,1,1,3,5,1,2,1
10608,1,2,6,1,3,0,3
10609,1,2,1,5,1,0,3
10610,1,2,4,4,3,0,1
10611,8,1,5,4,4,1,1
10612,1,1,10,0,1,0,3
10613,9,1,11,1,3,0,1
10614,1,2,8,0,6,0,1
10615,6,2,4,2,1,0,1
10616,9,1,5,1,4,0,1
10617,9,2,2,0,2,1,1
10618,1,2,4,4,1,0,1
10619,1,2,6,3,3,0,2
10620,1,2,6,2,6,0,2
10621,1,1,6,7,1,0,1
10622,1,2,5,2,1,0,3
10623,1,2,8,2,3,2,1
10624,1,2,8,2,1,0,1
10625,6,2,4,7,6,0,1
10626,1,1,10,3,3,0,1
10627,1,2,6,7,1,2,1
10628,1,1,7,0,5,2,1
10629,1,2,11,1,1,0,3
10630,1,2,5,9,1,1,1
10631,2,2,5,0,5,0,1
10632,1,2,6,7,3,2,3
10633,1,2,7,3,6,0,1
10634,9,1,4,0,5,0,1
10635,1,1,6,0,2,2,1
10636,1,2,6,9,6,1,1
10637,1,2,5,0,1,0,3
10638,1,1,8,2,4,1,1
10639,2,2,5,2,4,0,2
10640,9,2,5,2,2,1,1
10641,1,1,7,6,1,0,1
10642,1,1,1,5,1,0,3
10643,1,1,8,9,3,2,1
10644,9,1,1,1,3,0,2
10645,1,1,3,2,1,0,1
10646,1,2,9,0,1,0,3
10647,1,1,4,0,1,1,1
10648,1,1,9,2,4,2,2
10649,9,2,9,1,1,0,3
10650,9,2,5,6,2,1,1
10651,1,2,6,4,2,0,3
10652,1,1,5,3,6,1,1
10653,1,1,4,7,3,0,1
10654,8,1,4,0,3,2,1
10655,8,2,12,3,3,1,1
10656,1,2,4,1,2,0,1
10657,2,1,4,1,1,0,1
10658,1,2,7,3,5,0,3
10659,1,2,4,9,4,0,1
10660,1,2,6,4,1,1,1
10661,1,2,9,1,1,0,3
10662,9,1,7,6,1,0,3
10663,1,1,5,2,1,1,1
10664,1,2,4,3,6,0,2
10665,2,1,5,6,3,2,1
10666,1,1,8,6,1,0,1
10667,1,1,6,9,4,2,1
10668,9,1,1,1,3,1,3
10669,1,1,10,1,1,0,3
10670,1,1,5,6,2,0,3
10671,9,2,9,2,1,0,3
10672,1,2,3,5,6,2,1
10673,4,2,7,4,5,1,1
10674,7,1,11,6,4,1,1
10675,8,2,5,0,1,0,1
10676,1,2,12,1,5,0,1
10677,9,1,7,8,4,2,1
10678,9,2,6,2,2,2,3
10679,1,1,7,5,4,1,1
10680,1,2,5,0,1,0,1
10681,1,1,1,2,6,2,1
10682,6,1,5,7,6,1,1
10683,1,1,3,5,3,2,1
10684,1,2,4,9,1,1,1
10685,1,1,7,4,5,0,3
10686,3,1,7,1,4,2,3
10687,1,2,3,4,6,1,1
10688,2,1,4,3,2,0,1
10689,1,1,5,3,6,0,1
10690,1,1,5,0,1,0,3
10691,6,2,9,0,1,0,3
10692,2,2,5,1,4,1,1
10693,2,1,6,3,1,1,1
10694,1,1,2,5,6,1,1
10695,8,1,5,0,5,1,1
10696,1,1,7,9,3,1,1
10697,1,1,5,0,5,2,1
10698,1,2,6,6,4,1,1
10699,1,1,9,0,1,0,3
10700,1,1,5,7,2,2,1
10701,2,1,4,3,5,0,1
10702,1,2,7,1,1,1,3
10703,1,2,5,3,4,1,3
10704,2,2,2,0,6,1,1
10705,1,2,9,3,1,2,1
10706,1,1,2,7,1,0,1
10707,1,1,7,4,6,0,2
10708,1,2,10,4,2,0,1
10709,9,2,3,2,5,1,3
10710,1,2,4,1,3,2,1
10711,1,2,1,4,6,2,1
10712,1,1,2,3,4,1,1
10713,1,1,5,2,4,2,1
10714,8,1,10,4,6,0,2
10715,1,1,9,9,4,0,1
10716,1,2,3,7,5,0,3
10717,1,2,5,3,1,1,1
10718,1,2,1,3,6,1,1
10719,8,2,7,6,4,0,2
10720,1,1,10,5,1,2,1
10721,6,2,6,1,1,2,1
10722,7,2,6,1,5,0,1
10723,3,1,3,3,1,2,1
10724,2,1,5,8,6,1,1
10725,9,2,1,5,2,0,1
10726,6,2,1,8,6,2,1
10727,1,1,5,1,5,0,2
10728,1,2,2,2,4,2,1
10729,1,2,7,8,4,2,1
10730,9,1,4,9,6,0,1
10731,6,1,12,2,1,0,3
10732,2,2,9,1,3,0,2
10733,1,2,11,6,6,0,3
10734,2,2,7,2,3,2,1
10735,8,1,7,2,2,0,3
10736,1,2,4,4,1,2,1
10737,2,1,9,4,1,0,2
10738,5,1,6,1,3,0,2
10739,1,1,5,2,3,1,1
10740,1,2,12,9,1,1,1
10741,9,1,7,6,2,0,2
10742,1,1,2,3,5,2,1
10743,5,2,8,5,4,1,1
10744,2,1,3,6,3,0,1
10745,2,1,2,8,3,0,1
10746,1,1,4,2,6,0,1
10747,1,1,9,0,1,0,3
10748,7,2,5,1,3,1,1
10749,9,2,3,6,1,1,1
10750,9,1,3,0,1,1,1
10751,1,2,4,5,6,2,1
10752,2,1,2,9,1,0,1
10753,1,2,12,2,1,0,1
10754,1,2,3,6,1,2,1
10755,1,2,12,5,1,0,1
10756,1,2,10,2,1,0,3
10757,8,1,2,6,1,0,2
10758,8,1,6,4,1,0,2
10759,1,2,6,3,1,1,1
10760,2,2,12,1,4,0,2
10761,9,1,3,4,6,0,1
10762,6,2,8,2,3,0,2
10763,1,2,2,6,6,0,2
10764,1,1,6,7,1,0,1
10765,1,1,9,2,1,0,3
10766,2,1,7,4,3,0,1
10767,3,1,9,1,1,0,3
10768,1,2,6,2,3,2,1
10769,1,1,5,2,6,0,1
10770,1,1,5,8,2,1,1
10771,1,1,5,0,4,1,1
10772,1,1,5,5,4,2,1
10773,1,2,5,0,1,0,1
10774,8,2,11,3,1,2,1
10775,1,1,3,3,4,1,1
10776,1,2,11,5,5,1,1
10777,2,1,4,2,2,1,1
10778,1,2,5,1,1,1,1
10779,1,1,5,4,1,0,1
10780,5,1,5,9,5,2,1
10781,8,1,5,1,3,0,2
10782,1,1,4,2,3,0,1
10783,1,1,6,3,5,0,1
10784,4,2,8,4,5,0,2
10785,9,2,10,7,6,0,1
10786,1,2,7,6,4,1,1
10787,1,1,8,5,5,0,2
10788,1,2,2,2,3,1,1
10789,1,1,2,4,4,0,3
10790,2,1,7,5,5,1,1
10791,2,2,11,1,1,2,1
10792,1,1,5,1,3,0,2
10793,1,2,6,7,3,0,1
10794,9,2,7,0,6,1,1
10795,1,1,5,4,3,0,3
10796,4,1,11,4,1,0,2
10797,1,2,6,1,6,2,1
10798,1,1,3,0,2,2,1
10799,9,1,12,8,5,0,2
10800,9,1,6,3,4,0,2
10801,9,2,1,7,5,1,2
10802,1,2,2,0,3,0,2
10803,6,2,1,6,1,0,3
10804,2,1,7,6,6,0,2
10805,1,2,6,4,1,2,1
10806,5,2,5,7,4,1,1
10807,9,1,5,4,1,2,1
10808,1,2,1,9,4,0,2
10809,1,2,5,0,3,0,1
10810,1,2,6,8,3,0,1
10811,1,1,5,1,3,2,1
10812,6,2,5,1,3,0,2
10813,1,1,5,5,1,1,1
10814,1,1,4,2,1,2,1
10815,1,2,6,5,4,0,3
10816,1,1,7,0,2,0,2
10817,1,1,4,3,6,2,1
10818,7,2,2,3,3,2,1
10819,1,2,1,5,1,0,3
10820,3,2,5,4,1,1,1
10821,9,1,6,3,5,0,1
10822,1,1,4,3,6,0,1
10823,1,2,3,0,2,1,3
10824,9,2,3,5,6,0,2
10825,9,1,10,5,3,0,2
10826,1,2,5,0,3,0,2
10827,1,2,5,2,1,0,3
10828,1,2,7,6,1,1,1
10829,1,2,5,5,4,2,1
10830,1,2,2,7,5,0,2
10831,9,2,6,3,6,0,2
10832,8,1,6,3,4,2,1
10833,1,1,7,1,1,2,1
10834,1,2,5,8,1,0,1
10835,1,2,7,1,4,0,1
10836,1,1,11,7,5,0,1
10837,1,1,4,1,6,1,2
10838,1,1,7,9,2,1,1
10839,1,2,5,3,1,1,1
10840,1,1,1,7,6,0,1
10841,1,2,4,2,6,1,1
10842,8,2,10,2,1,0,3
10843,1,1,6,5,6,0,3
10844,1,2,3,1,1,0,2
10845,4,2,9,0,1,0,3
10846,2,2,5,4,4,0,1
10847,6,1,5,5,3,0,2
10848,9,1,7,5,4,0,2
10849,1,1,9,5,1,2,1
10850,1,1,4,8,4,1,1
10851,1,2,1,9,4,0,1
10852,2,1,5,5,1,2,1
10853,1,1,11,2,1,0,1
10854,1,2,5,0,6,0,2
10855,1,2,6,1,1,1,1
10856,1,1,5,8,2,2,1
10857,1,2,7,0,4,0,1
10858,1,1,11,0,1,0,3
10859,6,2,4,8,6,0,1
10860,1,1,5,1,1,1,1
10861,1,2,8,2,6,1,1
10862,1,1,7,6,3,0,2
10863,2,2,9,6,3,0,1
10864,8,2,2,0,6,0,1
10865,1,2,10,2,1,0,3
10866,1,2,5,6,6,0,2
10867,1,2,4,3,5,1,1
10868,1,1,9,0,1,0,3
10869,8,1,9,1,5,0,1
10870,1,2,2,2,5,1,1
10871,2,2,3,0,2,0,1
10872,1,2,5,6,6,1,1
10873,1,2,5,3,5,2,1
10874,1,2,3,1,6,0,2
10875,1,2,8,1,1,2,1
10876,2,2,10,1,1,0,3
10877,2,1,11,9,1,1,1
10878,1,2,4,0,6,1,1
10879,1,2,5,1,1,0,2
10880,5,1,10,4,1,0,1
10881,1,1,3,9,6,1,1
10882,1,2,9,0,1,0,3
10883,1,2,9,9,4,1,1
10884,1,2,10,9,6,0,1
10885,1,1,9,1,1,0,3
10886,7,1,1,5,1,1,1
10887,1,2,3,6,2,2,1
10888,1,1,9,2,1,0,3
10889,1,2,3,6,5,1,1
10890,9,1,9,9,4,1,1
10891,7,1,7,0,3,0,1
10892,1,1,5,0,5,1,1
10893,1,2,11,0,3,2,1
10894,2,2,3,3,2,0,2
10895,1,1,7,4,4,2,2
10896,1,2,5,4,1,0,1
10897,1,2,10,0,1,0,3
10898,5,1,8,2,6,0,1
10899,2,2,6,7,5,1,1
10900,1,2,2,3,6,0,2
10901,6,1,6,0,6,0,1
10902,1,1,4,3,3,2,1
10903,1,1,10,1,1,0,3
10904,2,2,5,6,1,2,1
10905,1,2,5,4,2,2,1
10906,1,2,3,3,3,0,3
10907,1,1,5,5,6,0,2
10908,1,2,6,5,1,1,1
10909,1,1,11,2,1,0,3
10910,6,1,7,5,6,0,2
10911,1,2,4,1,3,2,1
10912,1,2,11,9,4,1,1
10913,9,1,8,6,5,0,3
10914,1,2,9,4,6,0,3
10915,3,2,1,8,1,0,1
10916,4,2,5,2,4,0,1
10917,1,1,9,3,1,0,1
10918,1,2,1,0,6,1,1
10919,1,1,8,4,3,0,3
10920,1,1,7,1,1,0,3
10921,1,1,7,3,2,1,1
10922,1,2,11,7,3,0,2
10923,1,1,3,9,3,0,1
10924,1,2,3,3,2,1,1
10925,5,2,6,0,2,2,1
10926,1,1,5,0,5,1,1
10927,1,2,5,2,4,0,3
10928,5,2,7,0,3,1,1
10929,1,1,9,0,1,0,3
10930,1,1,2,7,1,1,1
10931,9,1,10,4,3,0,1
10932,3,2,1,6,1,2,1
10933,1,1,8,4,4,1,1
10934,2,1,5,1,3,1,1
10935,1,1,11,3,1,0,1
10936,1,2,4,6,1,1,2
10937,1,1,10,1,3,0,2
10938,1,2,2,7,3,2,1
10939,9,2,1,8,1,0,3
10940,2,1,9,3,4,0,1
10941,1,2,7,9,4,0,1
10942,1,2,5,7,3,2,3
10943,2,1,8,6,5,0,1
10944,2,1,2,7,2,1,1
10945,2,2,7,8,2,0,1
10946,2,1,7,3,2,2,1
10947,1,2,9,3,5,1,1
10948,1,1,7,7,2,0,2
10949,2,2,3,2,5,0,1
10950,2,1,5,7,2,1,1
10951,2,1,7,0,6,0,3
10952,2,1,8,0,1,1,1
10953,2,2,5,0,6,1,2
10954,1,2,4,5,6,2,1
10955,6,2,12,2,1,0,3
10956,2,1,8,0,2,1,1
10957,1,1,8,5,6,1,1
10958,2,2,11,0,1,0,3
10959,1,2,5,2,1,2,1
10960,1,2,1,4,2,0,1
10961,1,1,3,6,1,1,3
10962,1,1,6,3,1,0,1
10963,8,1,8,8,1,1,1
10964,1,2,10,8,1,0,1
10965,1,2,2,6,6,0,1
10966,1,1,7,1,3,0,3
10967,2,2,5,2,1,0,1
10968,2,1,1,8,1,0,3
10969,2,1,4,2,4,2,1
10970,8,2,5,7,5,0,1
10971,6,1,8,2,2,0,3
10972,1,2,12,7,1,2,1
10973,1,2,6,3,2,1,1
10974,1,1,4,4,5,1,1
10975,1,2,4,2,4,0,1
10976,8,1,11,5,5,0,2
10977,6,1,7,5,1,0,2
10978,1,1,3,6,6,2,1
10979,9,1,2,5,4,1,1
10980,1,2,4,4,4,2,1
10981,2,2,8,7,5,2,3
10982,5,1,9,0,1,0,3
10983,1,1,2,3,1,1,3
10984,1,2,7,1,1,1,1
10985,1,1,3,5,1,2,1
10986,6,1,2,2,4,1,2
10987,1,2,11,9,1,0,1
10988,1,2,9,1,1,0,3
10989,1,1,5,2,4,1,1
10990,7,1,3,4,4,2,1
10991,1,2,9,0,6,0,3
10992,1,2,5,3,6,2,1
10993,1,1,3,7,1,2,1
10994,2,2,5,6,1,2,1
10995,1,2,2,2,1,2,3
10996,1,1,6,1,5,1,3
10997,1,1,4,6,4,0,1
10998,2,1,1,0,2,1,3
10999,1,2,4,0,1,0,1
11000,9,2,1,2,5,1,1
11001,9,2,11,5,5,0,2
11002,2,1,4,8,3,1,2
11003,1,2,7,3,5,2,1
11004,1,2,4,6,1,2,1
11005,1,2,8,4,6,0,3
11006,1,1,8,3,1,2,1
11007,1,2,6,6,3,2,1
11008,1,1,9,4,6,2,1
11009,9,1,11,3,2,2,1
11010,1,2,4,5,6,2,1
11011,1,2,5,2,5,0,2
11012,8,1,6,1,3,0,1
11013,7,2,7,3,1,2,1
11014,1,1,4,3,1,2,1
11015,1,1,6,6,6,2,3
11016,6,1,5,5,3,1,2
11017,2,2,5,3,5,2,1
11018,1,1,5,6,4,1,1
11019,9,1,7,3,4,0,1
11020,6,1,8,3,1,0,1
11021,1,2,8,2,6,1,1
11022,1,2,10,1,1,0,3
11023,3,1,10,0,1,0,3
11024,9,1,3,6,5,0,3
11025,1,2,3,5,3,0,1
11026,1,1,7,0,4,0,1
11027,1,2,9,4,1,0,3
11028,7,2,8,5,3,2,1
11029,2,1,9,2,1,0,3
11030,8,1,5,5,1,0,3
11031,1,2,7,5,1,0,3
11032,1,1,2,3,6,0,1
11033,2,2,8,3,5,1,1
11034,1,2,6,4,2,2,1
11035,1,2,6,6,1,0,2
11036,1,2,4,8,3,0,1
11037,1,1,3,9,1,0,1
11038,1,2,9,0,1,0,3
11039,3,2,10,1,1,0,3
11040,1,2,9,0,1,0,3
11041,1,2,2,2,1,0,2
11042,2,2,4,3,1,2,1
11043,5,1,5,3,5,1,1
11044,1,1,7,0,3,0,1
11045,6,2,11,0,2,0,3
11046,6,1,3,7,1,0,1
11047,1,2,5,3,1,0,3
11048,2,2,5,4,4,2,1
11049,9,2,1,6,6,1,1
11050,1,2,5,4,1,2,1
11051,8,2,11,6,1,1,1
11052,1,1,5,2,4,2,1
11053,1,1,4,8,2,0,1
11054,2,2,9,4,1,1,1
11055,9,1,3,5,4,1,1
11056,8,1,6,2,6,0,2
11057,8,1,5,5,1,1,1
11058,7,2,12,8,1,0,1
11059,5,1,9,6,5,0,2
11060,1,1,10,8,4,0,2
11061,1,2,4,5,6,2,2
11062,9,2,12,6,1,1,1
11063,2,1,6,4,2,1,3
11064,9,1,10,7,1,1,1
11065,8,1,5,0,4,0,1
11066,1,2,6,1,2,0,1
11067,1,2,10,1,1,0,3
11068,2,2,3,7,2,0,1
11069,1,2,11,8,2,0,1
11070,1,1,10,0,1,0,3
11071,9,2,11,6,4,0,1
11072,2,2,9,4,4,0,2
11073,8,1,11,0,2,1,1
11074,1,1,9,6,3,1,1
11075,9,2,3,6,4,1,1
11076,1,1,9,6,6,0,3
11077,2,1,12,5,1,2,1
11078,1,2,8,9,6,0,3
11079,9,1,11,7,5,0,2
11080,1,1,4,8,5,1,1
11081,1,2,9,4,1,1,1
11082,1,1,7,1,6,1,1
11083,1,2,5,1,5,2,1
11084,6,1,3,9,6,1,2
11085,2,1,3,1,2,1,2
11086,6,2,2,6,1,0,1
11087,1,2,4,2,6,0,3
11088,1,1,4,8,3,0,1
11089,8,2,10,2,1,0,3
11090,1,2,4,5,1,1,3
11091,1,2,2,9,4,1,1
11092,1,2,6,2,1,2,1
11093,1,1,7,1,4,0,1
11094,1,2,7,6,2,0,1
11095,1,2,5,2,4,2,1
11096,8,2,5,9,5,1,1
11097,1,2,8,4,6,2,3
11098,8,2,5,8,6,0,1
11099,1,1,3,1,3,2,1
11100,1,1,1,3,1,2,1
11101,9,1,6,4,6,0,1
11102,2,1,4,6,5,0,3
11103,1,2,7,4,6,0,2
11104,9,1,2,0,6,0,1
11105,1,1,4,4,6,1,1
11106,1,2,9,1,1,0,3
11107,1,1,7,2,1,1,3
11108,2,2,5,5,6,1,1
11109,1,2,9,7,3,1,1
11110,1,2,1,6,2,1,1
11111,2,1,9,1,1,0,3
11112,2,1,9,0,1,0,3
11113,2,2,1,2,1,1,1
11114,9,1,3,4,1,2,3
11115,2,2,2,0,6,1,1
11116,1,1,7,8,5,1,1
11117,7,2,12,2,6,0,1
11118,2,2,7,7,6,0,1
11119,1,1,7,8,1,0,3
11120,2,2,5,4,4,0,1
11121,6,2,4,9,1,1,2
11122,1,2,7,8,1,1,1
11123,1,2,5,1,1,1,1
11124,1,1,5,1,3,0,2
11125,1,1,2,3,2,1,1
11126,1,2,10,8,4,1,1
11127,6,2,9,2,1,1,1
11128,9,1,2,2,5,2,1
11129,1,1,9,2,1,0,3
11130,1,2,3,4,3,2,1
11131,2,1,6,8,4,1,1
11132,1,1,6,5,6,0,1
11133,1,2,12,1,5,1,1
11134,2,2,5,2,3,1,3
11135,9,1,4,8,4,0,1
11136,1,2,8,3,1,1,3
11137,1,2,9,4,1,2,1
11138,4,2,7,4,5,0,1
11139,9,1,11,8,6,1,1
11140,1,2,7,1,4,2,1
11141,2,2,4,4,6,1,3
11142,1,1,5,8,6,2,1
11143,6,1,2,5,6,0,1
11144,1,2,5,6,4,0,1
11145,9,2,3,4,1,2,1
11146,1,2,4,9,5,0,1
11147,1,1,5,3,1,1,1
11148,1,1,5,7,4,0,3
11149,9,2,9,2,4,0,2
11150,1,1,2,8,2,2,1
11151,1,1,5,1,5,1,1
11152,1,2,7,5,6,2,1
11153,9,2,1,1,1,0,1
11154,1,1,6,0,4,1,1
11155,9,2,9,0,1,0,3
11156,2,2,8,3,3,2,1
11157,9,1,7,6,4,1,1
11158,1,2,5,1,1,1,1
11159,1,1,4,1,2,2,1
11160,9,1,5,0,4,1,1
11161,1,1,7,5,2,0,1
11162,1,2,8,0,4,0,1
11163,9,2,8,9,5,0,1
11164,1,1,5,5,6,0,1
11165,1,2,4,7,5,2,2
11166,8,2,8,7,6,0,1
11167,9,1,3,6,6,1,3
11168,1,1,3,5,1,2,1
11169,8,1,8,9,3,1,1
11170,1,2,6,0,4,2,1
11171,1,1,1,9,1,0,3
11172,1,2,4,0,1,0,1
11173,1,1,3,4,6,1,1
11174,1,1,5,0,4,2,1
11175,1,1,2,2,6,0,2
11176,9,2,8,3,6,2,2
11177,8,2,2,2,4,1,1
11178,2,2,9,0,1,0,3
11179,9,1,2,1,4,1,1
11180,2,1,5,5,4,2,1
11181,1,2,9,0,1,0,3
11182,2,1,9,3,1,1,1
11183,2,1,8,7,2,2,1
11184,1,2,8,1,1,0,1
11185,1,2,4,4,6,0,1
11186,1,2,5,7,6,0,1
11187,1,2,5,2,1,1,1
11188,1,2,8,1,5,1,1
11189,1,1,10,1,1,0,3
11190,1,2,7,3,2,0,3
11191,1,2,3,9,1,0,1
11192,8,1,12,9,4,1,1
11193,2,1,6,4,6,2,1
11194,1,2,5,4,1,2,1
11195,1,1,10,5,1,1,1
11196,1,1,5,7,6,1,1
11197,1,1,5,2,3,0,1
11198,1,2,7,0,6,1,1
11199,7,1,2,1,3,0,1
11200,1,2,11,1,1,0,3
11201,1,2,8,2,1,2,1
11202,1,1,5,3,1,1,2
11203,1,2,6,2,2,0,1
11204,1,1,7,3,1,1,1
11205,1,2,7,2,1,1,1
11206,1,1,8,0,4,0,1
11207,6,2,8,1,6,0,1
11208,7,1,11,5,1,0,1
11209,1,1,5,0,3,0,1
11210,9,2,12,7,2,2,1
11211,7,1,4,3,6,0,1
11212,1,1,7,1,5,0,1
11213,1,1,7,7,3,0,3
11214,2,2,5,1,1,1,1
11215,1,2,2,2,3,2,3
11216,9,1,1,3,3,1,1
11217,7,1,3,0,1,1,1
11218,8,2,10,1,1,0,3
11219,8,1,9,1,1,2,1
11220,1,1,10,8,1,1,1
11221,1,1,9,0,1,0,3
11222,2,1,4,0,6,2,1
11223,1,1,2,2,6,0,1
11224,1,1,5,4,5,1,1
11225,1,1,5,0,5,2,3
11226,2,2,9,0,1,0,3
11227,7,2,2,9,2,0,1
11228,1,1,7,0,4,1,1
11229,1,2,5,2,5,1,1
11230,1,1,5,7,3,0,2
11231,1,2,3,2,4,0,2
11232,1,2,5,6,1,1,1
11233,6,2,6,3,5,2,2
