,RAC1P,SEX,EDU,PINCP_DECILE,HOUSING_TYPE,MSP,OWN_RENT
11909,1,1,3,1,3,2,1
11910,1,1,5,3,2,1,1
11911,1,1,8,8,1,5,1
11912,1,2,1,1,1,4,1
11913,1,1,7,4,2,5,0
11914,1,2,1,2,3,2,0
11915,1,1,1,9,1,2,2
11916,1,2,7,1,1,5,1
11917,8,2,8,1,1,1,2
11918,1,2,6,1,1,4,1
11919,1,1,6,3,1,3,1
11920,1,1,2,4,1,1,0
11921,1,2,3,4,1,1,0
11922,9,2,9,3,1,6,1
11923,2,2,8,6,1,1,1
11924,1,2,1,0,2,1,0
11925,1,1,7,2,1,5,1
11926,1,2,7,2,1,2,0
11927,5,1,8,2,1,2,1
11928,1,2,8,3,2,3,2
11929,4,2,3,8,2,1,0
11930,1,1,4,8,1,1,1
11931,1,2,4,2,1,2,2
11932,1,1,5,7,1,3,1
11933,2,1,3,2,1,1,1
11934,2,1,7,2,1,2,1
11935,1,1,2,0,2,4,0
11936,4,1,10,8,1,1,1
11937,1,1,4,5,1,1,1
11938,1,2,3,3,1,3,1
11939,1,1,3,4,1,2,1
11940,1,1,3,1,1,4,1
11941,8,2,5,0,1,2,0
11942,4,1,3,6,1,6,1
11943,2,2,9,1,3,1,0
11944,1,2,3,1,2,3,1
11945,1,2,9,6,2,5,2
11946,1,1,7,2,1,3,0
11947,1,1,11,4,1,4,0
11948,1,1,7,6,2,4,1
11949,6,2,7,6,1,1,1
11950,2,2,3,5,1,1,0
11951,4,1,3,2,1,3,1
11952,6,1,7,6,1,3,0
11953,6,1,5,0,1,1,0
11954,1,1,5,1,1,1,2
11955,1,2,7,3,1,3,0
11956,5,2,2,5,1,6,1
11957,1,1,7,5,3,1,0
11958,1,1,6,0,2,1,0
11959,8,1,8,2,3,1,0
11960,1,2,5,6,1,1,1
11961,2,2,6,1,1,6,0
11962,1,2,6,3,2,3,2
11963,1,1,6,4,1,3,1
11964,1,2,4,0,1,2,0
11965,1,1,9,3,2,5,0
11966,1,2,12,3,1,1,2
11967,9,1,6,4,1,1,2
11968,1,1,5,7,1,1,1
11969,1,2,5,7,1,6,1
11970,7,2,5,4,1,2,0
11971,2,2,1,4,1,5,1
11972,7,2,9,4,1,4,0
11973,1,2,8,2,1,1,0
11974,1,2,5,1,1,1,0
11975,3,2,5,5,1,4,1
11976,8,2,7,3,2,1,0
11977,2,1,7,5,1,1,1
11978,1,2,6,4,1,1,1
11979,1,1,8,1,2,5,0
11980,1,2,10,4,3,3,0
11981,6,2,11,0,3,2,0
11982,7,1,9,6,3,1,1
11983,1,2,9,6,1,5,1
11984,2,2,8,4,1,1,2
11985,5,1,2,2,2,3,0
11986,1,2,8,0,2,4,0
11987,1,1,7,6,1,2,0
11988,1,2,3,5,3,3,0
11989,8,1,9,1,1,2,1
11990,1,1,4,3,1,1,1
11991,9,2,9,1,1,2,2
11992,2,1,7,2,1,1,1
11993,2,2,4,1,2,4,0
11994,1,1,3,3,1,6,0
11995,6,2,5,3,1,3,2
11996,1,1,4,1,1,1,0
11997,1,1,5,1,1,1,0
11998,2,1,5,1,1,1,1
11999,1,1,3,1,1,6,2
12000,1,1,2,3,1,1,0
12001,2,1,7,5,3,3,1
12002,2,2,9,3,3,4,0
12003,1,2,5,4,1,1,2
12004,2,2,2,1,3,5,1
12005,1,2,5,8,1,1,1
12006,1,2,7,5,1,4,0
12007,3,2,6,2,1,1,2
12008,1,1,5,2,1,4,1
12009,1,1,8,0,3,1,1
12010,2,2,7,0,1,2,2
12011,1,1,7,2,2,4,2
12012,1,2,2,0,1,6,1
12013,1,2,4,2,1,1,2
12014,1,1,4,3,2,1,1
12015,2,2,3,0,3,2,2
12016,7,1,10,4,1,1,0
12017,5,2,11,4,1,6,0
12018,1,2,6,3,1,4,1
12019,1,2,5,1,2,1,0
12020,9,1,7,0,1,1,1
12021,2,2,5,4,3,4,2
12022,1,1,8,2,1,5,2
12023,1,2,7,8,1,2,0
12024,1,2,7,5,2,4,1
12025,6,2,4,4,3,2,0
12026,1,2,3,5,1,6,1
12027,2,2,9,7,3,4,2
12028,1,2,5,3,3,1,0
12029,1,2,5,2,2,3,1
12030,6,1,5,5,1,4,1
12031,1,2,4,3,1,6,1
12032,1,1,1,1,1,5,1
12033,1,2,7,5,1,2,0
12034,1,1,1,0,3,2,1
12035,2,1,5,1,1,2,0
12036,2,1,4,8,1,1,0
12037,9,2,8,5,3,1,0
12038,1,2,6,1,1,5,1
12039,1,1,7,0,2,6,0
12040,1,2,3,5,2,5,1
12041,1,1,5,6,1,1,1
12042,1,1,6,3,1,2,1
12043,2,1,1,0,2,5,1
12044,1,1,5,4,3,6,1
12045,1,2,9,6,2,2,1
12046,3,1,1,9,3,5,0
12047,1,2,11,9,1,4,1
12048,1,1,5,9,1,6,2
12049,2,1,6,4,1,6,1
12050,2,1,5,5,1,4,0
12051,8,2,1,7,1,1,2
12052,1,2,4,2,1,4,2
12053,1,1,2,1,1,1,0
12054,1,1,10,2,1,1,1
12055,2,2,10,6,1,5,1
12056,1,1,6,1,1,2,2
12057,1,1,7,7,2,2,2
12058,1,1,2,3,1,2,1
12059,1,1,5,6,1,6,1
12060,2,1,5,3,1,6,2
12061,9,1,9,1,2,1,2
12062,1,2,8,0,3,5,1
12063,2,1,1,2,2,1,0
12064,1,2,6,1,2,5,0
12065,1,1,3,6,1,6,0
12066,1,1,3,1,1,1,2
12067,9,1,10,5,1,4,1
12068,1,1,3,1,1,2,1
12069,2,2,2,0,1,6,0
12070,1,1,9,1,3,1,0
12071,1,1,7,7,1,1,1
12072,6,2,6,1,1,3,0
12073,1,2,2,1,2,3,0
12074,1,1,7,2,1,3,0
12075,1,1,10,5,2,5,2
12076,1,2,5,3,1,2,1
12077,1,1,7,4,3,1,0
12078,1,1,9,1,1,3,0
12079,1,2,7,5,2,1,0
12080,1,2,9,1,1,1,0
12081,1,1,3,1,1,2,0
12082,6,1,9,4,1,4,2
12083,8,1,1,3,1,4,1
12084,6,1,5,7,1,1,1
12085,1,1,8,1,2,2,0
12086,1,2,7,2,1,5,1
12087,1,1,1,1,2,3,0
12088,1,1,5,4,1,1,0
12089,1,2,4,6,1,1,1
12090,6,2,1,4,1,2,1
12091,9,1,9,0,1,3,1
12092,3,2,4,4,2,6,0
12093,1,2,3,6,1,1,0
12094,1,2,9,7,1,3,0
12095,1,1,5,6,1,1,1
12096,1,1,11,6,1,1,0
12097,1,1,3,3,1,6,1
12098,6,2,2,3,1,4,1
12099,2,1,12,7,1,1,1
12100,4,1,3,1,1,2,1
12101,1,2,8,5,1,6,0
12102,1,1,6,2,1,2,1
12103,1,1,9,2,1,1,1
12104,1,2,2,6,2,5,2
12105,3,2,7,4,1,3,1
12106,1,2,4,2,1,3,1
12107,1,1,8,1,2,6,0
12108,1,2,3,0,1,2,1
12109,2,1,3,5,2,3,0
12110,1,1,5,0,1,3,0
12111,1,1,4,5,1,1,1
12112,1,2,11,6,3,4,1
12113,1,1,5,4,1,5,1
12114,1,1,7,3,2,4,0
12115,5,1,5,2,1,1,0
12116,1,2,7,0,1,6,0
12117,2,1,6,1,1,4,2
12118,9,1,7,5,1,1,1
12119,2,2,5,5,1,6,1
12120,2,1,2,4,1,4,2
12121,7,1,4,3,3,4,0
12122,3,1,4,0,2,5,1
12123,2,1,4,1,2,3,0
12124,8,1,10,4,3,1,1
12125,1,1,3,5,1,1,0
12126,1,1,5,1,1,5,1
12127,2,1,6,2,3,3,1
12128,1,1,7,1,1,1,0
12129,4,1,3,0,1,1,0
12130,6,1,4,5,1,4,0
12131,1,1,8,5,1,1,0
12132,1,2,7,5,1,1,1
12133,1,2,7,1,1,4,1
12134,1,2,3,0,1,3,0
12135,1,1,7,3,1,4,2
12136,1,1,5,2,1,2,1
12137,1,2,7,2,1,6,1
12138,2,2,4,3,1,5,0
12139,1,1,7,5,1,1,1
12140,2,1,5,4,2,4,1
12141,2,2,9,8,1,2,0
12142,1,2,2,3,1,5,1
12143,9,2,11,6,3,4,0
12144,1,1,3,1,1,1,0
12145,2,2,1,2,1,1,1
12146,1,1,10,4,2,6,0
12147,1,2,5,6,1,1,0
12148,1,2,10,1,3,1,0
12149,2,2,7,1,1,3,1
12150,6,1,4,9,3,5,2
12151,4,1,1,2,3,2,2
12152,1,2,8,0,1,1,1
12153,1,1,3,6,2,1,0
12154,9,2,6,7,1,1,0
12155,1,2,4,3,1,3,1
12156,2,1,4,3,1,1,1
12157,9,2,8,4,1,1,1
12158,1,1,5,8,1,6,1
12159,1,2,5,8,3,1,0
12160,1,1,5,1,1,4,1
12161,1,2,4,1,2,3,0
12162,9,2,3,5,1,5,1
12163,6,1,7,0,1,1,0
12164,2,2,1,0,1,1,0
12165,1,1,3,1,1,1,1
12166,1,2,5,5,1,1,0
12167,1,2,6,2,3,3,1
12168,1,2,5,4,1,2,1
12169,8,2,12,3,1,1,1
12170,6,1,5,0,1,2,0
12171,8,1,8,0,1,3,2
12172,1,2,7,2,2,6,2
12173,1,2,7,4,1,1,1
12174,1,1,9,3,1,1,0
12175,1,2,4,3,2,4,1
12176,1,2,1,0,1,1,1
12177,7,1,2,3,1,1,0
12178,1,1,6,7,1,1,0
12179,6,2,9,5,2,3,2
12180,1,2,9,2,3,1,0
12181,6,1,7,3,1,1,1
12182,1,1,7,1,3,1,0
12183,1,2,4,2,1,2,2
12184,1,2,11,4,1,2,1
12185,1,1,11,5,3,1,0
12186,1,2,10,1,1,4,0
12187,1,2,7,1,1,2,0
12188,1,2,7,4,3,1,0
12189,2,1,7,0,2,1,0
12190,1,1,3,0,1,6,2
12191,1,2,1,0,1,2,1
12192,1,2,9,4,3,1,0
12193,1,2,5,3,3,2,0
12194,9,1,9,4,1,4,0
12195,2,1,4,3,1,4,2
12196,1,1,7,1,1,5,2
12197,1,1,5,6,1,1,2
12198,1,2,7,0,1,1,1
12199,1,2,7,4,1,1,2
12200,1,1,11,9,1,4,1
12201,2,2,7,9,1,1,0
12202,6,1,2,4,1,4,0
12203,9,1,5,8,3,6,1
12204,1,1,3,1,2,1,0
12205,1,1,7,7,1,6,1
12206,1,2,5,9,1,1,1
12207,1,1,10,1,1,1,0
12208,1,2,1,3,1,2,1
12209,1,1,5,0,3,1,1
12210,1,1,5,2,3,3,0
12211,2,1,6,4,1,1,0
12212,1,2,8,4,1,1,1
12213,1,1,5,4,1,1,2
12214,8,1,3,5,1,1,0
12215,1,1,5,2,1,1,1
12216,1,1,12,7,1,4,0
12217,6,1,1,6,3,6,0
12218,1,2,7,1,1,5,0
12219,1,2,4,2,3,4,1
12220,5,1,6,1,1,6,0
12221,5,1,4,5,1,1,1
12222,1,2,8,5,1,1,0
12223,7,1,3,6,3,1,1
12224,1,1,4,3,3,3,0
12225,1,2,7,1,1,1,0
12226,1,1,6,2,3,1,1
12227,2,2,5,0,2,1,1
12228,1,2,6,2,2,2,2
12229,1,1,5,4,1,1,1
12230,3,2,5,5,1,4,0
12231,1,2,4,3,1,6,0
12232,2,2,3,4,1,1,0
12233,1,1,5,7,3,1,0
12234,1,1,8,4,1,1,0
12235,2,2,7,4,1,2,1
12236,1,2,12,3,1,1,0
12237,1,2,1,2,1,3,1
12238,1,1,5,3,1,1,1
12239,1,2,6,3,1,5,0
12240,1,1,6,1,1,2,1
12241,4,2,5,3,1,1,0
12242,9,2,7,3,1,3,0
12243,7,2,7,3,1,1,1
12244,1,1,2,0,1,1,2
12245,1,2,5,6,3,1,0
12246,1,2,3,2,2,1,1
12247,1,2,2,4,2,4,1
12248,2,2,8,5,2,6,0
12249,1,2,6,5,1,1,0
12250,1,1,3,0,1,1,0
12251,1,2,4,8,1,3,1
12252,1,1,12,7,1,1,1
12253,1,1,5,1,1,3,1
12254,1,2,4,1,1,1,1
12255,9,1,3,1,2,5,0
12256,1,2,9,6,1,1,0
12257,1,2,1,2,1,1,0
12258,1,1,4,6,1,2,1
12259,1,1,4,3,2,1,0
12260,1,1,5,0,1,1,1
12261,2,1,5,3,1,2,0
12262,1,2,7,9,1,2,0
12263,1,1,9,3,3,1,1
12264,2,2,5,1,1,3,2
12265,1,1,1,2,1,6,0
12266,1,2,8,4,1,1,2
12267,3,1,2,2,2,4,1
12268,1,1,8,1,3,4,0
12269,1,1,3,1,1,1,1
12270,1,1,1,6,1,2,0
12271,1,1,2,3,1,1,1
12272,6,2,2,1,1,4,0
12273,1,1,2,3,2,5,1
12274,1,1,5,7,3,1,0
12275,1,2,5,8,1,1,1
12276,1,2,6,1,2,4,0
12277,8,2,2,0,2,4,1
12278,1,2,9,5,1,3,0
12279,2,1,1,1,1,1,0
12280,1,2,5,4,1,1,1
12281,1,1,4,4,1,1,2
12282,7,1,8,4,1,4,1
12283,2,1,4,3,1,6,0
12284,1,2,3,2,1,5,1
12285,1,1,3,4,1,1,1
12286,1,2,9,5,1,6,1
12287,2,1,8,4,1,4,1
12288,1,2,1,0,1,5,0
12289,8,1,4,4,1,1,0
12290,2,1,7,0,3,3,0
12291,1,1,9,9,1,4,0
12292,2,2,7,1,1,1,0
12293,1,2,1,2,3,3,1
12294,2,2,12,0,2,4,1
12295,2,2,8,1,1,3,1
12296,1,1,6,6,1,1,2
12297,1,1,1,0,1,6,0
12298,1,1,1,0,1,1,1
12299,1,1,11,6,1,1,0
12300,8,1,5,8,1,1,1
12301,1,1,3,2,3,1,0
12302,1,2,1,0,1,1,1
12303,2,1,5,0,1,1,0
12304,2,1,8,4,3,5,0
12305,1,1,3,4,2,5,1
12306,8,1,2,2,1,6,2
12307,1,2,12,4,1,5,0
12308,1,1,6,0,2,2,0
12309,1,1,4,9,3,3,1
12310,1,1,2,3,1,3,0
12311,1,1,2,3,2,4,0
12312,8,2,4,6,3,5,0
12313,1,2,7,2,1,6,1
12314,1,2,5,0,2,5,0
12315,1,1,7,5,1,6,1
12316,1,1,7,6,2,1,1
12317,4,2,5,2,1,4,1
12318,1,1,7,0,3,1,0
12319,1,2,9,0,1,5,1
12320,1,2,5,5,1,1,0
12321,1,1,7,9,1,1,0
12322,1,2,5,4,1,5,0
12323,1,1,2,2,1,2,0
12324,1,1,4,9,1,3,0
12325,9,1,8,1,1,1,0
12326,6,1,5,0,1,2,1
12327,1,1,2,0,2,2,1
12328,1,1,8,4,1,1,1
12329,2,1,2,2,1,2,0
12330,2,2,5,4,1,1,1
12331,1,2,1,0,2,1,0
12332,1,2,7,1,1,1,2
12333,9,2,11,0,1,3,0
12334,6,1,1,1,1,6,1
12335,1,2,5,5,1,5,0
12336,2,2,12,4,1,5,1
12337,2,2,4,4,3,1,0
12338,1,2,1,3,1,1,1
12339,2,1,6,7,1,3,0
12340,1,2,1,2,1,3,2
12341,1,2,5,2,1,4,0
12342,9,2,2,0,1,2,0
12343,1,1,5,2,1,5,1
12344,1,1,4,3,2,3,0
12345,1,1,9,1,1,5,0
12346,4,2,5,1,2,3,2
12347,4,2,4,1,1,3,1
12348,1,1,7,4,2,1,0
12349,1,1,6,2,1,4,1
12350,1,1,9,5,1,4,1
12351,1,2,3,2,2,1,0
12352,1,2,2,5,1,2,0
12353,2,2,6,4,1,2,1
12354,9,1,1,6,1,2,1
12355,1,1,9,4,2,6,2
12356,6,1,2,3,1,5,1
12357,1,1,9,4,1,6,1
12358,9,2,1,5,1,2,0
12359,1,1,7,3,1,3,0
12360,1,1,4,1,1,1,2
12361,1,1,5,6,1,1,1
12362,2,2,4,5,1,4,0
12363,6,1,12,9,1,2,0
12364,1,2,5,2,1,2,2
12365,2,1,8,4,3,6,1
12366,1,1,3,2,1,4,0
12367,1,2,5,2,2,1,1
12368,3,1,3,0,1,5,1
12369,1,2,5,2,1,1,1
12370,1,1,5,7,1,4,1
12371,1,2,2,4,2,3,0
12372,1,1,1,3,1,1,0
12373,1,1,6,2,1,2,1
12374,2,1,6,2,1,3,1
12375,1,1,4,2,1,5,2
12376,6,1,5,8,1,6,1
12377,1,1,5,0,3,6,0
12378,1,1,5,1,2,3,2
12379,3,2,8,2,1,5,0
12380,1,2,4,8,1,5,2
12381,1,2,1,1,1,1,0
12382,1,2,5,1,1,2,1
12383,1,2,5,8,1,2,0
12384,8,1,9,5,1,3,2
12385,1,1,3,0,2,5,2
12386,1,2,4,2,1,3,0
12387,1,1,9,1,1,5,1
12388,1,2,6,4,1,4,0
12389,1,2,5,1,2,3,0
12390,1,1,9,3,1,6,1
12391,1,2,7,6,1,1,1
12392,1,2,5,1,1,2,0
12393,5,2,7,5,1,1,1
12394,1,1,5,0,2,4,0
12395,2,1,5,3,1,3,2
12396,2,2,3,4,2,3,0
12397,1,2,3,1,2,5,1
12398,7,2,7,2,2,4,1
12399,1,2,1,1,1,1,1
12400,1,1,3,5,1,4,1
12401,2,2,5,7,1,1,2
12402,1,1,5,4,1,6,0
12403,1,1,6,4,1,4,1
12404,8,1,9,7,3,2,0
12405,1,1,8,4,1,5,0
12406,1,1,3,0,1,1,0
12407,1,2,3,1,3,6,0
12408,2,2,5,0,1,1,1
12409,1,1,7,1,1,1,1
12410,2,1,1,6,3,1,0
12411,2,1,9,4,3,1,0
12412,1,2,4,4,1,1,1
12413,1,2,1,1,1,4,1
12414,1,2,1,8,2,3,0
12415,9,2,7,5,1,5,1
12416,2,1,3,3,1,6,0
12417,5,2,6,2,2,2,1
12418,2,1,6,3,1,4,1
12419,1,2,2,3,2,4,1
12420,7,1,3,2,3,2,1
12421,1,1,5,3,1,4,1
12422,1,2,9,2,3,1,0
12423,2,1,2,2,1,2,0
12424,1,2,3,3,1,3,1
12425,1,2,8,6,1,1,1
12426,9,1,4,1,1,5,0
12427,1,2,6,2,1,2,1
12428,1,1,3,3,1,1,1
12429,2,2,3,0,1,1,0
12430,1,1,5,3,1,1,0
12431,1,2,2,5,1,6,1
12432,8,2,3,3,2,1,1
12433,1,2,5,0,1,2,0
12434,1,2,4,3,1,1,2
12435,1,1,5,1,1,1,2
12436,2,1,5,1,3,4,2
12437,6,2,5,1,1,3,2
12438,1,2,5,4,1,4,1
12439,2,2,6,1,1,1,1
12440,1,2,5,1,1,4,1
12441,1,2,8,3,1,2,2
12442,9,1,1,2,2,3,1
12443,1,1,7,4,1,2,0
12444,1,2,5,3,3,4,0
12445,1,1,6,1,1,5,1
12446,1,1,5,7,1,1,0
12447,1,1,3,4,1,5,2
12448,1,2,7,3,1,1,1
12449,1,1,9,4,1,1,1
12450,1,2,11,4,2,4,1
12451,3,1,3,0,3,3,0
12452,2,1,6,7,3,4,0
12453,3,1,1,0,2,3,0
12454,2,2,7,2,3,2,0
12455,7,2,5,2,1,1,0
12456,4,1,5,6,1,6,1
12457,9,1,5,2,1,1,1
12458,8,1,3,2,3,5,1
12459,7,1,6,0,1,1,2
12460,2,1,5,1,3,4,1
12461,1,1,6,0,3,1,1
12462,1,1,4,2,2,4,2
12463,1,2,7,2,1,1,1
12464,1,2,8,3,1,6,1
12465,1,1,7,0,1,6,1
12466,1,1,5,4,2,5,2
12467,1,2,1,1,1,2,1
12468,8,1,1,6,1,3,1
12469,8,2,11,6,1,3,1
12470,5,1,6,9,1,1,1
12471,1,1,7,8,1,1,1
12472,1,2,5,0,2,3,0
12473,1,2,2,1,2,5,1
12474,1,1,7,2,1,6,0
12475,1,2,1,2,1,2,1
12476,6,2,9,3,1,4,0
12477,2,2,4,6,1,3,0
12478,1,2,7,4,2,6,0
12479,1,1,7,7,3,4,2
12480,1,1,4,2,1,4,0
12481,1,1,5,3,1,3,1
12482,1,2,5,6,1,4,0
12483,2,2,11,5,3,1,1
12484,1,1,7,6,3,2,0
12485,1,1,5,0,1,2,0
12486,1,1,9,6,3,5,1
12487,2,1,6,5,2,6,0
12488,1,2,4,2,2,1,0
12489,8,2,3,3,1,4,1
12490,1,1,2,1,2,6,2
12491,9,1,3,5,1,2,1
12492,1,2,3,1,2,5,0
12493,2,2,1,0,1,2,0
12494,1,1,8,8,1,2,2
12495,1,2,9,0,3,1,0
12496,5,2,7,4,1,6,0
12497,8,1,1,4,1,2,1
12498,1,1,7,1,1,1,2
12499,1,2,9,0,1,6,0
12500,1,1,5,9,1,1,1
12501,1,2,4,3,1,4,1
12502,1,2,3,3,1,5,1
12503,1,1,7,8,3,1,0
12504,1,1,3,4,1,1,1
12505,1,2,4,2,2,5,1
12506,1,1,1,4,1,5,2
12507,2,1,5,0,1,1,0
12508,1,1,7,4,1,1,0
12509,2,2,5,0,1,2,1
12510,1,1,5,0,3,1,1
12511,2,1,6,1,1,3,1
12512,1,1,2,0,1,6,0
12513,8,2,5,1,1,1,1
12514,1,2,4,3,1,3,0
12515,1,1,5,0,3,1,0
12516,1,1,4,7,1,1,1
12517,1,1,5,2,1,1,1
12518,8,1,3,3,1,2,0
12519,1,2,1,2,1,1,0
12520,6,1,4,0,1,2,1
12521,1,2,3,3,1,6,2
12522,1,2,5,5,1,6,0
12523,8,2,2,4,1,5,2
12524,1,1,3,3,1,1,0
12525,6,2,2,4,2,1,0
12526,9,1,10,2,1,4,1
12527,1,2,6,2,1,1,1
12528,1,1,9,3,1,4,0
12529,1,2,2,1,1,1,1
12530,1,1,5,6,2,1,0
12531,1,1,5,2,1,2,1
12532,6,2,4,2,1,6,1
12533,2,2,9,3,1,1,2
12534,1,1,2,4,2,1,0
12535,1,1,9,7,1,6,0
12536,1,2,7,2,1,1,1
12537,1,2,9,7,1,3,0
12538,1,1,9,8,1,4,1
12539,4,1,9,4,1,4,1
12540,1,1,6,5,1,1,1
12541,2,1,7,1,1,1,1
12542,1,2,1,4,1,6,1
12543,1,1,7,5,3,5,0
12544,7,2,6,2,1,4,2
12545,1,1,2,8,1,1,1
12546,2,2,5,3,1,5,1
12547,3,2,9,0,3,1,0
12548,1,1,10,6,1,6,1
12549,1,2,4,2,2,5,1
12550,7,1,5,1,1,6,1
12551,2,1,5,4,1,4,2
12552,1,1,1,2,1,1,0
12553,1,1,4,5,1,3,0
12554,8,1,2,2,1,6,2
12555,1,1,6,2,2,5,0
12556,8,2,8,6,1,6,1
12557,1,2,3,4,1,6,1
12558,1,1,7,6,3,6,0
12559,1,2,4,5,1,2,1
12560,1,2,1,2,1,4,2
12561,1,1,5,1,3,1,0
12562,1,1,5,0,1,5,0
12563,9,1,4,9,3,3,1
12564,8,1,10,0,1,4,2
12565,1,1,2,6,2,5,1
12566,1,2,3,3,1,3,0
12567,1,2,2,6,1,2,0
12568,1,1,5,6,1,6,1
12569,1,1,9,6,1,5,1
12570,1,1,3,3,1,6,0
12571,1,2,3,2,1,4,1
12572,1,1,9,1,1,6,1
12573,1,1,5,1,1,6,1
12574,1,2,4,4,1,3,2
12575,6,2,5,0,1,4,1
12576,5,1,4,3,1,1,0
12577,8,1,5,5,1,2,1
12578,1,1,10,9,2,2,0
12579,1,1,9,3,1,4,0
12580,1,2,1,8,1,1,0
12581,1,1,1,9,1,1,1
12582,2,2,5,7,1,1,1
12583,1,1,5,1,3,3,0
12584,1,1,3,0,1,1,1
12585,1,2,6,2,1,6,2
12586,2,1,5,4,1,6,1
12587,2,1,5,0,1,1,0
12588,1,2,5,5,2,6,0
12589,1,1,7,0,3,2,0
12590,1,1,5,9,1,5,0
12591,1,1,3,1,3,1,0
12592,1,2,5,0,1,6,0
12593,1,2,7,3,1,6,2
12594,2,1,2,3,3,1,1
12595,1,1,3,1,2,4,1
12596,1,1,9,5,1,1,0
12597,6,1,6,0,1,4,0
12598,1,2,4,1,2,3,0
12599,1,1,3,4,1,1,0
12600,1,2,5,2,2,4,0
12601,9,1,10,0,1,1,2
12602,1,1,5,3,1,2,1
12603,1,2,5,2,1,6,0
12604,1,2,2,2,1,2,1
12605,1,1,3,9,1,1,1
12606,8,1,5,1,1,6,1
12607,2,1,5,1,1,4,1
12608,1,2,5,1,3,6,1
12609,9,2,10,6,1,4,1
12610,1,1,7,4,1,6,0
12611,1,2,1,2,1,4,1
12612,9,2,5,2,1,2,0
12613,2,1,3,2,2,1,1
12614,1,1,6,0,1,2,2
12615,1,1,5,4,1,2,1
12616,9,1,4,3,1,3,2
12617,1,1,5,0,3,4,1
12618,1,1,3,3,1,2,1
12619,2,1,6,0,1,5,0
12620,1,1,9,6,1,4,1
12621,3,1,3,1,2,6,1
12622,2,1,5,4,3,6,1
12623,1,2,3,0,1,1,0
12624,1,1,3,0,1,5,1
12625,1,1,5,9,1,6,2
12626,6,2,2,3,1,5,2
12627,1,2,3,0,1,4,1
12628,8,2,2,2,2,4,1
12629,2,1,3,3,2,4,1
12630,1,1,9,5,1,6,0
12631,1,1,5,9,1,5,0
12632,1,1,4,1,3,5,2
12633,1,2,5,5,3,1,0
12634,1,1,9,3,1,3,0
12635,2,1,3,9,1,4,0
12636,1,2,7,2,1,6,0
12637,1,1,5,3,3,4,0
12638,8,2,4,4,3,4,1
12639,1,2,1,0,1,1,0
12640,1,1,4,0,1,3,2
12641,5,2,6,2,2,1,2
12642,2,2,4,2,1,4,1
12643,2,2,7,3,3,3,0
12644,1,2,5,4,1,3,1
12645,8,1,6,0,1,2,0
12646,9,1,5,1,2,3,0
12647,1,2,2,1,3,4,0
12648,4,2,4,0,2,6,0
12649,1,2,6,2,3,5,0
12650,2,2,8,4,1,4,0
12651,7,1,5,5,2,1,0
12652,1,1,6,1,1,3,1
12653,2,2,5,4,1,3,0
12654,1,1,5,3,2,1,1
12655,1,1,1,3,1,1,1
12656,1,2,7,6,1,6,1
12657,1,1,2,6,1,1,1
12658,1,2,7,1,1,1,2
12659,1,2,3,2,2,3,0
12660,7,1,8,2,1,4,2
12661,8,2,12,3,1,1,2
12662,5,1,4,2,3,6,1
12663,1,1,2,8,1,4,2
12664,1,2,3,3,1,3,1
12665,1,1,2,3,1,1,2
12666,9,1,7,7,1,4,2
12667,2,1,8,0,2,3,0
12668,1,2,6,1,3,2,0
12669,2,1,7,3,3,1,0
12670,1,1,4,9,1,1,2
12671,1,2,9,0,3,1,0
12672,1,1,8,2,3,3,1
12673,1,1,7,2,1,1,1
12674,1,1,2,1,1,2,1
12675,4,2,3,3,2,3,1
12676,7,2,3,1,1,3,0
12677,3,2,1,2,1,5,0
12678,1,1,8,4,3,6,2
12679,1,2,5,4,1,1,2
12680,1,2,6,1,1,1,2
12681,1,1,7,4,1,4,1
12682,1,2,4,9,1,1,1
12683,1,2,2,9,1,5,1
12684,1,2,7,5,3,6,1
12685,1,1,4,5,1,5,1
12686,1,1,3,4,2,1,0
12687,1,2,5,9,3,3,0
12688,1,2,2,5,2,6,1
12689,8,1,9,6,1,4,2
12690,1,2,5,2,1,2,1
12691,1,1,8,1,1,1,1
12692,1,2,1,0,1,5,1
12693,1,2,3,4,1,5,0
12694,1,2,1,0,2,1,0
12695,9,2,12,7,1,6,0
12696,2,2,4,2,2,1,1
12697,2,1,2,1,2,6,1
12698,9,1,5,8,1,1,0
12699,1,1,9,0,1,3,1
12700,8,2,5,0,1,2,0
12701,1,2,5,2,1,2,1
12702,2,1,3,4,1,1,1
12703,1,1,9,4,1,1,1
12704,1,2,8,1,2,4,2
12705,2,2,3,6,1,1,0
12706,1,2,5,2,1,1,1
12707,1,1,2,1,2,6,1
12708,1,2,6,2,1,1,1
12709,2,2,4,2,3,1,1
12710,1,2,1,0,1,1,0
12711,1,2,1,3,1,2,1
12712,9,1,7,4,1,1,0
12713,1,2,11,7,1,6,2
12714,1,1,5,0,3,5,2
12715,5,2,3,4,1,3,0
12716,1,1,8,1,1,6,2
12717,1,1,1,4,1,6,2
12718,1,1,3,0,1,2,1
12719,1,1,2,6,1,1,1
12720,3,2,7,0,1,1,0
12721,1,2,5,5,1,1,1
12722,1,2,5,7,3,6,0
12723,9,1,4,3,1,3,2
12724,2,1,5,0,3,3,0
12725,9,1,4,7,1,6,2
12726,1,2,5,1,1,5,2
12727,1,1,4,5,3,1,0
12728,1,2,8,3,1,1,2
