,SEX,RAC1P,MSP,EDU,PINCP_DECILE,HOUSING_TYPE,OWN_RENT
11647,2,2,3,7,3,1,1
11648,2,9,1,3,1,2,0
11649,2,7,3,4,2,1,0
11650,2,1,5,7,2,2,1
11651,2,1,4,4,3,2,1
11652,1,1,1,5,5,1,0
11653,1,2,2,6,0,1,1
11654,1,8,2,6,0,1,0
11655,1,2,4,4,1,2,0
11656,2,1,6,2,3,1,0
11657,1,2,6,3,4,1,0
11658,1,9,3,3,5,2,0
11659,2,6,4,3,3,2,0
11660,2,9,3,1,4,1,1
11661,1,1,1,3,8,1,1
11662,1,8,1,3,2,1,0
11663,2,2,1,3,2,2,1
11664,2,8,1,1,2,3,1
11665,1,1,3,2,0,1,1
11666,2,5,3,1,5,1,2
11667,1,2,3,3,3,1,1
11668,2,2,1,6,3,1,1
11669,1,1,6,1,4,3,1
11670,2,1,6,3,2,1,1
11671,1,1,4,2,1,2,1
11672,2,7,5,5,3,1,0
11673,1,1,1,1,3,1,0
11674,2,7,1,6,0,1,1
11675,1,1,4,6,2,3,1
11676,1,3,6,2,4,2,0
11677,2,1,4,6,2,3,1
11678,1,2,6,7,3,1,1
11679,2,1,1,4,2,1,0
11680,2,8,2,6,0,1,0
11681,1,1,4,2,1,1,1
11682,1,1,1,6,3,1,1
11683,1,1,3,5,2,1,1
11684,1,1,3,6,3,2,0
11685,1,2,3,4,2,1,1
11686,2,1,3,10,3,3,1
11687,2,2,6,7,6,1,1
11688,1,1,3,4,3,2,1
11689,2,1,2,5,9,1,1
11690,1,2,2,6,4,1,0
11691,1,2,2,5,5,1,1
11692,1,1,1,7,2,1,0
11693,1,1,6,2,2,1,0
11694,1,1,1,8,1,3,0
11695,1,1,5,2,4,2,1
11696,2,1,1,4,4,1,1
11697,2,9,6,8,4,1,0
11698,2,1,5,4,0,1,1
11699,2,1,5,6,0,1,1
11700,2,1,6,2,5,1,0
11701,1,8,6,1,4,3,1
11702,2,3,4,1,0,3,1
11703,1,1,3,7,5,1,1
11704,1,2,2,5,0,1,0
11705,2,1,5,7,2,1,1
11706,2,1,5,3,0,1,1
11707,1,1,3,2,5,1,1
11708,2,1,1,8,3,1,1
11709,1,2,2,8,2,3,2
11710,2,1,3,2,1,1,1
11711,2,1,1,7,1,1,1
11712,1,2,6,10,5,1,1
11713,2,1,1,5,5,1,0
11714,1,1,6,5,5,1,0
11715,2,5,1,5,1,1,1
11716,2,8,2,5,0,1,0
11717,2,1,1,5,8,2,1
11718,2,8,6,3,2,1,1
11719,2,1,3,2,0,3,1
11720,1,1,4,5,4,1,1
11721,1,2,2,6,0,1,0
11722,2,1,1,8,1,3,1
11723,2,1,3,3,4,1,1
11724,2,1,3,7,1,1,1
11725,2,1,3,4,2,1,0
11726,2,3,4,4,2,1,1
11727,1,1,5,7,3,3,0
11728,2,1,2,6,8,1,2
11729,2,2,2,3,2,1,0
11730,1,6,6,3,4,2,1
11731,2,1,4,6,3,3,1
11732,1,2,1,12,0,3,1
11733,2,9,6,6,0,3,1
11734,2,7,6,7,3,1,1
11735,1,1,1,7,2,1,0
11736,2,1,1,2,5,1,0
11737,2,1,1,6,2,1,2
11738,2,1,6,7,2,1,0
11739,2,8,2,6,0,1,0
11740,2,1,1,5,4,1,1
11741,2,9,1,6,5,1,1
11742,2,1,4,6,3,2,0
11743,2,1,4,3,2,2,1
11744,1,3,6,8,9,1,0
11745,2,4,3,7,1,1,1
11746,2,1,3,4,1,1,1
11747,2,1,4,6,4,1,1
11748,1,1,1,5,6,1,0
11749,1,8,1,6,1,1,1
11750,2,1,4,1,2,2,0
11751,2,7,2,3,4,1,0
11752,2,1,6,3,4,1,1
11753,2,6,5,4,2,1,0
11754,2,9,1,3,3,1,1
11755,2,1,6,5,6,1,1
11756,2,2,1,1,2,3,1
11757,1,2,4,2,2,3,1
11758,2,1,1,4,1,3,0
11759,2,1,2,5,3,2,0
11760,2,1,1,4,5,1,1
11761,1,6,1,3,5,1,1
11762,2,2,2,8,4,3,2
11763,1,7,3,7,3,2,0
11764,2,2,3,5,3,1,1
11765,1,1,1,5,0,3,1
11766,1,5,1,6,0,1,1
11767,2,3,4,1,2,1,2
11768,1,7,1,4,3,1,1
11769,2,2,6,7,4,1,0
11770,2,1,1,6,4,1,2
11771,2,2,2,5,0,1,0
11772,1,2,1,3,1,1,1
11773,2,8,2,5,0,1,0
11774,1,6,2,5,0,1,0
11775,2,1,3,3,5,1,0
11776,2,1,1,5,3,1,1
11777,2,5,3,7,3,2,1
11778,1,1,6,5,8,3,1
11779,2,2,2,7,3,1,1
11780,2,1,6,3,0,2,0
11781,2,1,2,9,8,3,0
11782,1,1,1,6,2,1,2
11783,1,9,4,2,4,1,1
11784,1,1,4,7,5,1,1
11785,1,1,1,1,3,2,1
11786,1,2,6,7,9,1,0
11787,2,1,1,6,6,1,1
11788,2,9,3,5,4,2,0
11789,2,1,5,12,1,3,1
11790,1,1,4,2,1,1,1
11791,1,1,4,4,0,1,0
11792,2,2,1,5,2,3,1
11793,2,1,3,2,4,1,1
11794,1,2,1,5,0,1,0
11795,2,1,1,7,2,1,1
11796,2,1,1,3,0,1,1
11797,1,1,1,3,5,1,0
11798,2,1,1,5,3,1,0
11799,2,3,1,6,3,1,0
11800,1,1,2,8,7,2,0
11801,1,1,1,4,0,2,1
11802,2,5,6,3,6,2,0
11803,2,1,4,5,1,1,1
11804,2,1,6,5,3,3,1
11805,2,1,2,9,4,2,2
11806,2,1,4,7,2,3,2
11807,2,1,3,5,8,2,0
11808,1,1,4,9,1,2,2
11809,1,2,3,3,1,3,1
11810,1,2,1,6,2,1,2
11811,1,1,1,6,5,1,0
11812,1,1,4,3,1,1,0
11813,2,5,1,5,8,2,1
11814,2,9,1,2,0,1,1
11815,1,2,6,2,4,1,0
11816,2,4,5,7,1,1,1
11817,1,1,2,6,2,1,1
11818,2,2,1,5,0,2,0
11819,2,1,6,3,3,1,0
11820,1,1,5,7,1,1,1
11821,1,1,1,2,5,1,0
11822,2,3,4,5,6,1,1
11823,1,1,6,3,3,1,0
11824,2,8,1,5,0,1,1
11825,2,1,5,6,5,1,2
11826,2,1,1,3,5,3,1
11827,2,7,1,9,6,1,1
11828,2,2,3,5,0,1,0
11829,1,1,4,6,1,1,1
11830,2,1,3,1,3,1,1
11831,2,1,3,2,2,1,0
11832,1,1,1,5,0,2,0
11833,2,2,4,2,1,1,1
11834,1,1,5,3,4,2,2
11835,1,4,3,2,8,1,2
11836,2,1,1,12,2,1,2
11837,1,1,3,4,1,1,0
11838,1,2,4,1,2,2,0
11839,2,1,5,12,3,2,2
11840,1,9,3,8,4,2,0
11841,2,1,3,7,2,1,1
11842,1,1,1,7,2,1,1
11843,1,2,2,5,6,1,0
11844,1,6,3,3,2,2,0
11845,2,1,1,2,1,1,0
11846,1,2,1,2,5,1,0
11847,1,1,4,7,0,3,0
11848,1,1,5,4,2,2,1
11849,1,1,1,9,2,1,0
11850,1,1,3,3,5,1,0
11851,1,2,1,8,4,1,1
11852,2,1,1,4,3,1,1
11853,1,1,5,4,1,1,1
11854,1,2,1,5,0,1,0
11855,2,1,4,6,1,3,1
11856,1,6,4,3,4,2,1
11857,1,7,5,12,2,1,2
11858,2,1,3,2,3,2,0
11859,2,7,6,8,1,1,0
11860,1,1,4,6,3,2,2
11861,1,2,2,2,1,1,1
11862,2,1,3,5,1,1,1
11863,2,5,3,5,2,1,1
11864,1,1,5,7,0,1,1
11865,1,9,4,7,4,1,1
11866,2,1,3,5,3,1,1
11867,1,1,1,2,5,1,0
11868,2,1,5,2,2,1,0
11869,1,2,2,7,1,1,0
11870,1,1,1,7,2,1,2
11871,2,1,6,8,4,1,0
11872,2,7,6,6,5,3,1
11873,1,2,1,6,5,1,1
11874,2,1,3,2,3,1,1
11875,1,2,3,5,3,2,0
11876,1,1,1,6,1,3,1
11877,1,9,1,7,1,1,0
11878,2,1,4,4,1,3,1
11879,2,9,1,1,7,2,1
11880,1,1,3,3,0,1,0
11881,2,1,1,6,2,1,2
11882,1,1,5,6,5,3,1
11883,2,1,6,2,0,1,1
11884,2,3,3,6,3,1,1
11885,2,5,1,6,2,1,2
11886,2,1,1,8,4,1,1
11887,2,1,1,9,3,1,2
11888,1,1,1,4,4,1,1
11889,1,1,6,3,2,1,1
11890,2,8,2,5,0,1,1
11891,1,1,3,4,2,1,2
11892,1,1,1,5,5,1,0
11893,2,9,5,1,6,2,0
11894,2,1,4,4,0,1,1
11895,1,1,1,5,3,1,0
11896,2,3,4,3,2,1,0
11897,2,1,1,4,3,2,1
11898,2,1,3,3,2,1,1
11899,1,1,4,2,1,1,0
11900,2,7,1,7,2,1,1
11901,2,2,6,7,3,1,1
11902,2,6,3,6,0,1,0
11903,1,4,1,3,7,1,0
11904,2,1,6,4,4,3,0
11905,2,5,6,1,3,1,0
11906,2,1,3,7,1,1,1
11907,2,2,1,6,2,3,2
11908,1,1,2,5,2,1,1
11909,2,1,6,8,5,3,1
11910,2,8,2,5,0,1,0
11911,2,2,1,4,4,3,0
11912,2,5,1,7,3,1,1
11913,1,9,5,7,5,2,0
11914,1,1,4,3,2,1,0
11915,1,1,1,7,2,2,0
11916,1,1,1,10,2,1,1
11917,1,1,6,3,3,1,1
11918,2,6,2,7,3,1,2
11919,1,1,1,7,4,1,2
11920,2,1,5,4,1,2,2
11921,2,1,1,3,5,1,1
11922,2,2,3,6,2,3,1
11923,1,1,6,4,5,1,0
11924,2,2,2,5,0,1,0
11925,1,7,4,6,1,1,1
11926,1,1,1,4,1,2,1
11927,1,1,4,4,2,2,0
11928,1,1,2,6,3,1,1
11929,1,3,5,11,0,2,0
11930,2,2,6,6,6,1,0
11931,2,9,4,4,5,1,2
11932,2,1,2,2,2,2,1
11933,2,1,6,4,3,1,0
11934,2,1,4,2,0,1,1
11935,2,1,2,3,0,2,0
11936,2,1,1,4,5,1,0
11937,1,1,1,5,6,1,0
11938,2,1,5,7,2,2,0
11939,1,1,2,9,3,1,0
11940,1,6,3,7,2,1,1
11941,2,1,1,2,4,1,0
11942,1,1,3,4,5,1,1
11943,2,8,1,5,5,2,1
11944,1,8,1,7,0,1,0
11945,2,2,3,4,0,1,0
11946,2,1,1,4,1,3,0
11947,1,1,6,7,5,3,1
11948,2,7,6,11,5,1,1
11949,2,9,3,8,2,1,0
11950,1,2,1,5,0,1,1
11951,2,3,3,2,6,2,1
11952,2,1,6,7,0,1,1
11953,2,1,3,3,2,3,0
11954,2,1,1,6,2,3,1
11955,2,1,1,5,4,1,0
11956,1,1,6,2,5,1,1
11957,1,1,1,6,1,1,1
11958,2,1,1,2,4,1,0
11959,1,2,6,5,0,3,1
11960,2,1,1,4,2,1,1
11961,1,9,3,3,2,1,1
11962,1,9,4,5,5,1,0
11963,1,3,2,5,2,1,1
11964,2,1,1,7,5,1,0
11965,2,8,1,5,0,1,1
11966,1,4,4,3,1,2,1
11967,1,1,6,7,1,1,0
11968,1,2,1,5,0,1,0
11969,2,1,1,6,1,3,2
11970,2,6,2,5,2,1,1
11971,1,9,1,3,5,1,1
11972,2,8,1,7,4,1,1
11973,2,2,1,5,5,1,0
11974,1,1,6,3,3,3,1
11975,2,9,2,9,1,1,0
11976,2,1,4,2,3,1,1
11977,2,1,3,5,1,2,1
11978,1,2,3,7,2,1,1
11979,2,1,1,5,4,1,1
11980,2,1,2,6,6,1,1
11981,1,8,6,4,2,1,1
11982,1,2,6,7,3,2,0
11983,1,1,6,3,2,3,0
11984,1,1,1,2,1,3,1
11985,1,1,6,3,1,3,0
11986,2,1,1,3,1,3,0
11987,2,4,4,2,1,1,1
11988,1,1,2,5,7,1,0
11989,2,8,6,5,2,1,1
11990,2,1,3,2,2,2,0
11991,2,1,3,3,0,2,2
11992,1,2,5,2,0,2,1
11993,2,2,1,7,0,1,0
11994,1,7,3,3,3,2,0
11995,2,1,3,2,6,1,1
11996,1,7,1,6,1,1,1
11997,1,7,4,12,2,1,1
11998,2,1,1,8,3,1,2
11999,1,2,6,7,1,1,0
12000,1,6,5,5,3,2,0
12001,2,7,3,7,2,1,1
12002,2,1,3,5,6,1,1
12003,2,2,6,5,0,1,0
12004,2,1,1,1,4,1,1
12005,1,5,1,1,2,3,0
12006,2,1,1,2,4,1,1
12007,2,1,1,9,6,3,1
12008,1,1,3,11,6,2,0
12009,1,6,5,3,3,3,0
12010,2,3,1,5,0,1,0
12011,1,7,1,5,2,1,1
12012,2,3,6,3,1,1,0
12013,1,7,5,11,0,2,1
12014,2,1,2,7,3,1,1
12015,1,1,4,4,0,1,2
12016,2,1,6,3,4,1,1
12017,1,1,2,6,9,2,0
12018,2,1,1,5,3,1,0
12019,2,1,1,6,4,1,1
12020,2,2,6,4,4,3,1
12021,1,1,2,4,0,1,2
12022,1,6,2,3,7,3,2
12023,1,2,3,5,4,2,0
12024,2,1,4,5,5,2,1
12025,1,1,4,2,1,1,1
12026,1,1,3,7,1,2,0
12027,2,1,1,5,6,2,1
12028,1,6,3,7,3,1,1
12029,1,1,1,4,4,1,1
12030,2,1,6,7,3,3,1
12031,1,1,1,5,3,3,1
12032,2,4,2,5,0,1,0
12033,2,2,6,3,3,1,0
12034,1,1,1,3,2,1,0
12035,1,1,1,11,6,1,1
12036,1,1,1,7,3,1,0
12037,2,4,5,7,1,1,1
12038,1,1,1,5,3,1,1
12039,2,1,4,7,9,1,0
12040,1,2,5,8,7,2,1
12041,2,6,6,1,3,1,0
12042,1,1,1,3,2,2,1
12043,2,2,1,4,2,1,0
12044,2,6,1,5,0,1,0
12045,1,3,4,2,3,2,0
12046,1,2,3,6,3,1,1
12047,1,6,1,5,0,1,0
12048,1,9,1,4,2,1,1
12049,2,1,1,4,1,3,0
12050,2,1,5,1,3,2,0
12051,2,1,2,12,4,1,1
12052,2,1,6,7,5,3,1
12053,2,1,4,4,3,1,1
12054,2,1,5,5,4,1,1
12055,2,1,5,3,0,1,0
12056,1,8,1,3,5,1,1
12057,2,1,5,7,6,2,1
12058,1,1,5,2,1,1,0
12059,1,6,2,5,0,1,0
12060,1,1,4,3,3,1,1
12061,1,7,6,8,9,1,0
12062,1,1,1,5,1,2,0
12063,2,1,1,3,1,3,0
12064,2,2,6,4,5,1,1
12065,1,1,1,5,4,1,1
12066,2,1,3,7,3,2,1
12067,2,8,4,7,2,1,0
12068,2,2,1,6,2,1,0
12069,1,4,1,7,3,1,1
12070,1,5,1,3,2,2,1
12071,2,1,3,3,2,1,1
12072,2,1,6,7,1,3,1
12073,1,1,2,5,0,1,1
12074,1,1,3,7,2,2,0
12075,1,1,2,5,3,1,1
12076,2,1,1,5,1,2,0
12077,2,2,4,5,0,1,0
12078,1,1,4,5,5,1,1
12079,2,2,3,4,0,2,0
12080,1,1,4,4,1,1,1
12081,1,1,3,6,3,2,0
12082,2,1,3,3,0,1,1
12083,1,2,6,2,5,1,0
12084,1,5,6,4,0,1,0
12085,1,3,3,8,4,1,0
12086,1,1,4,7,0,2,2
12087,1,1,1,4,5,1,0
12088,1,1,2,3,3,2,1
12089,1,2,2,5,0,1,0
12090,2,1,4,7,0,1,0
12091,2,6,1,7,5,1,1
12092,2,2,1,3,4,1,0
12093,2,6,1,5,0,1,0
12094,1,1,1,5,3,1,0
12095,1,2,2,5,0,1,0
12096,1,1,5,5,5,1,1
12097,1,6,4,11,2,1,1
12098,1,7,5,5,1,2,0
12099,1,7,2,2,3,1,0
12100,1,2,4,3,7,1,1
12101,1,6,2,5,0,1,1
12102,1,1,2,9,1,3,0
12103,2,1,1,3,4,1,1
12104,2,4,3,5,2,1,1
12105,1,1,1,5,3,1,1
12106,2,9,6,2,7,1,1
12107,2,1,1,5,3,1,0
12108,1,1,6,3,5,1,1
12109,1,1,2,3,1,3,0
12110,2,1,5,7,3,3,0
12111,2,2,2,5,0,1,0
12112,2,1,6,3,3,1,1
12113,1,1,1,3,4,1,1
12114,1,3,1,5,1,3,0
12115,1,1,1,5,0,3,0
12116,2,1,4,5,1,1,1
12117,2,9,1,8,5,1,1
12118,2,6,2,5,0,1,0
12119,2,7,6,5,2,1,0
12120,1,1,2,5,6,1,0
12121,2,1,1,6,1,1,2
12122,2,1,3,4,2,1,2
12123,1,7,6,5,4,3,1
12124,2,1,2,8,1,2,0
12125,2,1,3,5,2,1,1
12126,2,3,4,2,0,1,1
12127,1,8,2,4,2,1,1
12128,2,2,1,5,0,1,0
12129,1,2,1,6,6,1,2
12130,2,1,1,6,0,1,2
12131,2,5,2,4,0,3,1
12132,2,1,3,3,1,2,2
12133,2,1,4,3,4,2,2
12134,2,2,3,7,2,3,1
12135,2,1,5,6,3,2,1
12136,1,5,3,3,0,2,0
12137,2,2,3,1,2,3,1
12138,2,6,1,6,0,1,0
12139,1,1,4,5,3,1,1
12140,1,2,1,7,5,1,1
12141,1,9,1,3,4,1,1
12142,2,1,2,4,3,2,0
12143,2,1,3,6,3,1,1
12144,1,1,3,3,2,1,1
12145,1,9,4,6,6,3,0
12146,2,1,3,5,1,1,1
12147,1,1,2,5,5,2,1
12148,2,1,4,3,3,1,2
12149,1,1,5,8,2,1,1
12150,2,1,1,5,4,1,1
12151,2,1,1,6,0,3,0
12152,2,4,3,5,3,3,2
12153,1,1,1,4,3,1,1
12154,2,1,1,9,3,1,0
12155,1,2,1,5,0,1,0
12156,1,1,1,4,5,1,0
12157,1,1,2,9,5,1,1
12158,2,1,3,3,2,2,0
12159,2,1,1,6,2,1,1
12160,1,1,4,3,1,2,0
12161,1,1,1,3,5,1,1
12162,1,1,2,3,4,2,0
12163,2,1,4,1,4,2,0
12164,2,9,1,2,3,1,1
12165,2,1,4,6,1,1,1
12166,2,1,5,4,0,2,2
12167,1,2,1,6,3,1,1
12168,1,1,1,10,3,1,1
12169,2,4,2,11,1,2,0
12170,2,1,1,8,4,1,1
12171,2,1,6,6,3,3,1
12172,1,1,1,6,3,1,2
12173,1,1,1,4,3,1,0
12174,2,9,4,8,2,2,0
12175,1,8,1,5,0,1,0
12176,1,1,1,7,2,1,0
12177,2,2,6,2,5,1,1
12178,2,3,6,6,1,1,0
12179,1,1,1,6,0,1,1
12180,1,1,4,1,6,1,2
12181,1,1,4,3,1,1,0
12182,2,1,6,10,6,1,1
12183,1,1,2,5,3,2,2
12184,2,1,1,4,0,1,1
12185,2,1,1,3,4,1,1
12186,2,3,6,5,0,1,1
12187,2,6,6,7,2,1,0
12188,1,8,1,5,0,1,0
12189,2,2,5,7,1,3,0
12190,2,1,1,7,4,1,0
12191,1,4,4,7,7,1,1
12192,1,5,4,12,0,2,2
12193,2,5,5,8,5,1,1
12194,1,2,4,6,2,1,1
12195,1,2,3,5,1,2,2
12196,2,8,1,6,5,1,1
12197,1,5,1,8,4,1,2
12198,1,1,6,2,0,1,1
12199,2,5,6,5,5,2,0
12200,1,1,4,3,5,1,1
12201,2,7,6,6,3,1,0
12202,1,1,4,4,1,2,2
12203,1,6,1,4,4,3,1
12204,1,6,1,5,0,1,1
12205,1,1,1,3,2,1,0
12206,1,1,4,12,1,1,2
12207,2,2,1,6,4,2,2
12208,1,2,1,5,0,1,0
12209,1,4,1,6,4,1,1
12210,2,6,3,2,5,1,1
12211,2,1,1,5,1,1,1
12212,1,2,5,4,2,1,1
12213,2,1,3,7,6,1,1
12214,2,1,3,7,3,2,0
12215,1,2,1,6,2,1,1
12216,2,2,1,12,2,2,2
12217,2,1,4,4,6,1,1
12218,2,8,2,5,0,1,0
12219,1,2,2,7,0,1,0
12220,2,2,1,1,4,1,1
12221,2,1,1,5,6,1,0
12222,2,1,5,12,3,2,2
12223,2,2,1,3,3,1,0
12224,2,2,3,3,5,2,0
12225,2,1,5,8,5,3,1
12226,2,1,1,3,5,3,0
12227,1,1,1,6,1,1,0
12228,1,1,6,7,3,3,1
12229,1,5,2,4,1,2,1
12230,2,1,5,3,3,2,2
12231,2,1,4,7,2,1,1
12232,1,1,5,2,2,1,1
12233,1,2,1,6,6,2,1
12234,2,1,2,7,3,1,1
12235,2,6,5,7,2,2,1
12236,2,2,6,3,4,1,1
12237,1,1,4,5,5,2,0
12238,2,3,1,7,3,1,0
12239,1,8,6,3,0,2,1
12240,2,3,1,3,1,3,0
12241,2,2,1,8,0,1,0
12242,2,1,1,8,1,3,1
12243,2,1,1,7,6,1,1
12244,2,1,3,5,2,1,1
12245,2,1,5,12,2,3,1
12246,2,1,3,3,4,1,1
12247,1,2,3,6,1,2,1
12248,2,1,1,5,3,1,0
12249,2,2,3,4,5,2,1
12250,2,2,1,4,4,1,1
12251,1,4,1,6,4,1,1
12252,1,6,6,3,4,1,1
12253,2,1,3,5,5,2,0
12254,1,4,1,5,3,1,0
12255,2,1,4,3,5,1,1
12256,1,9,5,7,2,1,0
12257,2,2,5,8,5,1,1
12258,2,1,1,3,6,1,1
12259,2,6,6,10,5,1,0
12260,1,1,4,3,5,1,0
12261,2,1,4,2,1,1,1
12262,1,6,5,8,4,2,1
12263,1,1,5,3,0,1,1
12264,2,1,1,3,2,1,1
12265,2,1,1,1,2,2,1
12266,2,1,6,2,4,1,1
12267,1,2,3,3,0,1,1
12268,1,1,3,3,0,3,1
12269,2,2,6,7,2,1,0
12270,1,1,1,6,6,1,1
12271,2,3,3,6,2,3,0
12272,1,2,6,3,2,1,1
12273,2,3,1,5,8,1,0
12274,2,1,6,2,0,1,0
12275,2,1,1,6,2,1,2
12276,1,7,5,7,3,2,1
12277,2,1,5,4,2,1,1
12278,1,2,1,4,2,1,0
12279,2,1,3,4,0,3,0
12280,2,1,2,6,3,1,0
12281,1,1,5,5,6,3,0
12282,2,7,1,12,6,1,1
12283,2,6,3,6,3,2,0
12284,1,2,1,6,1,1,1
12285,2,2,1,5,2,3,1
12286,2,2,3,7,8,3,0
12287,1,1,6,5,3,3,1
12288,2,1,4,8,2,2,0
12289,1,2,5,9,1,2,0
12290,1,1,4,7,3,1,1
12291,1,2,5,1,6,2,0
12292,2,1,2,9,4,1,1
12293,1,2,2,6,0,1,1
12294,1,1,1,3,0,1,1
12295,2,2,4,2,1,1,2
12296,1,1,1,7,3,1,0
12297,1,1,6,7,4,1,1
12298,2,2,1,5,0,1,0
12299,1,1,2,5,2,3,0
12300,2,1,3,4,3,2,1
12301,2,7,1,6,7,1,1
12302,2,1,2,5,1,1,2
12303,2,1,6,4,2,1,0
12304,1,1,3,5,3,1,1
12305,2,9,2,5,4,2,2
12306,2,2,1,6,0,1,2
12307,2,1,1,2,2,1,1
12308,1,3,6,8,5,1,0
12309,1,1,3,6,3,1,1
12310,2,1,1,8,0,1,0
12311,2,1,3,3,5,1,1
12312,2,3,6,4,0,1,1
12313,2,8,1,7,0,1,0
12314,1,2,5,3,1,1,1
12315,1,3,6,9,5,3,1
12316,1,6,1,5,0,1,0
12317,1,1,5,3,3,1,1
12318,1,1,4,4,4,1,1
12319,2,1,2,5,1,2,0
12320,1,1,5,4,0,1,0
12321,1,1,1,9,0,2,0
12322,1,3,6,6,8,3,1
12323,1,1,3,6,2,1,1
12324,2,1,1,8,9,1,0
12325,2,1,2,4,1,3,0
12326,1,1,6,4,4,1,1
12327,1,1,1,3,0,1,1
12328,2,1,1,2,0,1,0
12329,1,5,4,4,0,3,1
12330,1,1,4,2,3,1,1
12331,2,1,5,4,2,2,1
12332,1,1,4,4,4,2,2
12333,2,9,6,8,2,1,0
12334,2,3,1,7,0,1,0
12335,2,1,2,7,4,2,0
12336,2,2,3,7,5,2,1
12337,1,1,6,3,1,1,0
12338,1,1,1,6,3,1,0
12339,1,1,4,7,2,2,0
12340,2,1,3,10,3,2,0
12341,2,8,2,2,3,1,0
12342,1,8,1,6,1,2,1
12343,1,1,5,3,2,1,1
12344,1,1,1,9,1,1,2
12345,1,2,1,6,5,3,1
12346,1,2,6,8,1,1,1
12347,2,2,1,6,1,1,1
12348,1,1,3,6,3,2,1
12349,1,1,1,4,3,2,0
12350,2,1,1,5,6,1,1
12351,2,3,6,1,4,3,1
12352,1,7,1,12,3,1,1
12353,1,1,3,3,5,1,1
12354,1,2,3,2,2,2,0
12355,1,1,5,4,0,2,0
12356,2,5,5,4,0,2,1
12357,1,1,2,8,4,1,1
12358,1,2,6,7,5,3,1
12359,1,2,2,5,0,1,0
12360,1,2,2,1,2,1,1
12361,2,2,2,3,0,1,0
12362,1,2,3,2,3,1,1
12363,2,2,1,6,8,1,1
12364,2,1,1,7,3,1,1
12365,2,1,3,7,3,3,1
12366,1,1,1,7,2,1,1
12367,2,6,4,7,4,2,0
12368,2,1,3,4,2,2,0
12369,1,1,4,4,2,1,1
12370,1,3,1,5,0,1,1
12371,2,2,1,5,0,1,0
12372,2,2,6,8,1,1,0
12373,1,8,1,3,2,3,1
12374,1,1,4,5,0,1,1
12375,2,1,1,7,6,1,1
12376,2,3,1,5,5,3,2
12377,2,5,6,6,7,1,0
12378,1,1,2,1,3,1,0
12379,1,8,1,7,1,3,1
12380,2,6,3,7,2,1,1
12381,1,1,2,3,5,3,2
12382,1,7,5,7,1,1,1
12383,2,1,1,12,5,1,1
12384,1,1,1,5,4,1,0
12385,2,8,4,7,0,1,1
12386,2,1,2,4,1,3,0
12387,2,2,5,7,6,1,1
12388,2,1,5,7,1,3,1
12389,1,3,3,6,1,1,1
12390,1,1,6,3,4,1,0
12391,1,5,2,6,2,2,2
12392,1,6,3,2,4,1,0
12393,1,6,3,6,1,3,1
12394,2,1,5,6,2,1,1
12395,2,3,3,6,2,1,1
12396,1,1,1,7,0,1,2
12397,2,1,4,5,5,1,2
12398,2,1,1,6,1,3,2
12399,1,1,1,5,0,2,0
12400,2,1,1,3,1,1,1
12401,2,1,4,3,5,2,2
12402,1,2,1,7,1,1,0
12403,2,6,3,7,2,3,0
12404,2,1,2,9,2,2,2
12405,2,2,3,2,0,1,1
12406,2,1,2,5,6,2,1
12407,1,1,1,2,5,1,0
12408,1,1,2,5,0,1,1
12409,1,5,1,7,1,1,1
12410,2,1,4,2,3,2,1
12411,1,2,1,5,0,1,0
12412,2,1,3,3,2,2,0
12413,2,1,1,8,1,3,1
12414,2,2,6,9,6,1,0
12415,1,1,4,5,5,2,1
12416,1,9,1,7,0,1,0
12417,2,1,6,2,1,1,1
12418,2,1,6,7,4,3,1
12419,1,6,1,5,4,2,1
12420,2,1,1,6,6,1,2
12421,1,1,6,2,2,1,0
12422,1,1,1,5,3,1,0
12423,1,1,1,7,3,1,2
12424,2,1,3,6,3,2,1
12425,1,1,5,3,2,1,2
12426,2,1,3,4,0,1,2
12427,2,1,1,2,3,1,1
12428,2,1,6,7,2,1,1
12429,1,1,3,3,3,1,1
12430,1,7,5,8,7,3,0
12431,1,2,2,7,0,1,1
12432,2,1,1,4,5,2,0
12433,2,1,1,5,4,1,1
12434,1,8,1,5,0,1,0
12435,1,2,1,4,1,3,1
12436,1,1,1,3,3,2,0
12437,2,1,4,5,0,2,1
12438,2,1,6,3,3,3,1
12439,1,1,4,4,7,1,1
12440,1,9,1,7,9,1,0
12441,1,1,3,6,8,1,1
12442,1,2,6,7,3,1,0
12443,2,8,1,6,3,1,1
12444,2,2,3,4,4,1,1
12445,2,3,3,4,0,1,1
12446,1,1,1,6,3,1,2
12447,2,2,3,5,1,2,1
12448,2,8,3,1,2,2,1
12449,1,3,4,3,0,1,2
12450,2,1,6,4,5,3,1
12451,1,9,2,1,3,2,0
12452,2,1,4,8,3,2,1
12453,1,3,1,5,4,1,1
12454,2,7,6,4,4,1,0
12455,1,1,6,2,3,1,1
12456,1,1,1,3,4,2,1
12457,1,1,6,4,2,2,1
12458,1,2,4,7,1,3,1
12459,1,2,5,3,2,1,1
12460,2,2,1,4,4,3,0
12461,2,1,3,4,1,1,2
12462,2,2,2,5,0,1,1
12463,2,1,6,9,3,3,0
12464,2,1,6,5,7,1,0
12465,1,1,2,6,2,1,1
12466,1,6,1,7,7,1,0
