,RAC1P,SEX,EDU,PINCP_DECILE,HOUSING_TYPE,MSP,OWN_RENT
11207,2,2,5,3,1,1,1
11208,2,2,4,5,1,1,2
11209,1,2,5,6,2,1,2
11210,1,1,9,0,1,2,0
11211,8,1,7,1,1,6,2
11212,1,2,6,4,1,3,2
11213,1,1,5,1,3,2,2
11214,1,1,6,1,1,1,2
11215,6,1,2,1,1,5,2
11216,2,1,5,2,3,1,2
11217,1,2,10,3,2,3,1
11218,8,2,6,6,2,4,0
11219,6,2,4,3,1,5,2
11220,1,2,5,4,3,2,0
11221,9,2,3,0,3,4,0
11222,8,2,3,7,2,2,0
11223,2,1,7,7,1,1,1
11224,1,1,6,5,2,4,0
11225,1,2,5,1,1,3,2
11226,9,2,6,0,1,5,0
11227,8,1,5,1,1,1,0
11228,1,2,5,4,1,4,0
11229,9,2,2,1,1,6,1
11230,1,1,5,2,3,1,0
11231,1,1,6,1,2,5,1
11232,1,1,6,2,3,4,0
11233,9,2,3,5,1,6,2
11234,1,1,7,5,3,1,0
11235,1,2,8,8,3,4,0
11236,1,2,7,6,2,3,2
11237,1,1,5,5,3,1,1
11238,1,1,9,2,1,4,0
11239,1,1,5,5,1,4,1
11240,1,1,6,1,1,1,0
11241,1,2,6,5,1,5,1
11242,1,2,9,4,1,3,1
11243,1,2,7,3,1,3,2
11244,1,1,9,9,3,5,0
11245,8,2,6,1,3,6,2
11246,6,2,11,2,2,6,0
11247,6,1,12,9,1,5,1
11248,1,1,6,6,1,6,0
11249,3,2,10,9,1,5,1
11250,1,1,6,9,2,5,1
11251,5,1,4,6,1,6,1
11252,1,1,7,2,1,4,1
11253,6,2,5,9,2,5,0
11254,1,1,5,4,1,6,0
11255,1,1,6,3,1,4,2
11256,8,1,6,8,2,5,1
11257,1,2,7,1,1,1,1
11258,4,2,6,1,3,2,1
11259,1,1,7,8,1,6,0
11260,6,2,4,6,1,5,0
11261,9,1,2,0,2,4,0
11262,1,1,5,0,1,1,0
11263,1,1,7,0,2,1,2
11264,6,1,5,9,1,2,1
11265,1,2,9,7,2,1,0
11266,1,2,6,5,1,3,1
11267,2,1,7,4,3,1,1
11268,1,2,7,3,3,1,1
11269,6,2,5,0,2,5,0
11270,1,1,7,3,1,5,1
11271,2,2,7,0,1,1,0
11272,8,2,8,0,1,3,0
11273,5,1,4,5,3,1,0
11274,1,1,7,1,1,6,0
11275,2,2,5,4,3,1,2
11276,1,2,10,3,3,1,0
11277,2,2,5,6,1,1,2
11278,1,1,3,4,1,2,1
11279,1,1,7,6,1,1,0
11280,9,1,11,9,3,4,1
11281,5,2,8,0,1,4,2
11282,1,2,6,1,1,4,1
11283,1,1,5,6,1,6,1
11284,2,2,7,2,1,4,2
11285,1,1,5,4,1,5,1
11286,9,1,6,6,1,1,1
11287,1,1,9,7,1,6,2
11288,1,2,8,8,1,1,1
11289,1,2,4,9,1,2,1
11290,1,2,2,1,1,2,2
11291,9,2,2,1,1,4,2
11292,1,2,8,7,1,3,1
11293,1,1,8,4,2,2,0
11294,1,2,5,6,3,6,0
11295,9,1,11,2,1,4,0
11296,1,1,5,2,1,2,1
11297,1,2,5,3,1,1,1
11298,6,1,1,2,1,4,0
11299,9,1,10,7,1,1,0
11300,1,2,10,5,1,6,1
11301,1,2,6,9,1,5,1
11302,1,1,8,0,1,2,0
11303,1,2,5,5,3,3,1
11304,3,2,12,5,2,5,0
11305,1,1,5,8,1,3,1
11306,1,2,6,6,3,6,1
11307,1,1,7,8,1,1,1
11308,1,1,2,3,1,1,2
11309,1,1,3,2,1,1,1
11310,9,2,8,8,1,2,1
11311,1,1,6,1,1,4,2
11312,1,1,5,0,3,1,0
11313,2,2,8,4,1,1,0
11314,6,1,7,1,1,1,1
11315,1,2,10,6,1,6,2
11316,1,1,6,6,1,6,2
11317,1,2,7,8,1,6,0
11318,6,1,4,0,1,1,1
11319,1,1,5,6,3,6,1
11320,1,1,1,0,1,5,0
11321,8,2,5,3,3,3,0
11322,1,1,6,7,1,1,1
11323,1,2,7,4,3,1,0
11324,2,1,10,4,3,4,0
11325,2,1,7,1,2,5,0
11326,1,2,5,2,1,1,1
11327,1,2,9,3,1,1,2
11328,1,2,9,7,1,2,1
11329,8,1,3,2,3,4,0
11330,1,1,4,7,1,5,1
11331,1,2,6,6,1,3,1
11332,1,1,5,9,3,6,0
11333,1,2,4,6,1,4,1
11334,1,1,7,3,1,4,1
11335,1,2,6,6,1,1,1
11336,2,1,6,3,1,5,2
11337,1,1,5,1,2,3,0
11338,8,2,6,9,3,1,2
11339,1,1,7,8,2,6,0
11340,1,2,8,8,1,6,2
11341,8,1,9,3,2,2,0
11342,9,2,8,1,1,6,1
11343,1,1,7,4,1,1,2
11344,1,1,5,9,2,1,1
11345,2,2,3,7,1,2,0
11346,1,1,8,8,1,1,0
11347,1,2,10,6,1,6,1
11348,8,1,5,8,2,6,0
11349,1,2,3,2,1,4,1
11350,1,2,7,9,1,5,0
11351,2,2,4,6,3,5,0
11352,1,1,1,2,1,1,0
11353,1,2,11,3,3,1,0
11354,1,2,1,4,1,6,1
11355,1,2,6,2,2,6,2
11356,1,1,4,5,1,6,1
11357,1,2,5,8,1,5,2
11358,1,2,3,9,2,1,2
11359,1,2,7,0,2,5,0
11360,1,1,4,4,1,1,2
11361,7,2,8,5,1,2,1
11362,1,2,1,3,2,4,2
11363,2,1,11,0,1,5,0
11364,1,2,9,8,3,3,1
11365,5,2,8,9,1,5,1
11366,3,1,6,3,1,1,0
11367,1,1,4,1,3,4,0
11368,1,2,5,0,1,5,2
11369,1,1,5,3,2,4,1
11370,8,2,7,4,1,3,1
11371,1,2,4,3,3,4,0
11372,1,2,9,9,1,5,1
11373,1,1,9,6,1,1,1
11374,1,2,6,9,2,1,0
11375,1,1,10,6,1,1,1
11376,6,1,7,2,1,3,2
11377,1,2,5,4,1,6,1
11378,1,2,8,1,1,5,2
11379,1,1,8,9,1,6,1
11380,1,2,3,1,3,2,2
11381,2,2,1,3,1,6,1
11382,1,2,5,0,1,4,2
11383,2,2,4,7,2,1,1
11384,2,1,8,0,2,4,1
11385,1,1,10,7,1,1,1
11386,8,2,5,5,1,4,1
11387,1,1,6,7,3,4,0
11388,1,2,5,3,2,5,2
11389,1,1,5,7,1,1,1
11390,1,1,5,3,1,1,0
11391,9,2,6,9,2,4,0
11392,6,2,8,4,2,4,2
11393,1,2,9,3,1,4,2
11394,2,1,3,0,2,5,0
11395,1,2,5,3,1,3,2
11396,1,1,5,1,1,6,1
11397,1,2,6,1,1,1,1
11398,2,2,9,9,1,2,0
11399,2,2,5,4,1,1,1
11400,1,2,5,6,1,1,1
11401,8,2,5,1,1,1,0
11402,8,1,1,1,2,3,0
11403,1,2,6,5,1,5,1
11404,5,1,6,6,2,6,1
11405,1,2,11,5,1,1,2
11406,1,2,7,4,1,3,2
11407,1,2,5,8,1,4,2
11408,9,1,11,6,1,4,0
11409,9,1,2,0,2,6,0
11410,9,2,2,2,1,5,2
11411,1,1,6,3,1,3,2
11412,1,2,4,8,1,5,1
11413,1,1,10,1,1,4,0
11414,6,2,9,8,3,5,2
11415,9,1,10,6,1,4,1
11416,1,1,7,1,3,6,2
11417,1,1,3,8,1,6,1
11418,9,1,1,5,1,1,2
11419,9,1,6,7,3,1,0
11420,1,2,5,8,1,1,1
11421,9,2,5,5,3,4,1
11422,1,2,4,9,3,4,0
11423,2,1,9,5,1,4,0
11424,1,2,5,2,1,5,2
11425,1,2,7,9,1,1,0
11426,9,2,9,9,1,1,1
11427,1,1,8,8,2,6,0
11428,9,1,5,3,1,2,2
11429,6,2,8,1,3,3,0
11430,6,1,1,6,1,6,1
11431,1,1,8,3,2,4,1
11432,1,1,5,4,3,1,1
11433,8,2,5,9,1,1,1
11434,1,1,5,3,1,3,1
11435,9,1,9,7,3,6,1
11436,1,2,8,3,3,4,0
11437,1,1,10,7,1,6,1
11438,6,2,9,7,1,1,1
11439,9,1,5,3,3,4,1
11440,1,1,1,4,1,1,1
11441,5,1,5,3,1,6,2
11442,6,1,8,5,1,1,2
11443,8,1,5,6,1,1,1
11444,1,1,7,1,2,1,2
11445,1,1,11,7,1,6,1
11446,1,1,4,3,1,5,1
11447,1,1,7,8,1,1,1
11448,9,2,5,6,1,3,0
11449,1,1,7,7,3,4,0
11450,9,2,6,9,1,3,1
11451,6,2,10,9,1,2,1
11452,1,1,7,6,1,3,0
11453,1,1,4,2,1,5,2
11454,1,2,10,5,1,1,1
11455,1,2,1,2,1,2,0
11456,1,1,3,2,1,2,1
11457,1,2,10,7,1,4,1
11458,9,2,3,0,1,2,1
11459,1,1,6,2,1,4,0
11460,9,2,10,7,1,3,0
11461,2,1,3,9,1,6,1
11462,6,1,5,4,1,5,2
11463,1,1,8,7,1,6,2
11464,2,1,4,1,1,5,0
11465,1,2,10,8,1,1,1
11466,5,1,9,7,1,3,0
11467,1,2,7,3,1,4,2
11468,5,1,5,1,1,2,2
11469,9,2,8,5,1,6,2
11470,9,1,8,5,2,1,1
11471,1,1,4,5,1,3,2
11472,1,2,7,2,1,6,2
11473,2,1,9,7,2,4,1
11474,1,2,2,2,2,5,0
11475,2,1,11,5,1,4,1
11476,1,2,7,5,1,3,1
11477,1,1,6,4,1,6,1
11478,1,2,9,1,3,4,0
11479,6,2,5,0,1,4,2
11480,2,1,5,6,1,1,1
11481,9,2,6,6,1,4,2
11482,1,1,4,0,1,4,1
11483,1,2,7,2,1,6,0
11484,1,2,5,3,3,5,2
11485,8,2,5,3,1,4,1
11486,1,1,5,4,1,6,0
11487,1,1,7,5,1,1,1
11488,2,2,4,1,1,5,1
11489,1,2,5,0,1,3,1
11490,8,1,4,8,1,2,1
11491,1,2,5,0,2,2,0
11492,1,2,10,1,1,6,0
11493,9,1,7,3,1,4,2
11494,1,1,7,6,1,1,1
11495,1,2,7,5,1,1,0
11496,6,2,4,4,1,3,1
11497,1,2,5,1,1,2,1
11498,1,1,4,4,1,4,2
11499,1,1,4,3,1,4,1
11500,8,1,8,4,2,3,0
11501,1,1,5,6,1,3,1
11502,9,2,3,2,1,4,2
11503,1,2,5,5,1,1,1
11504,1,2,10,0,2,1,1
11505,1,2,5,4,1,3,1
11506,1,2,5,3,1,4,2
11507,1,2,5,9,2,1,0
11508,1,2,8,5,1,1,0
11509,1,1,9,6,1,1,1
11510,1,1,7,2,2,6,2
11511,1,1,10,4,1,1,0
11512,1,1,6,7,1,1,1
11513,6,2,10,0,1,6,0
11514,1,2,6,4,1,4,2
11515,2,2,3,4,1,3,1
11516,1,2,5,3,1,6,0
11517,6,1,4,6,1,5,1
11518,1,1,7,0,1,5,2
11519,8,1,8,5,1,6,1
11520,2,1,4,4,1,3,2
11521,1,2,5,6,3,1,1
11522,7,1,6,3,1,1,2
11523,1,2,4,3,1,2,2
11524,1,1,6,8,1,5,1
11525,1,2,3,3,2,6,2
11526,1,2,6,3,1,1,0
11527,1,2,2,2,1,4,2
11528,1,2,10,2,1,1,1
11529,1,1,9,5,1,5,0
11530,6,2,8,4,1,2,1
11531,1,2,12,9,1,4,0
11532,9,2,2,1,1,5,1
11533,1,2,5,4,1,1,2
11534,2,2,8,0,2,1,1
11535,7,1,5,4,3,3,1
11536,6,1,5,0,1,3,2
11537,1,2,8,4,2,1,0
11538,9,1,7,3,1,3,2
11539,1,1,9,6,1,2,0
11540,1,1,8,4,1,5,2
11541,2,2,5,4,1,1,1
11542,1,1,6,9,1,5,1
11543,1,2,2,9,1,3,0
11544,2,2,1,2,1,5,0
11545,1,1,8,2,2,1,0
11546,1,2,5,4,2,2,0
11547,9,1,10,3,1,6,0
11548,1,2,5,2,2,2,0
11549,1,1,2,4,1,5,1
11550,7,2,11,9,2,6,0
11551,9,2,10,2,3,1,0
11552,1,2,6,8,1,5,1
11553,9,1,3,1,1,1,0
11554,8,1,6,1,3,1,0
11555,1,1,5,1,1,1,1
11556,1,1,5,8,2,6,1
11557,1,2,5,1,1,3,2
11558,2,2,8,8,1,4,2
11559,1,2,6,4,1,2,0
11560,1,1,2,0,3,6,0
11561,1,1,7,8,1,6,2
11562,1,1,2,4,1,5,1
11563,9,1,7,5,1,1,1
11564,1,2,7,8,1,1,1
11565,9,2,3,7,1,6,2
11566,1,2,10,2,1,1,2
11567,1,2,10,3,1,6,1
11568,9,2,7,5,3,3,2
11569,1,1,2,1,1,1,1
11570,2,1,9,7,1,1,1
11571,1,1,4,1,2,6,0
11572,1,1,7,5,1,1,2
11573,9,2,8,5,3,1,1
11574,1,2,8,6,3,1,2
11575,1,2,4,4,1,4,0
11576,1,2,2,4,1,4,2
11577,1,1,7,6,1,6,1
11578,2,2,4,7,1,4,1
11579,1,1,5,4,3,4,1
11580,9,1,5,2,1,4,0
11581,1,2,6,5,1,1,2
11582,6,2,5,2,1,3,2
11583,9,1,3,2,1,5,1
11584,1,2,7,5,1,4,1
11585,8,1,8,3,1,3,0
11586,1,2,7,2,2,6,1
11587,9,2,5,5,1,4,2
11588,1,2,4,2,2,4,0
11589,1,2,9,5,1,1,1
11590,1,2,7,6,1,6,0
11591,1,2,7,4,1,1,1
11592,1,1,4,2,1,3,1
11593,1,2,8,6,1,3,2
11594,1,1,10,6,1,1,2
11595,1,1,3,3,1,6,2
11596,4,2,6,5,2,3,1
11597,1,2,3,3,1,4,1
11598,8,2,2,4,3,5,1
11599,2,2,1,3,1,6,2
11600,1,1,6,5,1,3,2
11601,1,2,4,5,1,1,1
11602,1,2,5,5,1,4,1
11603,1,2,10,5,1,1,1
11604,6,1,3,4,1,4,0
11605,1,1,5,1,1,2,1
11606,1,1,9,3,1,6,2
11607,9,2,12,7,1,3,1
11608,1,1,5,2,1,1,1
11609,5,1,4,9,1,5,0
11610,1,1,11,9,1,3,2
11611,1,1,5,3,1,2,1
11612,1,1,5,3,1,5,0
11613,1,1,5,7,1,1,1
11614,1,2,5,5,1,2,2
11615,1,2,5,4,1,5,2
11616,1,2,1,1,1,1,1
11617,1,1,7,0,1,5,2
11618,1,2,5,6,1,5,1
11619,1,1,1,0,3,1,0
11620,9,1,12,5,1,1,0
11621,1,1,10,0,1,1,1
11622,1,2,11,6,2,4,1
11623,1,1,3,0,2,5,0
11624,1,1,6,4,1,4,2
11625,5,2,3,1,1,2,2
11626,1,2,6,6,1,2,2
11627,1,2,4,2,1,3,1
11628,1,1,1,1,1,2,0
11629,1,1,9,8,1,3,0
11630,8,1,6,5,1,3,0
11631,1,1,5,2,1,3,2
11632,2,2,8,0,1,3,0
11633,9,1,5,7,1,1,1
11634,6,2,6,4,1,1,1
11635,1,1,6,6,1,4,0
11636,1,2,6,5,1,1,1
11637,1,2,9,4,1,5,1
11638,1,2,2,5,1,6,0
11639,1,2,3,0,1,6,1
11640,1,2,5,1,1,1,1
11641,9,2,7,1,3,2,1
11642,1,1,8,6,1,1,1
11643,1,1,1,1,2,6,0
11644,1,2,5,4,1,6,1
11645,1,1,5,6,1,6,0
11646,1,2,5,2,3,2,2
11647,1,1,8,7,1,1,1
11648,9,1,8,4,1,1,1
11649,9,2,5,1,1,6,1
11650,6,2,4,6,1,4,2
11651,1,2,12,7,3,4,1
11652,1,1,5,2,3,6,1
11653,1,2,7,4,1,3,2
11654,1,2,7,4,1,6,1
11655,2,1,8,0,2,4,2
11656,1,1,6,5,3,5,1
11657,1,2,9,3,1,1,1
11658,2,1,10,7,1,5,1
11659,1,1,8,4,1,5,1
11660,1,2,7,6,3,6,0
11661,8,2,7,3,3,4,1
11662,8,1,7,7,3,1,2
11663,9,2,8,8,1,3,2
11664,1,1,11,6,1,4,0
11665,2,1,1,4,1,4,1
11666,1,1,5,6,1,4,0
11667,8,1,8,8,1,3,2
11668,9,2,8,2,1,5,1
11669,9,1,6,3,1,6,0
11670,1,2,5,3,1,2,2
11671,1,1,4,5,1,4,0
11672,1,1,5,8,1,5,1
11673,1,2,7,1,2,3,0
11674,9,2,6,4,1,1,1
11675,1,2,9,4,1,1,1
11676,9,1,11,4,3,6,0
11677,9,1,3,5,3,1,0
11678,1,2,2,8,1,5,2
11679,1,2,5,3,1,3,2
11680,9,1,5,3,1,5,2
11681,5,2,5,2,2,2,0
11682,1,1,8,3,1,1,2
11683,1,2,5,0,1,1,2
11684,9,1,7,4,1,3,1
11685,1,1,4,1,2,3,0
11686,8,1,5,8,1,6,1
11687,1,2,7,6,1,6,0
11688,2,1,7,3,1,3,1
11689,9,2,3,7,1,4,1
11690,9,1,7,5,2,4,1
11691,1,1,10,9,1,1,0
11692,1,2,5,1,1,1,2
11693,1,1,5,7,1,1,2
11694,1,1,4,0,2,4,2
11695,8,1,10,5,3,3,0
11696,8,2,3,3,1,2,1
11697,1,2,4,2,1,4,1
11698,2,1,12,5,1,1,0
11699,1,1,2,6,3,5,0
11700,9,1,3,0,1,4,0
11701,1,1,1,0,1,6,0
11702,1,1,7,3,1,5,0
11703,1,2,3,4,1,4,2
11704,1,1,7,0,1,3,2
11705,1,2,10,5,1,3,2
11706,1,1,5,5,1,1,0
11707,1,2,9,1,1,6,0
11708,1,1,5,8,1,5,1
11709,2,1,8,2,3,4,1
11710,1,1,5,4,1,6,1
11711,1,1,10,8,1,5,1
11712,1,2,7,5,1,1,1
11713,5,1,4,3,1,2,0
11714,2,2,10,9,1,1,0
11715,8,2,8,5,1,5,0
11716,1,2,5,3,1,4,2
11717,1,1,4,1,1,4,1
11718,1,2,4,4,1,3,0
11719,2,2,8,3,1,4,0
11720,1,1,5,6,1,1,1
11721,2,2,7,2,1,6,2
11722,1,1,9,4,1,5,2
11723,9,2,8,3,1,1,0
11724,1,2,10,7,1,1,2
11725,1,2,5,9,3,5,0
11726,6,2,5,4,2,3,0
11727,1,2,5,4,1,4,1
11728,1,2,3,4,1,4,1
11729,8,1,8,8,1,3,1
11730,2,1,4,5,1,6,1
11731,2,1,5,1,1,1,2
11732,1,1,6,8,3,2,0
11733,2,1,8,9,1,1,1
11734,9,2,7,5,1,6,1
11735,1,1,4,0,1,6,1
11736,1,2,5,3,1,1,1
11737,7,2,8,5,1,1,1
11738,1,2,6,9,1,4,0
11739,2,1,5,6,1,1,1
11740,5,2,6,0,1,1,1
11741,8,1,6,7,1,2,0
11742,1,1,8,2,1,4,2
11743,1,1,4,4,1,2,1
11744,1,2,9,1,1,1,0
11745,9,1,5,7,1,6,2
11746,2,2,3,1,1,4,1
11747,1,1,7,2,1,2,2
11748,1,2,5,2,3,6,2
11749,1,1,8,3,1,1,1
11750,1,1,5,5,1,4,2
11751,8,1,2,8,1,3,1
11752,1,1,4,3,2,2,0
11753,1,2,7,2,3,3,2
11754,2,1,12,7,1,2,0
11755,1,1,1,7,1,2,1
11756,1,1,6,9,1,1,2
11757,1,1,7,0,1,4,1
11758,9,1,7,0,1,1,2
11759,8,2,5,2,1,1,2
11760,9,1,5,4,1,4,2
11761,1,2,4,7,3,4,0
11762,1,2,7,4,2,1,1
11763,1,1,5,5,1,2,1
11764,1,1,7,4,2,4,2
11765,6,1,5,6,1,2,0
11766,2,2,5,8,1,5,1
11767,1,2,5,4,1,1,0
11768,1,1,5,8,3,1,2
11769,2,2,10,0,1,1,1
11770,1,1,7,3,1,2,2
11771,1,1,5,8,1,1,1
11772,1,2,8,3,1,2,2
11773,9,1,5,3,1,3,1
11774,1,2,7,2,1,1,1
11775,1,2,6,4,1,6,2
11776,1,2,8,5,1,1,2
11777,1,2,5,5,1,1,1
11778,1,1,1,2,1,2,1
11779,1,2,8,3,1,4,1
11780,1,1,3,1,1,5,0
11781,5,2,5,0,1,3,2
11782,1,2,5,1,3,1,0
11783,1,1,8,3,1,5,1
11784,9,1,11,3,1,6,2
11785,6,1,4,0,1,4,2
11786,1,2,11,8,3,1,0
11787,4,2,4,0,2,5,0
11788,8,2,6,1,3,3,0
11789,1,2,5,3,1,3,2
11790,1,2,4,0,2,5,0
11791,1,1,5,3,1,1,2
11792,1,1,9,5,1,1,1
11793,1,2,5,6,2,6,0
11794,1,2,4,1,1,5,2
11795,9,2,8,5,1,4,2
11796,1,1,6,4,3,3,0
11797,1,2,3,0,2,3,1
11798,2,1,5,4,1,2,0
11799,1,1,7,0,1,2,0
11800,2,2,7,2,1,3,0
11801,8,1,5,1,1,2,2
11802,1,2,10,4,1,6,0
11803,2,1,7,6,1,4,2
11804,1,1,3,1,1,5,1
11805,6,2,11,6,1,6,1
11806,1,2,7,3,2,6,0
11807,1,2,4,0,1,6,1
11808,1,1,9,6,1,1,1
11809,9,1,5,4,1,6,0
11810,1,1,7,8,2,1,0
11811,9,1,9,8,1,1,0
11812,1,1,3,9,1,4,1
11813,8,2,3,3,1,6,2
11814,5,1,4,3,1,5,1
11815,9,1,4,0,1,3,1
11816,1,2,5,7,1,2,1
11817,9,2,5,2,1,1,2
11818,1,1,5,4,2,1,2
11819,2,1,8,3,1,1,1
11820,1,1,3,4,1,6,2
11821,2,2,3,0,1,6,0
11822,1,2,5,4,3,1,2
11823,9,2,10,7,1,6,0
11824,2,1,5,7,1,1,1
11825,1,2,8,9,3,1,0
11826,1,2,5,4,1,1,2
11827,1,1,7,3,3,1,0
11828,1,1,7,4,1,1,1
11829,2,2,5,4,1,1,1
11830,2,2,11,3,1,2,2
11831,2,1,6,4,3,5,0
11832,1,1,7,3,3,1,1
11833,8,1,5,4,1,1,0
11834,4,2,4,4,1,3,2
11835,1,2,7,6,1,1,1
11836,1,1,6,0,3,2,0
11837,2,1,12,5,3,6,1
11838,1,2,4,6,2,5,0
11839,1,2,7,0,2,2,0
11840,6,1,10,3,3,4,0
11841,1,2,9,5,1,1,1
11842,1,2,9,5,2,3,0
11843,1,1,3,4,1,6,0
11844,1,1,10,6,1,1,2
11845,1,2,3,3,1,6,1
11846,1,2,4,3,1,3,2
11847,1,1,8,2,2,1,1
11848,6,2,10,4,1,1,0
11849,1,2,5,8,1,4,1
11850,1,2,6,3,1,1,0
11851,1,1,7,6,1,3,0
11852,1,2,1,2,3,6,2
11853,8,2,6,3,3,1,0
11854,9,1,6,8,1,1,1
11855,9,1,6,4,2,4,0
11856,1,2,6,0,1,2,0
11857,1,2,1,1,1,3,2
11858,1,1,7,3,1,3,1
11859,3,2,9,7,1,1,0
11860,1,1,8,4,1,6,0
11861,8,1,11,8,3,2,0
11862,2,2,10,7,1,6,2
11863,1,2,10,4,1,1,1
11864,1,2,8,3,2,1,0
11865,4,2,8,5,1,5,1
11866,8,1,8,2,1,1,2
11867,1,2,6,4,1,6,2
11868,6,2,7,7,1,3,1
11869,1,2,5,0,1,6,0
11870,1,1,11,7,2,1,1
11871,1,1,6,6,1,6,0
11872,1,1,10,1,1,6,1
11873,1,2,4,8,3,3,1
11874,1,2,5,1,3,4,1
11875,8,2,2,1,1,5,0
11876,2,2,5,8,1,3,1
11877,8,1,6,5,1,5,1
11878,1,2,8,9,3,2,2
11879,1,2,8,8,1,1,2
11880,8,1,4,9,3,4,0
11881,1,2,7,1,1,1,1
11882,2,1,7,9,1,4,1
11883,9,1,2,1,1,3,1
11884,1,2,5,2,1,3,2
11885,1,1,4,3,1,2,2
11886,1,1,5,1,3,1,2
11887,1,1,5,9,1,1,1
11888,9,1,3,2,2,4,2
11889,1,1,3,1,3,4,2
11890,6,2,12,9,1,1,1
11891,2,2,5,4,2,1,2
11892,1,1,6,4,1,2,1
11893,5,2,5,6,1,1,1
11894,8,1,10,9,3,4,1
11895,1,2,6,3,1,5,2
11896,2,1,5,4,3,1,2
11897,6,1,1,2,1,2,0
11898,2,2,11,4,1,5,0
11899,1,1,2,0,1,1,1
11900,9,1,6,3,2,1,1
11901,2,1,1,5,1,4,0
11902,2,1,11,5,1,3,1
11903,1,1,3,2,3,6,0
11904,1,1,4,4,1,6,0
11905,6,2,4,9,1,2,1
11906,1,1,5,7,1,1,2
11907,3,1,4,9,2,3,0
11908,1,1,5,5,3,6,2
11909,1,1,6,2,1,4,0
11910,1,2,9,7,1,1,1
11911,7,2,12,5,1,1,1
11912,9,1,10,5,1,5,1
11913,1,1,7,1,1,4,1
11914,1,2,7,5,1,6,0
11915,9,2,5,1,1,1,2
11916,2,1,8,3,1,3,1
11917,1,2,6,1,1,2,1
11918,1,2,10,5,1,3,2
11919,1,2,2,2,3,1,0
11920,2,1,5,4,3,1,0
11921,1,1,5,0,1,6,1
11922,4,1,6,5,1,1,1
11923,1,2,3,5,1,4,0
11924,1,2,6,3,1,6,2
11925,9,2,4,2,1,4,2
11926,1,2,7,0,3,1,1
11927,9,1,5,4,1,1,1
11928,1,1,6,6,1,5,1
11929,1,2,5,4,1,4,1
11930,6,2,8,3,1,2,1
11931,1,2,7,4,1,2,1
11932,1,2,4,8,3,6,1
11933,6,1,4,4,1,4,2
11934,2,2,3,5,1,3,2
11935,1,2,7,4,3,6,2
11936,1,2,3,6,1,2,0
11937,6,1,8,4,3,1,1
11938,1,1,8,3,1,1,2
11939,2,1,6,4,1,1,2
11940,1,1,9,8,1,1,2
11941,1,2,5,5,1,5,2
11942,1,2,7,4,1,4,0
11943,1,2,7,0,2,3,0
11944,1,2,5,2,1,3,2
11945,1,1,4,0,1,6,0
11946,9,1,9,4,1,1,1
11947,2,2,5,2,1,6,1
11948,2,2,7,5,1,4,1
11949,8,2,8,6,1,1,1
11950,1,1,9,5,1,4,1
11951,1,1,8,3,1,6,2
11952,9,2,5,7,1,6,0
11953,6,2,7,2,1,1,1
11954,9,1,7,5,1,4,1
11955,1,2,5,3,2,6,2
11956,8,1,6,4,1,1,1
11957,1,2,4,9,3,4,0
11958,1,2,5,5,1,5,0
11959,2,1,4,8,1,4,0
11960,9,2,8,6,1,4,1
11961,1,1,6,7,2,4,0
11962,2,2,8,5,1,3,1
11963,1,2,7,2,2,6,2
11964,2,1,7,3,1,3,2
11965,9,1,9,5,1,1,1
11966,2,1,5,3,3,1,1
11967,1,2,10,9,1,3,0
11968,8,2,10,3,1,1,1
11969,1,1,3,0,1,1,1
11970,2,1,6,6,1,1,2
11971,1,1,6,5,1,4,1
11972,1,1,6,3,1,2,0
11973,1,2,5,3,3,6,2
11974,6,1,12,8,1,5,0
11975,1,1,2,0,1,6,1
11976,1,1,5,1,2,4,0
11977,6,1,6,2,1,1,1
11978,1,2,5,0,1,1,2
11979,1,2,6,3,1,6,0
11980,1,2,5,3,3,4,0
11981,1,2,1,4,1,1,0
11982,2,1,6,4,1,4,0
11983,1,2,6,4,1,2,0
11984,9,2,3,1,2,2,0
11985,2,2,6,3,1,2,1
11986,1,2,5,4,3,1,2
11987,6,1,10,5,2,2,0
11988,1,2,6,4,1,3,2
11989,9,2,4,2,1,2,1
11990,2,2,7,1,1,5,2
11991,1,1,5,2,1,1,0
11992,2,2,3,2,1,1,0
11993,1,2,5,0,1,5,1
11994,1,2,7,3,1,6,1
11995,1,2,7,3,3,4,0
11996,1,1,7,9,2,1,1
11997,1,2,7,7,2,1,0
11998,2,2,5,5,1,1,1
11999,1,2,9,6,1,1,1
12000,9,2,5,3,1,1,2
12001,1,1,9,5,1,1,1
12002,1,2,6,0,3,4,0
12003,2,2,5,6,1,1,1
12004,1,1,7,7,1,4,1
12005,8,2,4,9,3,1,1
12006,1,1,1,0,1,2,0
12007,6,1,3,0,3,1,1
12008,9,2,3,2,1,4,2
12009,1,2,6,5,1,4,2
12010,1,2,9,9,1,2,1
12011,7,1,9,5,1,4,1
12012,1,2,5,8,1,6,0
12013,1,1,3,0,2,1,0
12014,1,2,5,5,1,3,1
12015,1,1,12,6,2,5,1
12016,1,2,6,2,1,2,2
12017,1,1,2,3,1,5,1
12018,1,2,10,2,3,4,2
12019,6,1,7,1,1,5,1
12020,9,2,2,5,1,3,1
12021,9,2,3,2,2,1,2
12022,8,1,5,2,1,4,1
12023,7,1,1,0,1,2,0
12024,8,2,8,4,3,3,0
12025,9,2,12,9,1,1,2
12026,2,1,7,4,3,1,1
