,SEX,RAC1P,EDU,PINCP_DECILE,MSP,OWN_RENT,HOUSING_TYPE
12852,1,7,5,0,1,2,1
12853,1,1,6,8,5,2,1
12854,1,2,5,4,1,1,1
12855,1,1,10,7,5,2,1
12856,1,9,7,5,4,2,1
12857,2,1,3,0,1,1,1
12858,2,3,5,5,4,0,1
12859,1,1,5,3,4,2,2
12860,1,1,9,6,4,2,1
12861,1,8,1,4,6,2,3
12862,2,1,2,1,2,2,1
12863,1,9,5,5,4,1,1
12864,1,2,9,5,4,0,1
12865,2,1,8,8,4,2,1
12866,2,9,9,6,1,1,1
12867,1,6,3,5,2,1,1
12868,2,2,5,6,1,1,1
12869,2,2,3,1,5,1,1
12870,1,1,12,5,6,1,1
12871,2,1,6,4,1,1,1
12872,1,6,4,1,6,2,1
12873,2,1,6,2,1,0,1
12874,1,1,5,0,6,2,3
12875,1,1,5,7,2,2,1
12876,1,1,9,8,5,2,1
12877,1,1,5,5,6,1,3
12878,1,9,5,8,1,1,1
12879,1,1,5,4,1,2,1
12880,2,9,1,6,1,1,1
12881,2,9,10,6,5,2,1
12882,2,1,9,6,6,0,1
12883,2,5,1,2,3,1,1
12884,1,6,12,7,1,1,1
12885,2,1,5,1,6,1,2
12886,1,1,3,2,1,1,1
12887,2,8,3,3,4,2,1
12888,2,1,3,5,4,2,1
12889,2,9,2,3,1,1,1
12890,1,1,5,5,4,0,1
12891,1,6,7,0,2,1,1
12892,2,1,9,4,3,2,1
12893,2,9,3,4,5,2,1
12894,1,1,5,3,4,0,1
12895,2,1,10,8,4,2,1
12896,2,1,1,6,4,2,1
12897,1,9,2,1,5,1,1
12898,1,7,5,2,5,1,3
12899,2,1,4,3,3,2,1
12900,2,1,11,7,1,2,1
12901,2,9,5,8,4,2,1
12902,2,1,4,5,4,0,2
12903,2,2,3,0,1,0,1
12904,1,2,5,6,1,2,3
12905,2,1,4,3,4,1,1
12906,2,1,5,8,4,1,1
12907,2,1,5,0,1,0,1
12908,1,2,4,2,1,2,1
12909,2,9,6,7,1,2,1
12910,1,1,6,5,3,1,1
12911,2,1,9,5,6,2,1
12912,1,9,5,4,6,2,1
12913,1,1,3,4,6,0,1
12914,2,1,1,5,4,2,1
12915,2,6,9,8,6,2,1
12916,1,1,3,5,5,1,3
12917,1,1,5,2,6,2,1
12918,2,1,3,1,5,2,2
12919,1,9,5,9,4,2,1
12920,1,1,5,2,1,0,1
12921,2,9,5,7,1,1,1
12922,1,1,5,5,1,1,1
12923,1,1,5,5,6,2,1
12924,1,1,5,4,2,1,2
12925,2,1,1,2,1,1,1
12926,2,1,4,1,4,1,1
12927,2,1,4,6,1,2,1
12928,2,9,1,3,4,2,1
12929,1,1,5,8,1,2,1
12930,2,8,2,4,1,2,1
12931,2,1,10,9,1,1,1
12932,1,1,4,2,2,0,1
12933,2,1,4,8,1,1,1
12934,1,1,7,6,6,1,2
12935,1,1,8,1,6,2,1
12936,2,2,9,2,1,2,1
12937,1,2,4,6,6,2,3
12938,2,1,3,6,2,2,1
12939,2,1,5,3,6,2,1
12940,2,1,2,3,1,0,3
12941,1,9,4,4,1,2,1
12942,1,4,10,6,1,1,1
12943,1,1,11,6,2,1,1
12944,1,6,8,8,5,1,1
12945,1,1,5,7,6,1,1
12946,1,1,5,1,3,1,1
12947,1,8,5,3,3,1,1
12948,1,2,8,4,1,2,1
12949,2,1,5,3,1,1,1
12950,2,1,7,1,1,2,1
12951,1,1,2,5,6,1,1
12952,2,1,5,0,1,1,1
12953,2,1,6,1,5,0,1
12954,2,1,5,3,2,1,2
12955,1,1,5,5,4,2,3
12956,1,1,1,4,4,1,2
12957,1,8,2,2,3,2,1
12958,2,6,11,3,1,2,1
12959,1,9,2,5,3,0,2
12960,2,6,1,2,2,0,2
12961,1,1,3,8,4,2,1
12962,2,2,5,1,1,2,1
12963,1,3,5,4,2,0,3
12964,2,1,9,6,1,1,1
12965,1,9,4,4,4,1,3
12966,2,1,11,6,1,2,1
12967,2,2,9,6,2,0,1
12968,1,6,5,4,1,1,1
12969,2,2,9,4,6,2,1
12970,1,1,6,3,1,2,3
12971,2,1,5,4,1,2,1
12972,1,6,1,6,1,1,1
12973,2,1,7,0,5,2,1
12974,1,1,5,5,6,1,3
12975,1,1,3,1,3,0,1
12976,1,1,2,3,1,1,1
12977,2,1,4,1,1,2,1
12978,2,7,8,7,1,2,1
12979,2,1,7,0,3,2,1
12980,1,1,4,1,1,1,1
12981,1,2,11,4,6,2,1
12982,2,1,2,1,1,2,3
12983,1,1,4,2,1,2,1
12984,1,1,9,6,1,1,1
12985,2,9,9,2,1,1,1
12986,1,1,5,6,1,2,1
12987,2,1,5,5,6,2,1
12988,2,1,3,3,1,2,1
12989,1,2,7,4,4,0,1
12990,2,1,10,8,1,2,1
12991,1,6,5,4,4,2,1
12992,1,9,1,2,2,0,2
12993,1,2,3,4,2,2,1
12994,2,2,3,3,1,1,1
12995,1,1,7,5,1,2,1
12996,2,1,7,3,2,2,1
12997,2,1,6,2,5,1,1
12998,2,9,4,4,4,2,1
12999,2,1,4,3,1,1,1
13000,2,1,1,6,6,2,1
13001,2,6,2,2,3,0,1
13002,2,9,1,6,4,2,1
13003,2,1,8,5,1,2,1
13004,2,1,3,5,4,1,1
13005,1,2,3,1,4,2,1
13006,2,1,7,9,1,1,1
13007,1,1,4,5,3,2,1
13008,2,1,12,3,1,2,1
13009,2,1,9,6,6,1,3
13010,2,1,4,1,1,1,1
13011,1,1,5,1,6,2,1
13012,1,9,1,4,2,2,1
13013,1,9,6,4,4,0,3
13014,1,1,6,7,2,2,1
13015,2,1,6,6,5,1,1
13016,1,1,4,3,4,0,3
13017,1,1,5,8,6,1,1
13018,2,1,11,6,4,2,1
13019,2,1,7,5,4,2,1
13020,2,9,5,4,1,1,1
13021,2,1,5,3,6,0,1
13022,2,1,4,5,5,0,2
13023,1,1,8,5,6,0,3
13024,1,3,1,5,6,0,1
13025,1,2,5,3,1,2,1
13026,1,1,4,7,6,2,1
13027,2,1,7,2,4,2,2
13028,2,2,7,9,6,1,1
13029,2,2,8,1,1,1,3
13030,1,1,5,2,1,1,1
13031,1,1,8,1,1,1,1
13032,2,2,3,0,6,1,3
13033,2,1,10,5,1,2,1
13034,2,1,12,7,1,2,1
13035,2,6,1,5,3,1,2
13036,1,8,10,6,1,1,1
13037,1,8,3,4,1,1,1
13038,1,1,3,5,1,1,1
13039,2,8,3,4,6,2,1
13040,2,1,3,0,1,1,1
13041,1,1,5,5,2,2,1
13042,2,1,2,5,2,2,1
13043,2,1,8,3,1,2,1
13044,1,1,8,2,2,2,1
13045,1,1,3,5,6,1,1
13046,2,8,5,4,4,2,1
13047,2,1,3,6,1,1,1
13048,2,1,2,4,2,1,3
13049,2,8,5,5,5,2,3
13050,2,1,4,2,3,1,1
13051,1,1,5,5,4,1,3
13052,2,9,6,2,1,1,1
13053,1,1,1,4,1,0,3
13054,1,1,4,3,3,1,1
13055,2,1,2,1,5,0,2
13056,1,1,5,9,6,1,1
13057,2,1,7,3,6,1,2
13058,1,8,1,4,4,1,1
13059,1,2,1,0,6,2,1
13060,2,1,1,5,5,1,1
13061,1,9,5,5,5,2,2
13062,1,2,7,6,6,2,3
13063,1,1,10,7,5,2,1
13064,2,7,5,5,4,0,1
13065,1,1,7,7,1,1,1
13066,1,1,8,6,1,2,1
13067,2,1,10,8,1,2,1
13068,2,1,8,4,5,0,1
13069,2,1,4,5,2,2,1
13070,2,1,3,2,4,1,1
13071,1,2,5,3,1,2,1
13072,1,1,8,9,2,2,1
13073,1,2,4,5,2,1,2
13074,1,1,4,4,1,1,1
13075,1,1,9,6,6,1,1
13076,2,1,7,1,1,1,1
13077,2,8,1,0,6,1,2
13078,2,9,5,2,4,1,1
13079,2,1,11,7,1,2,1
13080,1,1,5,8,4,2,1
13081,2,6,7,5,5,1,1
13082,1,1,9,2,1,2,1
13083,2,1,5,1,4,2,1
13084,2,1,9,1,1,2,1
13085,1,2,5,5,2,1,1
13086,1,1,2,5,1,1,1
13087,1,1,1,2,4,1,1
13088,1,1,5,1,1,2,1
13089,1,2,3,2,1,2,1
13090,1,1,7,6,1,2,1
13091,2,1,4,4,5,1,1
13092,1,1,6,7,3,2,1
13093,1,2,8,9,1,1,1
13094,2,2,6,0,1,2,1
13095,1,2,2,4,4,1,2
13096,1,1,5,2,4,1,3
13097,1,1,6,5,2,1,3
13098,1,1,5,5,4,2,1
13099,2,1,5,3,4,1,3
13100,2,1,5,3,2,1,1
13101,2,1,5,5,4,2,2
13102,2,1,7,4,1,1,1
13103,1,1,6,2,6,2,1
13104,2,1,2,5,6,2,1
13105,1,1,7,6,4,2,1
13106,1,8,6,4,1,1,1
13107,2,1,2,2,4,1,2
13108,2,8,3,4,4,0,1
13109,1,1,4,4,1,2,2
13110,2,6,3,6,5,1,1
13111,2,1,4,4,6,0,1
13112,1,1,12,5,2,2,1
13113,2,9,2,4,4,1,1
13114,2,2,5,3,5,1,3
13115,1,1,5,7,2,2,1
13116,1,1,5,6,1,1,1
13117,1,2,8,9,6,1,1
13118,2,1,4,4,1,1,1
13119,1,1,3,7,5,1,1
13120,1,2,9,5,5,2,2
13121,2,4,3,1,1,2,1
13122,2,6,9,2,4,1,1
13123,2,9,6,9,3,2,1
13124,2,5,5,3,6,2,1
13125,2,2,2,3,2,2,2
13126,1,9,6,1,3,2,1
13127,2,1,7,1,1,2,1
13128,1,1,5,5,1,1,1
13129,2,1,4,8,4,2,1
13130,1,6,8,1,2,2,1
13131,1,1,7,5,2,1,1
13132,2,1,1,7,3,1,2
13133,1,6,5,5,2,0,3
13134,2,1,4,2,3,0,1
13135,2,9,4,2,6,2,1
13136,2,1,12,9,1,1,1
13137,2,3,5,3,3,1,3
13138,2,1,9,5,4,1,3
13139,1,9,7,2,1,0,1
13140,2,1,3,4,6,0,1
13141,2,1,5,8,1,2,1
13142,1,1,9,4,6,2,1
13143,1,1,3,8,4,1,1
13144,2,6,3,2,4,2,1
13145,2,3,5,5,3,1,1
13146,2,1,1,2,5,1,1
13147,1,9,5,3,4,2,1
13148,2,6,7,3,4,2,1
13149,1,6,6,1,6,2,1
13150,1,1,5,9,6,2,1
13151,1,1,4,4,1,2,1
13152,1,1,8,4,6,1,3
13153,2,1,4,3,2,1,2
13154,1,8,4,2,4,2,1
13155,2,1,3,4,1,1,1
13156,1,2,7,3,6,2,1
13157,1,1,6,2,4,2,1
13158,2,8,5,2,1,0,1
13159,1,9,9,5,5,2,1
13160,1,8,7,3,1,2,1
13161,1,9,7,1,1,2,1
13162,1,9,4,4,1,1,1
13163,1,1,3,4,2,1,3
13164,1,2,5,1,4,0,1
13165,2,1,1,1,1,1,1
13166,1,1,5,6,6,1,1
13167,2,2,2,4,6,1,1
13168,1,9,7,3,2,2,1
13169,1,1,5,4,3,0,1
13170,2,9,7,9,3,2,1
13171,2,1,6,5,4,2,1
13172,1,1,6,3,6,2,1
13173,1,2,2,4,1,1,1
13174,2,2,12,5,5,2,1
13175,1,1,9,5,3,2,1
13176,2,1,7,3,1,0,1
13177,1,1,9,4,1,1,1
13178,1,2,7,1,1,2,1
13179,2,1,5,5,1,1,1
13180,1,9,5,0,1,1,3
13181,1,1,8,7,2,2,1
13182,2,1,1,2,1,1,1
13183,2,6,5,9,3,1,1
13184,1,9,1,5,1,0,1
13185,1,2,8,5,6,2,1
13186,1,1,7,5,6,2,1
13187,2,1,12,7,1,2,1
13188,1,1,5,6,1,2,1
13189,2,1,2,1,2,1,1
13190,1,1,5,2,2,2,1
13191,2,9,2,4,1,1,1
13192,2,6,7,6,3,1,1
13193,1,1,6,2,1,0,1
13194,2,1,5,2,3,1,2
13195,2,6,4,4,1,1,1
13196,2,1,10,8,6,2,1
13197,1,1,6,2,1,2,1
13198,2,1,7,6,5,2,1
13199,2,1,3,4,4,1,1
13200,2,1,9,5,3,2,1
13201,1,6,4,3,6,0,1
13202,1,1,4,3,6,1,1
13203,1,1,5,8,5,2,1
13204,2,1,1,5,2,1,1
13205,1,2,3,2,6,1,2
13206,1,1,5,5,1,1,1
13207,2,6,9,3,6,2,1
13208,1,1,5,8,3,1,1
13209,2,1,8,5,1,2,1
13210,2,9,7,4,5,1,1
13211,2,1,7,4,1,1,1
13212,2,1,3,4,3,1,1
13213,2,1,12,9,1,1,1
13214,1,1,1,4,2,1,1
13215,1,1,4,2,5,0,3
13216,2,6,3,1,4,2,3
13217,1,6,3,4,4,2,3
13218,1,1,8,0,4,2,1
13219,1,1,5,2,1,1,1
13220,1,1,5,5,4,2,1
13221,2,1,3,4,4,1,1
13222,2,1,5,5,3,1,1
13223,2,1,11,8,6,2,1
13224,2,1,6,5,1,2,1
13225,1,1,8,2,4,1,1
13226,1,1,7,6,4,0,1
13227,2,8,6,3,2,1,1
13228,1,6,1,6,6,2,1
13229,2,2,7,4,4,1,1
13230,2,1,5,4,3,0,1
13231,1,1,2,5,5,2,1
13232,2,1,4,2,4,1,3
13233,1,2,6,8,6,1,1
13234,1,8,5,4,6,2,1
13235,1,1,3,2,2,2,1
13236,1,1,4,2,2,1,3
13237,1,1,2,5,2,2,1
13238,2,1,4,4,6,2,1
13239,1,1,5,3,4,2,3
13240,1,9,4,8,1,1,1
13241,1,1,3,2,2,0,2
13242,2,1,6,4,1,1,1
13243,1,1,7,6,1,1,1
13244,2,1,5,1,1,2,1
13245,2,2,3,6,4,1,1
13246,1,1,3,6,6,0,1
13247,2,1,7,5,1,1,1
13248,2,1,9,3,1,2,1
13249,2,1,4,6,1,1,1
13250,2,1,5,4,5,1,3
13251,2,1,4,4,1,2,1
13252,2,1,5,5,6,2,1
13253,1,9,5,4,2,2,1
13254,2,8,5,6,1,1,1
13255,1,1,5,3,1,2,1
13256,2,1,9,2,1,2,1
13257,1,1,5,4,1,1,1
13258,1,1,4,7,6,1,1
13259,2,1,8,0,1,2,1
13260,2,1,3,3,2,2,1
13261,2,9,3,7,6,2,1
13262,2,1,8,3,4,2,1
13263,2,1,9,6,4,2,1
13264,2,1,4,2,1,2,1
13265,1,2,2,5,1,1,1
13266,2,1,4,3,4,2,1
13267,1,1,5,0,6,2,2
13268,2,1,6,3,4,0,3
13269,1,1,4,0,3,1,1
13270,1,1,3,4,3,2,1
13271,1,1,5,5,1,1,1
13272,1,8,3,1,6,2,1
13273,2,1,7,5,4,1,2
13274,2,1,3,3,4,2,1
13275,1,1,4,4,6,2,1
13276,1,1,5,4,2,1,2
13277,1,1,1,3,2,1,2
13278,1,1,4,4,4,2,1
13279,2,1,2,8,6,2,1
13280,2,1,4,4,6,0,1
13281,1,1,3,3,6,2,1
13282,2,1,1,3,3,1,2
13283,1,1,6,6,2,2,1
13284,2,1,5,7,1,1,1
13285,1,9,4,5,2,1,1
13286,2,1,1,5,5,1,1
13287,2,1,6,5,6,2,1
13288,1,1,4,6,1,1,1
13289,1,7,4,4,2,2,2
13290,2,1,7,5,6,2,1
13291,1,2,10,9,1,1,1
13292,1,1,9,7,1,2,1
13293,1,1,8,5,6,0,1
13294,1,2,9,3,1,1,1
13295,1,1,8,0,3,1,1
13296,1,9,3,1,5,1,3
13297,2,1,7,6,1,2,1
13298,1,1,7,1,4,2,1
13299,1,2,2,5,1,2,1
13300,1,1,2,4,2,0,2
13301,1,9,9,9,1,1,1
13302,2,1,1,0,1,0,3
13303,1,1,5,4,6,2,1
13304,2,8,4,6,1,2,1
13305,2,1,1,6,6,2,1
13306,2,1,3,6,4,2,1
13307,2,1,4,3,1,0,1
13308,1,1,3,5,4,2,2
13309,2,9,11,8,1,2,1
13310,2,4,3,4,1,0,1
13311,1,8,9,5,2,1,2
13312,1,1,5,5,4,0,1
13313,2,9,10,7,3,2,1
13314,2,2,1,6,1,1,1
13315,1,9,7,9,2,1,1
13316,1,1,9,5,6,0,2
13317,1,1,5,9,1,1,1
13318,1,1,3,1,3,0,3
13319,2,1,6,5,2,1,1
13320,2,1,9,3,4,0,1
13321,2,9,5,5,4,1,2
13322,1,6,4,1,6,0,1
13323,1,1,8,4,3,2,1
13324,1,1,3,2,3,2,3
13325,1,1,3,0,1,2,1
13326,2,1,5,7,1,2,1
13327,1,1,5,2,4,2,1
13328,2,8,3,3,6,2,1
13329,1,1,9,6,1,2,1
13330,2,6,1,3,5,1,1
13331,2,1,1,5,2,2,1
13332,1,1,5,2,2,1,1
13333,1,1,5,8,4,2,1
13334,1,1,2,5,3,2,1
13335,2,2,5,2,3,2,2
13336,2,1,2,4,1,1,1
13337,2,1,10,6,2,1,1
13338,2,2,11,8,1,2,1
13339,2,1,1,0,4,0,1
13340,2,8,3,1,4,1,1
13341,2,5,7,2,1,2,1
13342,2,9,9,8,4,2,1
13343,1,5,4,1,6,2,1
13344,2,9,9,5,6,0,1
13345,1,1,7,4,6,0,1
13346,1,1,2,2,6,1,1
13347,2,1,3,5,1,1,1
13348,2,1,5,5,5,2,1
13349,1,1,7,3,3,2,3
13350,2,2,5,8,1,2,1
13351,1,1,4,4,1,0,1
13352,1,9,5,2,4,1,1
13353,1,9,4,1,5,2,2
13354,2,9,5,0,1,2,1
13355,2,2,9,6,1,2,1
13356,2,1,6,3,1,2,1
13357,1,1,5,2,4,1,1
13358,1,1,5,4,4,2,1
13359,2,1,9,7,4,2,1
13360,2,1,5,5,3,1,1
13361,2,1,12,5,4,0,1
13362,1,1,5,1,4,2,2
13363,1,1,6,2,1,2,1
13364,1,1,5,0,4,2,1
13365,2,9,1,3,4,2,3
13366,1,9,1,2,4,2,1
13367,2,2,5,4,1,1,1
13368,2,1,5,3,6,0,3
13369,2,1,10,5,6,2,1
13370,2,1,9,8,2,2,1
13371,2,1,5,1,2,2,1
13372,1,7,5,3,1,1,1
13373,1,1,7,1,1,1,1
13374,1,1,5,5,1,1,1
13375,1,2,3,3,3,2,3
13376,1,9,7,5,1,0,1
13377,1,9,9,5,5,1,1
13378,1,8,7,5,1,1,1
13379,1,9,11,8,6,2,1
13380,1,7,3,5,2,2,2
13381,2,1,12,9,1,1,1
13382,2,5,7,3,1,0,1
13383,1,9,5,7,5,2,1
13384,2,1,5,9,3,1,1
13385,1,7,5,2,2,1,3
13386,2,1,1,2,1,0,1
13387,1,1,3,1,6,2,1
13388,1,1,10,5,2,2,1
13389,2,6,2,5,1,2,1
13390,1,1,3,2,1,2,1
13391,1,1,3,5,3,1,1
13392,1,9,12,3,6,2,1
13393,1,1,6,8,5,2,1
13394,1,1,2,3,2,2,1
13395,1,2,4,7,6,2,1
13396,2,1,12,3,3,2,1
13397,2,1,3,4,4,1,1
13398,2,1,5,4,5,1,1
13399,1,2,5,1,1,1,1
13400,1,2,3,3,4,1,2
13401,2,9,7,2,1,2,1
13402,2,1,1,5,1,1,2
13403,2,1,12,8,3,2,1
13404,2,1,5,9,2,2,1
13405,2,2,2,0,1,2,1
13406,2,2,3,2,6,0,1
13407,1,2,5,2,1,1,1
13408,2,2,5,5,3,2,2
13409,2,2,5,6,1,2,1
13410,1,1,5,5,6,2,1
13411,2,1,1,0,4,1,1
13412,2,1,11,5,1,1,1
13413,1,1,3,6,1,2,1
13414,1,2,2,3,1,1,2
13415,1,9,8,6,5,2,1
13416,1,4,5,2,1,2,1
13417,1,1,5,6,5,2,1
13418,1,1,9,7,4,2,1
13419,1,2,4,6,1,2,1
13420,1,1,4,4,1,1,1
13421,2,1,2,2,1,1,3
13422,2,6,7,4,1,2,3
13423,2,1,2,1,6,1,1
13424,1,1,6,1,4,2,1
13425,1,8,2,4,3,1,1
13426,2,1,4,0,1,2,1
13427,1,9,11,8,4,2,1
13428,2,1,3,6,3,1,1
13429,2,1,9,4,4,2,1
13430,2,1,8,4,1,2,1
13431,1,1,7,4,1,1,1
13432,1,2,4,2,4,2,1
13433,2,1,11,7,1,2,1
13434,2,9,9,9,1,2,1
13435,2,2,5,4,1,2,1
13436,2,6,3,3,4,2,1
13437,2,1,1,3,5,2,2
13438,2,1,4,0,6,2,3
13439,1,2,4,5,4,1,2
13440,1,6,7,5,4,2,1
13441,2,2,5,1,6,1,1
13442,1,1,6,7,6,0,1
13443,1,2,2,1,2,1,2
13444,2,1,5,5,6,1,1
13445,2,1,12,4,4,2,1
13446,2,1,10,5,4,2,1
13447,2,1,6,6,1,1,1
13448,2,1,4,1,4,1,3
13449,2,1,7,6,1,2,1
13450,2,1,9,5,4,2,1
13451,1,1,5,4,4,1,3
13452,1,1,7,1,1,1,1
13453,1,1,7,2,3,1,1
13454,2,2,4,4,6,1,1
13455,2,1,5,4,3,2,1
13456,1,9,5,2,5,2,3
13457,2,6,3,4,1,1,1
13458,2,1,3,8,1,1,1
13459,2,9,5,3,4,1,1
13460,1,1,4,0,6,0,2
13461,1,9,3,6,1,2,1
13462,2,1,4,1,6,1,3
13463,2,1,3,3,1,1,1
13464,1,1,5,9,4,1,1
13465,1,1,5,3,1,1,1
13466,2,9,5,3,4,0,1
13467,1,1,6,9,2,1,1
13468,1,1,5,7,3,1,1
13469,1,1,4,4,4,1,3
13470,2,1,11,7,1,1,1
13471,2,3,3,5,4,0,1
13472,1,1,7,6,6,1,1
13473,1,1,4,4,3,2,2
13474,1,1,3,6,3,0,1
13475,1,1,9,5,5,2,1
13476,1,1,6,3,4,2,1
13477,2,6,1,5,4,2,1
13478,1,4,5,4,1,1,1
13479,2,1,5,4,1,2,1
13480,1,1,7,5,1,2,1
13481,1,6,4,4,2,1,1
13482,1,1,4,9,4,2,1
13483,1,8,10,5,4,1,1
13484,2,1,3,2,1,0,3
13485,2,1,4,4,1,1,1
13486,2,2,6,5,6,2,1
13487,1,1,6,2,1,2,1
13488,2,1,6,2,3,2,3
13489,1,1,5,7,5,2,1
13490,2,1,4,4,5,1,1
13491,1,5,5,5,1,1,1
13492,2,1,5,5,6,0,3
13493,1,1,4,1,2,0,3
13494,1,9,5,4,1,2,1
13495,1,1,4,2,1,2,1
13496,2,2,5,6,3,2,1
13497,2,1,3,4,2,1,2
13498,2,1,7,2,4,2,1
13499,2,1,2,3,6,0,1
13500,2,1,4,5,3,1,1
13501,2,1,8,2,1,2,1
13502,1,3,4,3,3,2,1
13503,1,1,3,3,2,1,1
13504,2,1,5,4,1,2,1
13505,2,1,3,3,6,0,1
13506,2,1,6,2,4,2,1
13507,1,1,5,4,1,1,1
13508,2,1,3,8,6,2,1
13509,1,2,4,7,6,2,1
13510,1,4,4,1,6,1,1
13511,2,1,6,5,4,0,1
13512,1,2,7,4,1,0,2
13513,2,1,4,2,5,1,1
13514,2,9,2,5,2,0,1
13515,1,7,5,2,2,1,2
13516,2,1,5,4,1,2,1
13517,1,2,4,2,6,1,1
13518,1,1,5,2,6,2,1
13519,1,1,9,5,5,2,1
13520,2,6,4,4,1,2,1
13521,1,9,5,6,6,2,1
13522,1,1,5,7,6,1,1
13523,2,1,8,6,1,2,2
13524,1,1,6,4,1,1,1
13525,2,1,9,6,4,2,1
13526,1,1,5,2,3,2,1
13527,1,2,8,3,4,2,1
13528,1,1,9,5,4,2,1
13529,1,1,4,1,6,0,1
13530,1,6,9,0,6,0,1
13531,2,4,4,6,1,1,1
13532,2,1,5,6,1,1,1
13533,2,1,8,1,2,1,1
13534,2,1,6,5,3,1,1
13535,1,7,2,5,1,2,1
13536,1,9,5,0,6,2,1
13537,1,1,5,2,1,2,1
13538,2,1,7,5,1,1,1
13539,1,9,1,4,6,2,2
13540,1,6,11,5,6,2,1
13541,1,1,7,3,1,1,1
13542,1,1,5,5,4,0,1
13543,1,6,3,6,1,1,1
13544,1,1,5,3,4,2,3
13545,2,1,3,1,2,1,2
13546,2,1,5,2,1,1,1
13547,1,1,5,1,1,1,1
13548,1,1,8,1,6,1,1
13549,2,9,8,3,4,2,1
13550,1,4,3,4,3,2,2
13551,2,2,5,0,6,2,3
13552,1,1,3,4,2,1,3
13553,2,1,7,3,1,0,1
13554,1,1,9,1,5,1,1
13555,1,1,8,7,4,2,1
13556,1,1,7,4,6,0,1
13557,2,8,5,6,1,2,1
13558,1,1,4,2,6,1,1
13559,2,1,5,2,1,0,1
13560,2,1,4,2,6,2,1
13561,2,1,3,1,4,0,3
13562,2,1,4,5,4,1,1
13563,2,1,1,6,4,1,1
13564,1,1,6,4,2,2,1
13565,2,6,4,3,6,2,3
13566,2,9,6,7,4,2,1
13567,1,9,9,2,1,2,1
13568,2,9,2,2,4,2,1
13569,1,1,5,1,6,2,2
13570,1,8,5,3,4,2,2
13571,1,2,5,7,1,1,1
13572,2,3,4,2,4,1,1
13573,1,1,9,7,1,1,1
13574,1,8,5,5,4,1,2
13575,1,1,6,4,1,2,1
13576,2,8,5,0,3,1,1
13577,2,1,8,5,5,1,3
13578,2,2,2,6,1,1,1
13579,2,1,4,3,1,1,1
13580,1,1,3,4,6,2,1
13581,1,2,5,5,4,0,1
13582,2,1,2,5,1,0,2
13583,1,1,5,3,4,2,1
13584,2,1,3,3,3,2,1
13585,2,1,7,1,6,2,3
13586,1,1,5,3,1,0,1
13587,2,9,4,0,4,2,1
13588,2,1,1,2,4,2,1
13589,1,1,8,3,1,1,1
13590,2,1,4,2,1,2,1
13591,1,1,5,2,2,1,1
13592,1,1,9,8,4,1,3
13593,2,1,5,5,1,2,1
13594,1,6,5,0,3,2,1
13595,1,1,9,7,4,2,1
13596,2,1,11,7,1,2,1
13597,1,1,5,4,3,1,2
13598,2,8,5,5,5,2,1
13599,2,1,3,5,6,0,3
13600,1,2,7,6,4,1,1
13601,1,1,6,1,3,2,1
13602,2,2,1,4,2,2,3
13603,1,1,5,5,4,2,1
13604,1,6,9,2,6,2,1
13605,1,2,4,6,6,2,1
13606,2,1,7,3,1,2,1
13607,2,9,5,5,6,1,1
13608,1,1,8,4,6,1,1
13609,2,6,6,6,6,2,1
13610,2,9,4,5,5,2,2
13611,2,1,2,4,1,0,1
13612,2,2,2,4,6,2,1
13613,2,1,4,5,6,1,1
13614,1,1,5,8,3,2,1
13615,2,1,2,2,4,0,3
13616,1,3,5,3,1,1,1
13617,2,2,5,7,4,1,1
13618,1,1,5,7,4,2,1
13619,2,1,2,0,5,1,1
13620,2,1,5,7,1,2,1
13621,2,1,5,3,3,2,1
13622,1,1,5,5,3,0,2
13623,1,1,3,4,1,2,1
13624,2,4,5,6,6,2,1
13625,1,1,2,3,1,2,1
13626,2,5,7,3,4,2,1
13627,1,1,3,4,2,2,1
13628,2,1,3,4,6,2,1
13629,1,1,5,5,6,0,3
13630,2,1,9,5,1,1,1
13631,2,6,4,4,1,1,1
13632,2,1,8,5,3,2,1
13633,1,2,8,6,1,2,1
13634,1,2,5,3,4,2,1
13635,2,1,1,4,2,1,1
13636,1,1,5,3,2,2,1
13637,1,1,3,8,1,1,1
13638,1,1,4,4,4,2,1
13639,1,1,5,0,1,2,1
13640,1,1,2,2,1,1,3
13641,2,6,7,2,1,2,1
13642,2,1,7,1,5,2,3
13643,2,1,4,0,1,2,1
13644,2,1,5,1,6,0,1
13645,1,1,9,3,1,1,1
13646,1,1,5,4,6,2,1
13647,1,1,6,0,4,1,1
13648,1,2,3,5,2,2,1
13649,1,1,2,3,4,1,1
13650,1,1,9,5,1,2,1
13651,1,1,5,3,1,2,1
13652,2,6,3,3,1,2,1
13653,2,1,9,3,1,2,1
13654,1,2,9,9,6,1,1
13655,2,1,5,2,1,2,1
13656,1,1,2,8,1,1,1
13657,1,8,7,5,1,1,1
13658,1,1,3,1,4,0,1
13659,1,1,9,4,1,2,1
13660,2,1,3,5,1,1,1
13661,2,1,5,5,5,1,1
13662,2,1,9,6,4,1,1
13663,2,1,7,4,4,1,1
13664,1,1,5,4,3,1,3
13665,2,9,10,5,3,2,1
13666,1,1,5,1,1,1,1
13667,1,1,5,4,1,1,1
13668,1,1,8,7,1,2,1
13669,2,3,4,3,5,1,1
13670,1,2,3,4,4,1,2
13671,2,1,9,2,1,1,1
