,SEX,RAC1P,MSP,PINCP_DECILE,EDU,OWN_RENT,HOUSING_TYPE
10035,2,2,6,5,1,1,1
10036,2,1,4,2,3,0,2
10037,1,1,1,5,2,1,1
10038,1,2,1,1,2,0,1
10039,2,9,5,1,3,0,2
10040,1,1,1,1,4,1,1
10041,2,1,1,2,6,1,1
10042,2,1,1,2,4,0,2
10043,1,1,4,4,2,1,1
10044,1,1,1,6,2,0,1
10045,2,1,4,0,7,1,3
10046,1,1,3,4,4,0,2
10047,2,1,3,2,3,0,1
10048,2,8,1,4,6,1,1
10049,1,1,3,5,3,0,1
10050,1,1,1,3,3,0,2
10051,2,1,3,3,3,0,3
10052,2,1,2,2,5,0,1
10053,2,1,4,4,5,0,1
10054,1,1,3,1,1,0,3
10055,1,1,1,0,2,1,3
10056,1,1,1,3,3,0,1
10057,1,1,1,2,6,1,1
10058,1,1,3,0,4,0,3
10059,1,6,1,5,2,0,1
10060,1,1,1,1,5,1,1
10061,1,3,4,3,2,1,2
10062,2,1,2,0,1,1,1
10063,1,1,1,2,5,0,2
10064,2,1,5,2,2,1,1
10065,1,1,2,5,3,1,1
10066,1,4,4,8,4,0,2
10067,2,2,4,3,5,0,1
10068,1,2,1,1,2,1,3
10069,2,1,2,0,1,0,2
10070,2,2,1,5,7,1,2
10071,1,1,1,4,5,1,1
10072,1,1,1,8,5,0,1
10073,2,1,1,4,5,1,1
10074,1,1,2,3,5,1,1
10075,2,1,5,3,4,1,1
10076,2,1,1,6,7,0,1
10077,1,1,4,4,3,0,1
10078,1,9,3,0,5,0,1
10079,2,1,1,4,9,1,1
10080,2,1,5,0,5,0,2
10081,2,1,2,5,3,1,1
10082,1,1,1,3,3,1,1
10083,2,1,2,4,2,1,2
10084,1,8,1,0,1,0,1
10085,2,1,2,3,3,1,1
10086,1,1,6,3,1,1,1
10087,2,3,3,1,4,1,1
10088,1,1,1,6,12,0,1
10089,2,1,3,5,4,1,1
10090,1,3,1,3,4,1,1
10091,1,1,1,0,5,1,1
10092,2,1,1,2,10,1,1
10093,2,1,5,2,4,1,2
10094,1,7,4,2,11,1,1
10095,1,1,1,3,1,1,1
10096,2,6,1,2,12,1,1
10097,1,1,1,1,2,1,2
10098,1,7,2,1,1,1,3
10099,1,9,2,1,3,0,1
10100,2,1,1,5,5,0,2
10101,1,1,2,0,5,0,2
10102,1,1,3,6,8,1,1
10103,2,1,1,5,2,0,2
10104,2,1,2,0,5,1,1
10105,2,1,1,4,3,0,1
10106,2,1,2,2,1,0,2
10107,2,7,1,0,5,1,1
10108,1,2,1,3,1,0,2
10109,1,9,1,6,5,0,1
10110,2,1,3,1,3,1,2
10111,1,1,3,6,6,0,2
10112,1,1,4,0,4,0,1
10113,1,3,2,7,10,1,1
10114,2,1,1,0,7,1,1
10115,2,1,3,0,3,0,2
10116,1,2,5,1,3,0,1
10117,1,2,1,6,2,1,2
10118,2,9,4,0,4,0,2
10119,1,1,1,2,4,0,2
10120,2,1,2,2,4,1,1
10121,1,7,1,3,4,0,1
10122,2,1,3,6,1,0,2
10123,2,1,4,0,1,1,1
10124,2,2,1,2,6,0,1
10125,2,1,4,2,2,1,1
10126,2,9,1,0,5,1,1
10127,2,1,3,3,3,1,2
10128,1,2,1,2,6,1,1
10129,1,2,4,2,6,0,2
10130,2,1,5,4,7,1,1
10131,1,4,2,3,2,0,1
10132,2,9,4,0,2,0,2
10133,1,6,1,5,9,1,3
10134,2,2,2,3,3,0,1
10135,2,1,1,2,10,0,3
10136,1,2,5,2,4,1,2
10137,1,1,1,2,4,0,1
10138,2,1,1,0,1,0,2
10139,1,1,2,0,5,1,3
10140,1,6,3,5,4,0,2
10141,2,1,5,2,4,0,2
10142,2,2,4,2,2,1,1
10143,2,1,1,3,1,0,1
10144,1,1,2,0,5,1,1
10145,1,3,4,7,4,0,3
10146,2,8,1,4,4,0,1
10147,2,1,2,2,7,1,1
10148,2,7,2,4,5,0,2
10149,1,1,1,0,2,1,1
10150,2,8,2,2,4,1,3
10151,2,1,1,0,1,1,1
10152,1,1,1,1,5,0,1
10153,2,1,3,3,3,1,2
10154,2,5,4,2,3,1,2
10155,1,1,3,2,4,1,1
10156,2,2,1,1,3,0,2
10157,2,1,1,3,3,0,2
10158,2,1,4,1,2,0,2
10159,2,1,2,1,4,1,1
10160,2,1,4,4,5,1,1
10161,1,1,1,2,4,0,2
10162,1,5,2,3,5,1,2
10163,2,1,5,3,2,1,1
10164,2,2,1,4,3,0,2
10165,1,1,1,5,2,1,1
10166,1,1,5,1,5,0,1
10167,1,1,5,4,2,1,1
10168,1,1,5,0,6,1,1
10169,2,2,4,3,6,1,1
10170,1,1,4,3,3,0,2
10171,1,1,1,3,2,0,3
10172,1,2,1,6,9,0,2
10173,2,1,1,4,5,1,1
10174,2,1,4,0,5,1,1
10175,1,2,5,2,2,0,2
10176,2,1,1,1,4,0,2
10177,1,2,3,7,2,0,2
10178,2,1,5,4,2,0,2
10179,2,9,1,1,4,1,1
10180,2,1,2,2,2,0,1
10181,2,1,1,3,4,1,2
10182,2,5,2,2,6,1,1
10183,2,6,3,3,3,1,2
10184,1,1,3,4,1,0,2
10185,1,1,2,3,3,1,1
10186,1,1,1,1,5,0,1
10187,1,2,2,0,5,1,1
10188,2,2,3,2,3,0,2
10189,2,1,3,0,2,0,2
10190,1,2,1,5,2,1,3
10191,1,6,5,5,5,0,2
10192,1,1,4,5,4,1,3
10193,2,1,1,0,1,1,1
10194,1,1,4,0,7,0,3
10195,1,1,1,2,3,0,2
10196,1,8,1,2,9,1,1
10197,2,1,3,2,4,1,2
10198,1,1,1,0,2,0,1
10199,2,1,1,3,1,0,1
10200,2,2,2,6,8,0,2
10201,2,9,4,4,5,0,2
10202,1,1,2,0,3,1,1
10203,1,1,3,3,3,0,2
10204,2,1,3,2,2,1,1
10205,2,1,3,0,1,1,1
10206,2,1,3,3,2,0,2
10207,2,1,1,5,5,1,3
10208,1,1,1,0,5,0,1
10209,2,2,1,2,2,1,1
10210,2,2,1,1,9,1,1
10211,2,1,1,0,7,1,1
10212,1,3,2,2,3,1,1
10213,1,2,1,5,6,1,1
10214,2,2,3,0,2,1,1
10215,2,2,1,1,4,0,1
10216,1,2,2,1,2,1,1
10217,2,1,4,0,7,0,1
10218,1,1,5,2,2,0,2
10219,2,1,3,3,6,0,1
10220,2,1,1,3,5,1,1
10221,1,2,1,1,3,0,2
10222,1,1,1,7,8,1,1
10223,1,1,4,2,3,0,1
10224,2,1,3,1,5,1,1
10225,2,1,1,2,3,0,1
10226,1,2,3,1,4,0,2
10227,2,2,5,4,1,1,1
10228,1,1,3,2,1,1,2
10229,1,1,1,3,12,1,1
10230,1,1,1,1,3,0,3
10231,2,1,1,4,2,1,2
10232,1,1,1,7,5,0,2
10233,2,1,4,4,5,0,1
10234,2,1,2,2,5,0,1
10235,1,7,1,0,5,1,1
10236,1,1,1,6,1,0,1
10237,2,1,2,2,8,1,1
10238,1,1,5,1,6,1,1
10239,1,1,3,1,8,1,3
10240,1,1,3,4,8,0,2
10241,1,1,1,1,10,0,1
10242,2,1,1,2,6,0,3
10243,1,1,2,3,5,0,2
10244,1,1,1,4,3,0,1
10245,1,2,1,3,4,0,1
10246,1,1,2,1,5,0,1
10247,1,2,1,1,4,1,1
10248,2,1,1,6,7,0,1
10249,2,1,1,0,1,0,2
10250,1,1,1,4,4,1,1
10251,2,7,1,7,2,1,1
10252,2,4,5,1,4,0,3
10253,1,3,5,0,2,0,2
10254,1,1,5,2,1,1,2
10255,1,1,4,1,6,1,1
10256,1,8,1,3,7,1,1
10257,1,2,3,6,2,1,1
10258,2,1,3,3,1,0,1
10259,1,2,4,1,2,1,1
10260,2,1,3,0,3,0,2
10261,1,1,1,7,2,1,1
10262,2,1,1,4,2,1,1
10263,2,1,1,4,4,1,2
10264,1,1,5,7,8,0,1
10265,2,1,3,5,4,0,2
10266,2,2,4,1,1,0,2
10267,2,2,3,1,4,1,2
10268,2,2,1,5,4,0,1
10269,2,1,3,3,4,0,2
10270,1,4,3,8,5,0,2
10271,2,1,1,3,3,0,2
10272,2,1,1,0,1,0,1
10273,2,1,1,2,9,0,2
10274,2,1,1,0,1,0,1
10275,1,5,3,0,3,1,2
10276,2,2,1,3,3,0,2
10277,1,1,2,4,6,0,2
10278,2,1,1,5,3,1,1
10279,1,1,1,5,5,1,1
10280,2,1,2,3,6,1,1
10281,1,3,4,8,9,0,1
10282,1,1,3,0,4,0,2
10283,1,1,5,0,3,0,2
10284,2,2,1,2,9,1,3
10285,2,1,3,3,1,0,1
10286,2,1,5,2,3,1,1
10287,2,2,1,5,4,1,1
10288,2,1,2,0,1,1,1
10289,1,1,3,2,9,1,1
10290,2,1,3,2,3,0,2
10291,1,4,2,1,4,0,2
10292,2,4,2,3,2,0,3
10293,1,1,1,3,4,0,1
10294,2,2,5,4,3,0,2
10295,1,2,2,5,5,1,2
10296,1,4,1,7,4,0,2
10297,1,1,1,3,7,1,1
10298,1,7,1,1,4,0,1
10299,2,1,4,2,3,1,1
10300,2,2,3,3,5,0,1
10301,1,4,1,0,2,1,1
10302,1,1,4,1,4,0,2
10303,2,2,3,4,2,1,1
10304,1,5,5,3,5,0,1
10305,2,1,1,2,1,1,1
10306,1,1,1,2,3,0,1
10307,2,1,1,3,3,0,2
10308,2,1,4,0,2,0,2
10309,1,6,5,0,4,1,2
10310,1,1,1,2,4,0,2
10311,2,1,5,3,4,1,2
10312,1,2,1,5,2,1,2
10313,2,8,1,0,1,0,1
10314,2,1,4,3,2,1,1
10315,1,6,2,0,1,1,2
10316,2,1,2,3,2,1,3
10317,1,1,1,2,7,0,2
10318,2,2,3,4,3,0,1
10319,2,4,5,0,3,1,3
10320,1,1,4,3,5,1,1
10321,2,2,4,4,4,0,2
10322,2,5,2,2,4,1,3
10323,1,2,4,1,5,1,1
10324,2,1,1,3,2,0,2
10325,2,1,1,0,4,1,3
10326,2,5,1,0,5,1,2
10327,1,1,1,5,2,1,2
10328,1,1,1,5,4,0,1
10329,2,1,1,0,3,1,3
10330,2,1,2,1,4,0,1
10331,2,1,3,2,2,1,1
10332,2,3,5,3,2,1,2
10333,1,1,1,4,6,1,2
10334,2,6,5,7,8,0,1
10335,2,4,1,5,2,1,1
10336,2,1,3,5,4,0,2
10337,2,7,1,9,11,0,1
10338,1,3,1,6,6,1,1
10339,1,8,1,1,1,0,1
10340,1,8,5,0,4,1,1
10341,2,2,1,1,5,1,1
10342,1,3,1,3,1,0,2
10343,2,2,3,1,6,1,1
10344,2,1,1,4,3,0,3
10345,2,1,2,3,2,0,1
10346,2,1,5,6,4,0,1
10347,1,2,1,0,7,1,1
10348,2,7,3,1,5,0,1
10349,2,2,1,4,1,0,2
10350,1,8,3,0,7,1,1
10351,1,1,1,4,6,1,1
10352,1,9,2,4,1,0,1
10353,2,2,1,0,6,1,1
10354,2,6,3,1,5,1,1
10355,2,4,1,1,3,1,1
10356,1,1,1,2,7,1,1
10357,1,4,2,4,4,1,2
10358,1,5,5,5,5,1,3
10359,1,4,2,3,5,1,1
10360,2,1,2,2,2,0,3
10361,1,1,3,5,6,0,2
10362,2,8,1,5,5,1,1
10363,1,2,2,7,2,1,1
10364,1,1,1,2,5,1,1
10365,1,1,3,4,4,0,2
10366,2,1,1,1,3,1,1
10367,2,1,4,3,1,0,2
10368,1,1,3,3,5,1,1
10369,1,6,1,3,2,0,2
10370,2,1,3,2,4,1,1
10371,2,1,5,3,4,1,2
10372,2,2,1,6,4,1,3
10373,2,1,3,1,2,0,2
10374,1,3,4,6,2,1,3
10375,2,1,1,3,4,0,2
10376,2,1,3,1,8,1,1
10377,1,2,2,1,2,1,1
10378,1,1,2,0,6,1,2
10379,2,2,3,1,4,1,1
10380,1,2,1,4,4,1,1
10381,2,1,2,0,1,0,2
10382,1,7,3,6,2,1,1
10383,2,2,1,2,2,0,2
10384,1,5,1,2,3,0,1
10385,1,1,6,3,4,1,1
10386,2,1,1,3,5,0,1
10387,1,5,1,4,12,0,1
10388,2,2,1,5,2,1,2
10389,1,1,5,3,1,1,2
10390,1,1,1,3,7,0,2
10391,2,1,5,4,2,1,2
10392,2,1,1,1,4,0,2
10393,2,3,4,4,6,0,1
10394,1,1,1,6,5,1,1
10395,1,1,1,7,3,0,2
10396,2,1,2,3,4,0,1
10397,2,1,1,2,1,0,3
10398,1,1,5,1,5,0,1
10399,1,2,1,1,3,0,1
10400,1,2,2,1,2,0,1
10401,2,1,4,0,4,0,2
10402,1,3,1,2,8,1,1
10403,2,1,3,2,5,0,1
10404,2,2,5,0,1,0,1
10405,1,1,1,2,10,1,3
10406,1,2,1,4,3,0,1
10407,2,1,1,6,5,0,1
10408,1,2,1,2,7,0,2
10409,1,2,2,1,4,0,3
10410,2,1,1,2,3,0,1
10411,1,1,5,6,6,0,1
10412,1,1,2,0,5,0,2
10413,2,1,2,3,2,0,1
10414,1,1,1,2,3,0,1
10415,1,7,1,1,1,0,1
10416,1,1,1,1,4,0,2
10417,2,1,1,0,1,0,1
10418,2,1,3,0,1,0,2
10419,1,1,3,3,6,1,2
10420,1,1,2,4,2,0,1
10421,2,1,1,8,5,0,1
10422,1,4,3,5,2,0,2
10423,1,2,1,0,4,0,1
10424,2,4,4,3,3,1,3
10425,1,1,1,6,5,1,1
10426,2,1,5,0,1,0,1
10427,1,2,1,1,2,0,2
10428,2,6,5,5,8,0,3
10429,2,1,4,0,3,1,1
10430,1,1,1,1,5,0,1
10431,1,1,1,2,4,0,2
10432,1,5,1,4,2,0,2
10433,2,1,1,5,9,1,1
10434,1,1,1,0,7,1,1
10435,1,1,2,4,2,1,1
10436,1,1,3,5,5,0,1
10437,2,1,2,3,5,1,1
10438,1,1,1,2,5,0,1
10439,2,1,2,2,3,1,1
10440,2,1,2,2,3,0,2
10441,1,2,1,8,3,0,2
10442,1,1,1,0,4,1,3
10443,2,1,1,1,3,0,1
10444,2,1,4,1,4,0,2
10445,1,1,2,1,5,1,1
10446,1,1,3,4,2,0,2
10447,2,1,2,4,1,0,2
10448,2,1,1,0,5,1,1
10449,2,1,4,3,2,0,2
10450,2,1,1,3,8,0,2
10451,2,2,1,1,2,0,2
10452,2,2,1,0,3,1,3
10453,2,1,2,2,4,1,1
10454,1,1,3,0,3,1,1
10455,1,1,4,0,1,0,1
10456,1,1,5,0,1,0,2
10457,2,1,2,1,1,0,1
10458,1,1,4,3,2,1,1
10459,2,1,1,1,1,0,2
10460,2,1,3,2,1,1,1
10461,2,1,3,2,1,1,3
10462,2,1,1,3,3,0,1
10463,1,1,2,1,5,1,1
10464,1,1,1,4,6,1,1
10465,2,1,1,0,1,1,1
10466,1,2,3,1,4,0,2
10467,1,1,3,1,2,1,2
10468,1,1,4,2,9,1,1
10469,2,1,3,0,4,1,1
10470,2,1,1,5,5,0,2
10471,1,3,4,0,7,0,2
10472,2,1,4,0,2,1,1
10473,2,5,2,2,3,1,1
10474,1,2,1,0,2,0,2
10475,1,1,1,1,4,0,2
10476,2,1,1,1,5,1,1
10477,1,1,1,1,2,0,1
10478,2,1,4,6,3,0,2
10479,2,1,1,4,8,0,1
10480,1,1,1,2,6,1,3
10481,2,2,5,0,1,1,1
10482,2,8,1,0,1,0,1
10483,2,1,1,1,5,0,2
10484,2,1,1,2,7,0,1
10485,2,4,1,0,5,1,1
10486,1,2,5,2,2,1,2
10487,2,1,2,0,3,1,1
10488,1,1,1,4,4,1,1
10489,2,1,2,3,1,1,1
10490,2,1,3,3,4,0,1
10491,1,2,1,6,9,0,1
10492,2,1,1,0,1,0,1
10493,1,2,4,3,6,1,1
10494,2,1,4,2,2,1,3
10495,1,2,4,5,3,1,1
10496,1,4,2,2,4,1,1
10497,2,5,5,2,2,0,2
10498,2,2,2,5,3,1,1
10499,1,1,1,4,2,1,1
10500,1,1,4,5,2,0,1
10501,1,1,2,3,3,0,1
10502,1,1,1,2,4,0,2
10503,1,6,1,4,3,0,2
10504,2,8,5,0,5,0,2
10505,2,1,1,3,5,0,1
10506,1,1,1,0,2,1,1
10507,1,2,1,0,6,1,1
10508,1,1,3,2,1,0,1
10509,2,2,5,2,4,1,3
10510,2,1,1,0,1,0,2
10511,1,1,1,2,9,0,2
10512,1,1,3,1,2,0,2
10513,1,2,2,2,2,1,1
10514,1,5,5,1,4,1,3
10515,2,8,2,2,5,1,2
10516,1,1,1,4,4,0,2
10517,1,1,1,5,5,1,1
10518,2,9,4,1,7,0,1
10519,1,3,4,6,5,1,1
10520,2,2,2,1,3,0,2
10521,2,9,3,3,4,0,1
10522,2,2,2,2,2,0,1
10523,1,1,1,4,4,0,1
10524,1,1,4,5,5,1,1
10525,2,9,1,4,3,1,1
10526,2,1,2,0,6,1,3
10527,1,1,3,3,3,0,1
10528,1,2,5,2,4,0,2
10529,1,2,3,1,6,1,1
10530,2,4,2,7,7,1,3
10531,2,1,1,1,5,0,2
10532,2,2,4,0,4,1,1
10533,1,7,3,2,3,0,3
10534,2,7,3,2,5,0,2
10535,1,1,2,2,2,0,2
10536,1,1,1,3,3,0,2
10537,1,7,1,2,1,0,1
10538,2,1,2,2,7,0,3
10539,2,1,2,2,4,1,1
10540,1,1,1,3,4,0,1
10541,2,2,2,4,2,1,1
10542,2,1,1,1,1,1,1
10543,2,1,4,4,3,1,1
10544,1,1,1,5,7,0,2
10545,2,1,1,1,6,1,1
10546,2,1,1,3,5,0,1
10547,1,2,4,3,1,0,2
10548,2,1,1,2,1,1,1
10549,2,1,1,3,4,1,2
10550,1,1,2,0,3,1,1
10551,1,2,3,2,5,0,3
10552,2,9,3,2,4,0,3
10553,2,4,4,2,3,0,2
10554,1,2,2,6,4,0,1
10555,1,1,4,3,3,0,2
10556,2,1,3,2,3,1,2
10557,1,2,1,5,3,1,3
10558,1,2,2,0,6,0,1
10559,1,2,3,0,4,0,2
10560,1,1,1,2,7,0,1
10561,2,1,1,1,2,1,1
10562,1,1,1,0,10,0,3
10563,2,1,3,3,3,1,1
10564,1,1,1,4,4,1,1
10565,1,1,1,3,1,1,1
10566,2,1,1,2,4,1,2
10567,2,1,2,2,7,1,1
10568,1,1,2,1,1,0,2
10569,2,1,2,3,3,1,1
10570,2,1,2,2,7,1,3
10571,2,1,3,1,4,0,2
10572,2,8,3,0,1,1,1
10573,2,1,2,2,9,0,3
10574,2,6,4,2,4,0,2
10575,2,2,5,0,2,1,1
10576,2,1,3,0,2,0,2
10577,1,1,1,0,2,1,1
10578,2,4,3,1,2,0,2
10579,1,6,4,2,5,0,2
10580,1,3,1,5,2,0,1
10581,1,1,3,9,2,1,1
10582,2,1,3,2,4,1,2
10583,2,2,3,2,4,1,1
10584,1,1,1,3,3,0,2
10585,1,9,2,3,5,1,1
10586,1,8,5,2,5,0,2
10587,1,1,1,4,6,0,1
10588,1,1,1,6,3,1,1
10589,2,1,1,3,3,0,2
10590,1,1,1,5,5,1,3
10591,1,1,3,3,4,0,2
10592,1,1,1,5,2,1,1
10593,1,1,1,2,2,1,1
10594,1,2,1,9,4,1,1
10595,1,8,1,3,7,1,1
10596,2,1,1,5,4,1,1
10597,2,4,4,5,4,1,1
10598,1,1,5,1,1,0,2
10599,1,1,1,0,4,1,1
10600,2,1,1,6,2,0,2
10601,1,2,3,2,9,1,1
10602,1,1,1,1,2,1,1
10603,1,1,1,3,8,1,1
10604,2,2,1,4,6,0,3
10605,2,1,2,0,3,0,1
10606,2,1,2,2,4,0,1
10607,1,1,1,0,5,0,2
10608,1,1,3,0,5,0,1
10609,1,1,3,2,2,1,1
10610,2,1,1,1,8,0,2
10611,2,1,1,0,4,0,2
10612,2,2,2,4,7,1,2
10613,1,5,1,7,2,1,1
10614,2,7,1,2,9,0,1
10615,1,1,1,2,8,1,3
10616,1,1,2,0,6,0,1
10617,2,9,1,2,3,1,1
10618,1,1,2,3,2,1,1
10619,1,8,3,2,2,0,1
10620,1,2,3,5,6,0,1
10621,1,2,4,5,3,0,2
10622,2,1,1,1,4,1,1
10623,1,1,3,2,3,1,2
10624,2,7,1,5,6,0,1
10625,2,1,5,4,1,1,1
10626,1,2,1,2,7,1,1
10627,2,1,3,0,1,0,1
10628,1,1,2,0,3,0,2
10629,1,2,1,2,4,0,1
10630,2,5,2,4,3,1,1
10631,2,1,2,7,1,0,1
10632,2,1,5,1,5,1,1
10633,2,2,2,0,2,1,1
10634,2,1,4,0,4,1,1
10635,2,9,3,5,5,1,2
10636,1,1,5,4,2,1,2
10637,2,1,5,0,1,0,2
10638,2,1,1,0,1,1,1
10639,2,1,5,0,1,0,1
10640,1,1,2,0,1,1,3
10641,2,2,2,6,2,0,1
10642,2,2,2,5,2,0,1
10643,1,1,5,1,3,1,2
10644,2,1,1,3,4,0,1
10645,2,1,1,2,11,1,1
10646,2,1,1,3,2,1,1
10647,2,1,2,3,2,1,1
10648,2,1,5,2,3,1,2
10649,2,1,4,6,3,0,1
10650,1,2,2,1,12,0,3
10651,1,2,5,1,5,1,1
10652,1,9,2,4,4,0,1
10653,1,1,1,1,7,0,2
10654,1,1,1,5,10,0,1
10655,1,1,2,6,5,0,1
10656,2,1,3,2,3,0,1
10657,2,6,1,1,1,0,2
10658,2,2,1,1,5,0,2
10659,2,1,1,8,7,0,1
10660,1,2,2,6,4,0,2
10661,1,4,1,3,5,1,3
10662,2,7,1,1,1,1,1
10663,2,1,1,0,2,1,1
10664,1,1,2,3,5,1,1
10665,2,1,1,2,3,0,2
10666,1,2,4,0,4,1,1
10667,2,2,5,4,2,0,2
10668,2,8,3,1,2,0,2
10669,2,2,2,0,2,0,1
10670,1,1,1,1,11,0,1
10671,2,3,6,9,10,1,1
10672,2,9,3,2,1,0,2
10673,2,7,2,2,9,1,1
10674,1,1,5,0,5,1,1
10675,2,1,2,2,5,1,1
10676,2,6,5,4,4,1,2
10677,1,1,1,2,7,1,1
10678,2,1,4,3,4,1,1
10679,2,1,5,0,2,0,2
10680,1,1,2,1,4,1,1
10681,2,1,3,3,4,0,1
10682,2,1,1,2,4,1,2
10683,2,2,6,2,4,1,1
10684,2,2,1,3,7,1,3
10685,1,1,2,2,3,1,1
10686,1,9,4,1,3,1,1
10687,2,2,4,2,3,1,1
10688,2,2,5,4,4,0,2
10689,1,2,2,7,4,1,1
10690,1,3,5,3,3,1,1
10691,2,1,4,3,5,0,1
10692,1,1,5,4,4,1,1
10693,1,1,5,1,4,1,1
10694,2,1,1,0,3,0,1
10695,2,1,5,3,4,0,2
10696,1,1,1,2,3,0,3
10697,2,1,5,1,2,0,2
10698,2,1,1,0,1,1,1
10699,1,4,4,4,3,1,2
10700,2,1,1,4,2,0,1
10701,1,1,2,0,2,1,1
10702,2,1,1,1,4,1,1
10703,1,6,2,1,4,1,1
10704,1,1,2,2,4,1,1
10705,1,1,1,0,3,1,1
10706,1,1,2,5,5,1,1
10707,2,1,1,4,4,0,1
10708,2,1,1,6,5,0,2
10709,1,1,4,0,4,1,1
10710,2,1,3,0,1,1,1
10711,2,1,2,5,5,0,1
10712,1,1,4,6,4,0,2
10713,2,2,3,2,4,0,1
10714,2,1,3,1,4,0,2
10715,2,7,1,3,6,0,1
10716,1,1,1,1,4,0,2
10717,1,1,1,2,2,0,3
10718,2,1,1,1,3,0,2
10719,1,1,4,0,4,1,2
10720,1,1,3,6,10,0,1
10721,2,1,4,0,3,1,1
10722,1,1,1,2,10,0,3
10723,1,1,1,2,2,1,1
10724,1,1,1,2,6,0,1
10725,1,4,2,5,5,0,1
10726,1,1,1,0,4,1,1
10727,1,9,3,1,2,1,1
10728,2,1,2,1,5,1,2
10729,2,1,2,6,2,1,3
10730,1,2,1,1,1,0,1
10731,2,8,5,6,6,1,1
10732,2,2,3,5,2,1,1
10733,1,1,5,2,3,1,2
10734,2,3,1,1,6,1,1
10735,2,1,3,0,1,0,1
10736,2,1,2,0,2,0,1
10737,1,1,4,7,5,0,1
10738,2,1,2,5,4,1,3
10739,1,5,3,8,2,1,1
10740,2,1,3,0,4,1,2
10741,2,6,1,4,2,1,1
10742,2,1,3,6,5,1,3
10743,1,1,5,4,3,1,2
10744,1,1,5,3,6,1,1
10745,2,2,1,6,5,0,2
10746,2,1,2,1,3,1,1
10747,2,2,1,3,4,1,3
10748,2,9,2,3,5,0,1
10749,2,1,1,0,3,1,3
10750,1,7,2,1,3,0,1
10751,1,1,1,3,1,0,1
10752,1,1,1,3,3,0,2
10753,2,4,2,2,6,1,1
10754,1,1,1,1,3,0,2
10755,2,8,1,2,9,0,1
10756,2,2,1,5,6,0,3
10757,2,2,1,3,3,0,2
10758,1,1,3,6,8,1,1
10759,2,1,1,3,7,0,1
10760,2,1,4,4,5,0,2
10761,2,1,3,6,2,0,2
10762,2,1,4,1,1,0,2
10763,1,1,1,1,2,0,2
10764,1,2,3,2,3,1,1
10765,2,1,2,7,3,0,1
10766,2,8,5,2,5,0,1
10767,1,2,2,1,2,0,1
10768,1,1,3,2,4,1,2
10769,2,1,1,1,3,0,1
10770,1,1,1,2,5,1,1
10771,1,1,1,6,9,0,1
10772,1,1,5,6,9,0,1
10773,1,1,5,2,4,1,2
10774,1,1,3,3,8,0,1
10775,1,1,3,4,1,0,1
10776,2,1,3,2,1,0,1
10777,1,1,1,0,7,1,1
10778,2,1,1,0,1,1,1
10779,1,1,1,2,9,0,1
10780,2,2,3,3,4,1,2
10781,1,1,1,9,3,1,3
10782,1,1,1,2,2,0,1
10783,2,2,2,2,2,1,1
10784,1,9,4,1,3,1,1
10785,1,8,2,2,1,1,1
10786,2,5,1,0,1,0,1
10787,2,1,4,1,1,0,1
10788,2,1,1,1,4,1,1
10789,1,2,1,2,4,1,1
10790,2,8,1,0,1,0,1
10791,2,1,1,2,9,1,1
10792,1,5,3,3,4,0,1
10793,1,1,1,1,4,0,2
10794,1,2,1,2,6,1,1
10795,2,1,1,1,2,0,2
10796,1,2,3,5,4,0,2
10797,2,1,1,1,7,1,3
10798,2,1,5,0,1,0,1
10799,2,1,2,6,4,1,1
10800,2,1,1,1,4,1,1
10801,1,1,4,4,3,1,1
10802,1,1,2,4,1,1,3
10803,2,1,1,6,10,1,3
10804,1,4,4,1,5,1,3
10805,1,9,1,1,5,0,2
10806,1,2,1,1,5,1,1
10807,2,2,5,0,1,1,1
10808,1,1,2,4,1,0,1
10809,2,1,3,4,1,1,3
10810,2,1,3,1,3,0,2
10811,1,1,4,2,4,1,1
10812,2,1,1,2,5,0,1
10813,2,2,4,3,4,1,1
10814,1,1,1,6,7,1,1
10815,1,1,1,2,4,0,2
10816,2,1,1,3,3,0,2
10817,2,1,2,0,6,0,3
10818,1,1,5,5,6,0,1
10819,2,2,3,0,2,0,2
10820,1,8,1,3,9,0,1
10821,2,3,1,1,2,1,1
10822,2,1,1,2,3,1,1
10823,2,1,1,3,3,1,1
10824,2,7,1,2,4,0,1
10825,2,2,2,0,2,0,3
10826,2,1,1,6,5,0,2
10827,1,1,3,5,4,1,1
10828,1,1,6,3,5,1,1
10829,2,1,5,0,1,1,1
10830,1,1,2,5,1,0,1
10831,2,1,2,0,1,0,2
10832,1,1,3,5,3,1,1
10833,1,1,1,6,5,0,2
10834,2,2,1,1,4,0,3
10835,1,1,5,4,3,0,2
10836,2,1,5,1,2,0,2
10837,1,1,3,3,4,1,1
10838,2,1,3,2,3,0,2
10839,2,1,1,0,1,0,1
10840,1,2,4,2,4,1,2
10841,1,1,1,3,4,0,3
10842,2,1,4,1,2,0,1
10843,2,9,3,0,4,0,2
10844,1,1,1,3,3,0,2
10845,1,1,1,2,2,1,1
10846,1,8,2,0,6,1,1
10847,1,1,2,2,4,0,2
10848,1,1,1,3,2,0,3
10849,2,1,1,4,1,0,2
10850,1,1,1,3,9,0,1
10851,1,2,3,1,4,1,2
10852,1,1,2,1,3,0,2
10853,2,2,1,4,12,1,1
10854,2,1,4,0,4,1,1
