SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,AGEP,HOUSING_TYPE,DVET,DEYE
1,6,2,2,8,10,51,1,N,2
2,6,1,1,0,5,30,1,N,2
1,1,1,2,7,8,3,1,N,2
1,1,2,1,2,3,44,1,N,2
2,6,1,1,0,10,17,1,N,2
2,6,9,1,6,9,77,1,N,2
2,4,8,1,3,9,63,1,N,1
2,6,9,2,4,7,62,1,N,2
2,6,2,1,N,3,3,2,N,2
1,6,1,1,2,12,7,1,N,2
1,3,2,1,9,7,68,1,N,2
2,4,1,2,1,1,39,1,N,2
1,2,1,1,9,7,30,1,N,2
2,1,2,1,N,5,31,1,N,2
2,1,1,2,9,4,31,1,N,2
1,6,1,2,9,3,62,3,N,2
2,4,1,0,8,1,80,1,N,2
1,6,1,1,2,5,18,1,N,2
1,6,8,1,3,N,3,1,N,2
2,1,3,1,0,6,70,1,N,2
2,N,1,2,0,8,24,1,N,2
2,1,2,2,N,5,46,2,N,2
1,1,1,1,4,9,32,1,N,2
1,6,1,1,N,9,50,1,N,2
1,N,1,2,7,3,25,1,N,2
2,6,2,1,5,11,70,1,N,2
1,2,1,1,6,3,64,1,N,2
1,6,2,2,N,N,63,1,N,2
2,6,2,1,3,5,16,1,N,2
1,1,1,1,5,8,62,1,N,2
1,6,1,1,N,10,49,1,N,2
2,1,2,1,0,7,53,3,N,2
1,1,2,1,8,4,28,1,N,2
1,3,1,1,0,7,54,1,N,2
2,1,2,2,3,5,40,1,N,2
2,6,2,1,2,12,58,1,N,2
2,4,2,1,N,9,70,1,N,2
2,1,2,1,1,5,60,1,N,2
2,N,6,2,5,3,60,1,N,2
1,1,1,1,3,10,68,1,N,2
2,6,6,2,N,10,27,1,5,2
1,6,1,1,9,7,57,1,N,2
2,1,2,1,0,7,56,1,N,2
2,6,3,1,6,2,57,1,N,2
1,6,2,0,9,10,20,1,N,2
1,N,9,0,4,9,15,1,N,2
1,1,1,2,N,5,55,1,N,2
1,6,2,2,N,7,15,1,N,2
2,N,1,2,8,8,87,1,N,2
1,1,2,2,N,4,55,1,N,2
2,2,1,2,4,3,39,1,N,2
2,6,8,2,7,1,29,2,N,2
2,1,1,1,8,8,35,1,N,2
1,6,2,1,7,10,86,1,N,2
1,6,1,1,0,3,0,1,N,2
2,1,1,1,8,2,12,1,N,2
2,6,2,2,5,10,60,1,N,2
2,1,6,1,N,9,42,1,N,2
1,6,1,1,1,6,62,1,N,2
1,6,1,1,6,8,42,1,N,2
2,N,1,2,N,9,12,1,N,2
1,3,1,1,7,3,8,1,N,2
2,6,2,0,N,7,77,2,N,2
1,1,1,2,3,5,25,1,N,2
2,6,2,1,6,9,65,1,N,2
2,6,1,1,3,5,11,1,N,2
1,4,1,1,N,7,27,1,N,2
2,1,9,1,N,9,32,1,N,2
2,N,1,1,1,3,42,1,N,2
2,1,6,1,0,9,15,1,N,2
2,3,1,2,1,3,38,1,N,2
1,6,1,2,9,7,67,1,N,2
2,1,1,1,6,10,26,3,N,2
1,6,1,2,3,5,2,1,N,2
2,6,6,1,2,9,16,1,N,2
1,6,1,1,2,N,70,1,N,2
1,1,2,1,8,9,41,1,N,2
2,6,1,1,8,4,39,1,N,2
1,6,1,2,2,5,22,1,N,2
2,1,1,1,N,9,5,1,N,2
1,4,9,1,2,12,50,1,N,2
1,1,1,2,3,6,26,1,N,2
2,6,1,1,N,9,67,1,N,1
2,6,1,1,8,N,26,1,N,2
2,6,1,1,0,6,35,1,N,2
2,N,6,2,N,6,19,3,N,2
2,N,6,1,8,9,13,1,N,2
2,5,1,2,8,9,2,1,N,2
1,1,2,2,4,11,13,1,N,2
1,1,6,1,N,3,41,1,N,2
1,1,2,0,1,3,48,1,N,1
2,1,6,2,1,8,20,1,N,2
2,1,2,1,0,7,54,1,N,2
1,N,1,2,7,9,71,1,N,2
2,6,1,2,3,7,1,1,N,2
2,N,1,2,3,1,21,1,N,2
1,6,1,2,7,7,67,1,N,2
1,1,6,2,3,9,34,1,N,2
1,6,2,1,3,9,1,1,N,2
1,6,2,1,9,3,15,1,N,2
2,4,1,2,1,7,35,1,N,2
1,6,1,2,6,9,74,1,N,2
1,6,6,1,3,5,37,1,N,2
2,N,6,0,N,8,52,1,N,2
2,6,5,2,7,4,29,1,N,2
1,6,1,1,N,11,65,1,N,2
2,4,9,1,6,3,54,1,N,2
1,6,1,2,1,9,65,1,N,2
1,3,6,2,9,N,73,1,N,2
1,1,1,1,N,5,28,1,N,2
1,2,6,2,8,8,0,1,N,2
1,6,1,1,8,7,70,1,N,2
1,2,1,2,7,3,5,1,N,2
2,3,2,1,8,9,37,1,N,2
1,6,2,2,2,7,39,1,N,2
1,6,1,1,2,3,46,1,N,2
2,1,1,1,2,3,6,1,N,2
2,1,1,2,N,10,67,1,N,2
2,6,2,1,N,5,75,1,N,2
2,N,2,1,4,8,50,1,N,2
1,1,1,2,0,9,34,1,N,2
2,1,1,2,1,10,54,1,N,2
2,6,1,1,0,9,24,1,N,2
1,6,8,1,4,5,53,1,N,2
1,4,1,2,1,4,37,1,N,2
2,3,2,1,3,7,45,1,N,1
2,N,1,1,0,5,34,1,N,2
1,6,1,1,9,9,67,1,N,2
1,6,2,2,5,10,39,1,N,2
2,1,9,1,0,10,51,1,N,2
2,6,3,2,2,9,74,1,N,2
2,N,1,2,2,4,17,1,N,2
1,N,1,2,N,3,64,1,N,2
2,1,3,1,6,7,62,1,N,2
1,6,1,1,9,10,64,1,N,2
1,1,6,1,4,1,65,1,N,2
1,4,2,0,0,5,42,1,N,2
2,1,1,1,6,10,74,1,N,2
1,1,2,2,7,9,13,1,N,2
1,1,1,1,1,5,10,3,N,2
2,6,1,2,7,6,47,1,2,2
1,2,6,1,9,9,60,1,N,2
2,1,8,2,0,10,36,1,N,2
1,1,1,1,0,11,54,1,N,2
1,6,1,1,2,10,44,1,N,2
2,1,3,2,N,7,48,1,N,2
2,6,1,1,3,9,72,1,N,2
2,6,2,2,2,6,41,1,N,2
1,N,6,2,1,10,10,1,N,1
1,N,1,2,0,5,57,1,N,2
1,6,1,2,N,11,52,1,N,2
1,1,1,1,1,5,51,1,N,2
2,1,1,2,0,7,73,1,N,2
1,4,1,2,7,7,28,1,N,2
2,6,6,1,1,10,24,2,N,2
1,1,1,1,2,5,67,1,N,2
2,3,1,1,9,12,31,1,N,2
1,5,1,2,N,10,64,1,N,2
2,N,3,1,7,9,4,1,N,2
2,6,6,1,0,10,70,1,N,2
1,6,2,1,9,3,4,1,N,1
1,1,2,1,3,9,14,1,N,2
2,3,1,1,N,4,31,1,N,2
2,1,2,2,7,9,44,1,N,2
1,1,1,1,0,9,15,1,N,2
2,6,1,1,0,8,14,1,N,2
2,1,1,1,9,2,70,3,5,2
1,6,1,1,0,5,42,1,N,2
2,1,1,1,7,4,48,1,4,2
2,1,1,2,2,3,78,1,N,2
2,6,1,1,0,3,9,1,N,2
1,1,1,1,9,11,20,1,N,2
2,1,1,2,4,5,69,3,N,2
2,N,1,2,N,2,7,1,N,2
1,6,2,1,7,7,25,1,N,2
2,6,2,1,7,10,45,1,N,2
2,6,1,2,1,5,21,1,N,2
1,6,1,2,5,6,75,1,N,2
1,1,1,2,N,11,21,1,N,2
2,5,9,0,1,10,19,1,N,2
1,6,1,2,2,7,12,1,N,2
2,6,2,2,9,7,44,1,N,2
2,1,2,2,0,9,6,1,N,2
2,1,6,1,9,11,59,1,N,2
1,1,8,0,8,7,36,1,N,2
1,1,1,1,8,10,20,1,N,2
2,6,1,1,2,6,74,1,N,2
2,6,1,0,6,5,66,1,N,2
2,4,6,1,N,9,23,1,N,2
2,1,1,1,9,10,41,1,N,2
1,1,1,1,0,9,17,1,N,2
1,1,1,1,9,9,62,1,N,2
2,N,2,1,7,11,63,1,N,2
1,4,8,1,9,5,51,1,N,2
2,1,1,2,0,5,46,1,N,2
1,1,2,2,1,9,45,1,N,2
1,N,6,1,0,7,68,1,N,2
2,N,9,1,2,9,33,1,N,2
1,N,2,2,N,7,30,1,N,2
2,6,8,2,7,5,37,1,N,2
1,1,2,1,9,5,45,1,N,2
1,5,6,2,2,7,55,1,N,2
2,N,8,2,8,7,9,1,N,2
1,1,1,1,N,9,12,1,N,2
2,1,1,1,4,6,22,1,N,2
1,3,3,0,2,6,34,1,N,2
1,6,2,2,N,5,32,1,N,2
2,N,1,1,4,1,22,1,5,2
2,6,1,2,4,11,64,1,N,2
2,6,1,1,9,2,80,1,N,2
1,1,2,1,3,3,81,1,N,2
1,6,1,2,7,1,58,1,N,2
2,4,2,1,N,9,6,1,N,2
1,3,6,2,0,3,31,1,N,2
2,6,1,2,1,12,53,1,N,2
1,1,2,1,1,7,60,1,N,2
2,N,3,2,6,9,7,1,N,2
2,1,2,1,1,7,61,1,N,2
2,6,2,2,2,9,18,1,N,2
1,1,1,1,9,9,19,1,N,2
2,3,2,2,9,9,26,1,N,2
2,4,1,1,3,3,59,1,N,2
2,N,2,2,3,7,28,1,N,2
2,6,1,1,1,4,29,1,N,2
2,1,1,1,N,9,10,1,N,2
1,6,1,1,4,7,17,1,N,2
2,1,1,2,8,9,70,1,N,2
2,1,6,1,0,9,49,1,N,2
2,6,1,1,0,12,52,1,N,2
1,6,1,1,0,2,58,1,N,2
1,6,1,1,5,10,48,1,N,2
2,1,1,2,7,5,52,3,N,2
1,4,1,1,9,7,59,1,N,2
1,6,1,1,6,9,41,1,N,2
2,6,1,2,4,8,43,1,N,2
1,6,1,1,5,3,75,1,N,2
2,N,6,0,8,5,61,1,N,2
2,1,1,1,6,10,72,1,N,2
2,1,1,2,N,9,29,1,N,2
1,1,1,1,9,7,29,1,N,2
1,N,2,1,1,7,25,1,N,2
2,1,1,2,0,9,63,1,N,2
2,6,2,0,9,5,18,1,N,2
1,6,8,2,1,7,42,1,N,2
1,1,2,1,8,4,68,1,N,2
2,1,2,1,4,9,79,1,N,2
2,1,1,1,9,3,57,1,N,2
1,1,1,1,7,10,31,1,N,2
2,1,9,1,1,3,52,1,N,2
1,N,2,1,9,9,72,1,N,2
1,5,2,2,7,7,55,1,N,2
2,1,3,1,6,9,27,1,N,2
1,6,8,1,0,5,84,1,N,2
1,N,2,1,N,5,14,1,N,2
2,6,1,1,9,10,4,1,N,2
1,6,1,2,7,5,38,1,N,2
2,6,1,1,3,1,42,1,N,2
2,1,2,2,4,4,46,1,N,2
1,6,2,1,4,9,42,1,N,2
2,N,1,2,N,12,54,1,N,2
2,3,1,1,1,7,8,1,N,2
2,1,1,1,0,9,62,1,N,2
2,3,1,1,2,N,50,1,N,2
2,1,1,1,3,3,9,1,N,2
2,N,1,2,3,7,41,1,N,2
2,1,2,2,N,5,49,1,N,2
2,N,1,2,1,8,0,1,N,2
2,6,1,1,8,9,41,1,N,2
2,1,1,1,0,2,10,1,N,2
1,6,1,1,9,7,28,1,N,2
1,6,1,2,3,4,15,1,N,2
2,1,2,1,N,9,30,1,N,2
2,1,1,2,7,10,9,1,N,2
2,6,1,2,9,7,47,1,N,2
1,N,9,1,9,7,56,1,N,2
2,6,6,2,4,11,1,1,N,2
2,N,8,2,N,5,55,1,N,2
1,6,1,2,0,9,41,1,N,2
1,N,2,2,N,9,39,1,N,2
1,6,1,1,3,9,16,1,N,2
2,4,2,1,0,3,21,1,N,2
2,5,1,1,5,9,55,1,N,2
1,6,2,1,0,12,75,1,N,2
2,6,1,2,8,8,18,1,N,2
2,1,1,1,7,7,29,1,N,2
1,1,2,2,1,2,81,1,N,2
2,6,6,1,6,3,13,1,N,2
2,6,1,2,9,7,25,1,N,2
2,1,5,2,8,12,31,1,N,2
2,6,6,1,3,5,43,1,N,2
2,4,1,2,1,3,46,1,N,2
2,N,1,1,7,9,28,1,N,2
1,1,1,1,N,9,37,1,N,2
2,6,1,1,0,10,75,1,N,2
1,1,8,1,9,7,36,1,N,2
1,1,8,2,9,10,50,1,N,2
2,6,1,2,9,7,12,1,N,2
1,1,2,1,3,7,67,1,N,2
1,1,1,1,6,3,58,1,N,2
2,4,6,1,N,7,36,1,N,2
2,1,1,1,6,4,55,1,N,2
1,3,1,1,4,10,60,1,N,1
2,N,1,1,9,9,65,1,N,2
2,N,1,0,0,5,20,1,N,2
2,1,1,1,7,9,21,1,N,2
2,N,2,1,7,8,39,3,N,2
1,6,6,0,2,7,75,1,N,2
2,1,1,2,3,2,55,1,N,2
1,1,1,2,0,8,72,1,N,2
2,1,9,2,0,8,56,1,N,2
2,1,2,1,4,9,19,1,N,2
1,1,2,2,8,9,29,1,N,2
2,6,1,2,2,3,25,3,N,1
1,6,1,1,0,7,46,1,N,2
2,6,9,1,7,10,10,1,N,2
1,1,1,2,9,10,29,1,N,2
2,6,6,0,1,9,10,1,N,1
2,1,1,2,8,11,3,1,N,2
2,1,1,1,7,3,20,1,N,2
2,1,1,2,N,N,10,1,N,2
1,6,1,2,5,11,24,1,N,2
2,6,9,0,2,7,67,1,N,2
1,6,2,1,2,1,70,1,N,2
1,1,2,2,1,7,32,1,N,2
1,6,1,1,9,5,28,1,N,2
2,N,1,2,9,10,29,1,N,2
1,6,1,2,7,4,71,1,N,2
2,3,2,2,5,5,1,1,N,2
2,N,3,1,N,6,42,1,N,2
1,6,1,1,0,12,47,1,N,2
2,6,2,0,5,7,48,1,N,2
1,6,1,0,9,9,42,1,4,2
1,6,1,2,2,6,22,1,N,2
2,1,2,1,N,4,23,1,N,2
1,4,2,2,3,3,50,1,N,2
1,1,1,1,8,7,40,1,N,2
1,1,1,1,3,5,80,1,N,2
2,6,6,2,3,9,29,1,N,2
2,1,1,1,N,2,22,1,N,2
2,1,1,1,9,9,36,1,N,2
2,1,2,1,0,3,11,3,N,2
1,6,9,1,7,9,60,1,N,2
1,6,1,2,9,5,54,1,N,2
1,N,3,1,7,2,71,1,N,2
1,6,1,1,0,3,43,2,N,2
2,1,1,1,5,9,24,1,N,2
2,1,2,1,1,5,5,1,N,2
1,N,1,1,3,7,81,1,N,2
1,6,9,2,7,3,52,1,N,2
2,N,1,2,5,5,9,1,N,2
1,1,2,2,9,8,18,1,N,2
1,6,2,1,9,5,36,1,N,2
1,1,1,1,3,9,0,1,N,2
2,6,1,2,N,3,19,1,N,2
2,4,8,2,6,6,62,1,N,2
1,4,1,1,9,N,64,1,N,2
1,6,1,2,8,9,24,1,5,2
1,3,6,1,2,4,47,1,N,2
2,6,1,1,0,6,62,1,N,2
1,6,2,1,6,N,85,3,N,2
1,N,1,1,3,N,47,1,2,2
2,4,2,1,5,5,66,1,N,2
1,6,9,2,N,10,74,1,N,2
1,N,1,1,7,11,21,1,N,2
1,6,2,2,5,9,49,1,N,2
1,4,1,1,0,4,28,1,N,2
1,6,1,2,3,9,37,1,N,2
1,1,1,2,9,5,50,1,N,2
2,1,1,1,2,7,22,1,N,2
1,6,1,1,5,10,57,1,N,2
2,N,1,2,8,9,51,1,N,2
2,6,1,1,0,5,63,1,N,2
2,6,2,2,3,5,25,1,N,2
2,6,8,2,0,7,29,1,N,2
2,1,1,1,5,3,32,1,N,2
2,1,2,1,3,7,41,1,N,2
2,6,1,2,7,5,10,1,N,2
2,1,2,0,6,10,64,1,N,2
2,1,1,2,2,7,53,1,N,2
2,1,1,1,5,9,11,1,N,2
2,N,6,2,3,4,63,1,N,2
1,6,1,1,7,10,14,1,N,2
2,6,2,1,8,8,67,1,N,2
1,1,1,1,4,12,77,1,N,2
2,2,1,1,9,3,48,1,N,1
1,3,2,1,0,1,28,1,N,2
1,1,8,0,N,4,44,1,N,2
2,1,1,2,N,12,10,1,N,2
1,3,2,1,8,7,32,1,N,2
2,6,2,2,1,8,64,1,N,2
2,N,2,1,3,N,9,1,N,2
1,6,6,2,0,2,20,1,N,2
2,6,8,1,6,5,18,1,N,2
2,1,1,1,0,9,42,1,N,2
2,N,1,1,5,7,53,1,N,2
2,2,1,2,5,5,32,1,N,2
1,1,9,1,8,2,83,1,N,2
1,6,1,1,2,7,30,1,N,2
1,6,1,2,7,7,9,1,N,2
1,1,1,2,5,3,45,3,N,2
2,N,2,2,N,9,11,1,N,2
1,6,1,1,5,9,29,1,N,2
1,1,1,1,7,4,15,1,N,2
1,3,1,1,4,7,42,1,N,2
1,6,1,0,9,2,38,1,N,2
1,6,1,1,N,9,36,1,N,2
1,1,2,2,0,4,42,1,N,2
2,2,2,2,5,11,71,1,N,2
2,6,1,1,3,7,51,1,N,2
2,N,1,2,N,7,81,1,N,2
2,1,1,0,4,7,58,1,N,2
1,6,2,2,N,11,66,1,N,2
2,1,1,1,0,10,88,3,N,2
2,N,2,1,4,3,13,1,N,2
1,2,1,1,8,9,26,1,N,2
2,6,2,1,0,3,49,1,N,2
2,1,2,1,4,5,26,1,N,2
2,N,1,2,4,5,4,1,N,2
2,6,3,1,N,4,25,1,N,2
2,6,1,2,9,10,45,1,N,2
1,1,1,1,N,11,48,1,N,2
2,1,1,1,0,3,48,1,N,2
2,N,6,1,8,4,7,1,N,2
1,1,1,2,2,10,33,1,N,2
1,1,1,1,9,9,53,1,N,2
2,1,2,2,0,3,26,1,N,2
2,6,1,1,7,9,5,1,4,2
2,N,3,1,0,5,20,1,N,2
2,N,6,2,8,4,55,2,N,2
1,N,1,1,9,10,53,1,N,2
1,1,1,1,9,3,66,1,N,2
1,1,1,2,0,5,77,1,N,2
2,N,1,1,8,10,35,1,N,2
1,6,2,1,0,1,70,1,N,2
2,1,1,1,7,4,36,1,N,2
1,N,1,2,N,3,32,1,N,2
1,2,1,2,3,9,46,1,N,2
2,6,1,1,8,9,59,1,N,2
1,1,1,1,0,5,77,1,N,2
2,6,1,2,9,9,21,1,N,2
1,1,1,2,4,9,41,1,N,2
2,1,1,1,N,3,47,1,N,2
2,1,2,1,0,3,4,1,N,2
2,6,2,2,7,11,35,1,N,2
2,6,2,0,5,7,59,1,N,2
1,6,1,1,9,9,93,1,N,2
2,6,1,1,4,10,39,1,N,2
2,6,1,1,N,9,51,1,N,2
2,6,9,1,1,7,46,3,N,2
2,2,1,2,N,7,70,1,N,2
1,6,1,1,N,10,28,1,N,2
1,1,2,2,3,9,84,1,N,2
1,4,1,2,N,4,24,1,N,2
2,4,1,1,N,8,11,1,N,2
2,6,1,1,8,12,71,1,N,1
1,6,9,1,1,9,6,3,N,2
2,6,6,1,9,2,51,1,N,2
1,N,1,2,3,7,20,1,N,2
1,4,1,2,8,3,17,1,N,2
2,6,1,2,N,6,58,1,N,2
1,N,9,2,4,5,63,1,5,2
2,N,8,2,1,5,29,1,N,2
1,1,3,2,N,3,43,1,N,2
2,1,1,2,7,7,61,1,N,2
2,1,1,2,9,5,79,3,N,2
2,1,2,1,2,N,70,1,N,1
2,1,1,2,N,4,82,1,N,2
1,N,6,2,9,4,35,1,N,2
2,N,2,0,2,5,40,1,N,2
2,6,1,1,2,5,36,1,N,2
1,N,8,1,N,9,65,1,N,2
2,1,6,1,7,9,44,1,N,2
1,6,1,2,6,7,24,1,N,2
1,1,2,1,0,6,13,1,N,2
2,1,2,1,9,8,69,1,N,2
1,1,1,2,2,3,79,1,N,2
1,6,1,2,1,11,3,3,N,2
2,6,2,2,8,8,65,1,N,1
2,3,9,2,9,9,22,1,N,2
1,1,1,2,8,5,61,1,N,1
1,4,9,2,9,3,25,1,N,2
2,6,1,2,5,9,63,1,N,2
2,6,6,2,9,10,24,1,N,2
1,6,2,2,7,10,27,1,N,2
2,6,2,1,N,6,22,1,N,2
1,1,2,1,5,10,23,1,N,2
1,N,1,1,5,7,49,1,N,2
1,1,2,2,4,10,26,1,5,2
1,6,6,1,8,N,85,1,N,2
1,N,8,1,4,9,42,1,N,2
2,2,1,1,6,10,9,1,N,2
2,1,1,2,N,4,63,1,N,2
1,6,1,1,0,5,74,1,N,2
1,2,1,1,N,5,13,1,N,2
1,4,1,2,7,9,34,1,N,2
1,N,1,1,9,9,28,1,N,2
2,1,6,1,3,10,41,1,N,2
1,N,2,2,3,4,70,1,N,2
1,1,1,1,2,11,32,1,N,2
1,4,1,1,N,4,49,1,N,2
1,6,1,1,8,11,33,1,N,2
2,N,2,2,3,1,16,1,N,2
1,N,1,1,9,9,94,1,N,2
2,1,1,0,N,10,62,1,N,2
1,4,1,1,9,5,65,1,N,2
1,1,2,1,3,N,58,1,N,2
2,N,9,1,5,4,21,1,N,2
1,2,1,1,N,3,3,1,N,2
1,1,1,1,6,7,62,1,N,2
2,2,1,1,5,8,54,1,N,2
1,5,6,2,0,7,67,1,N,2
1,6,1,1,6,4,73,1,N,2
2,4,1,1,2,5,6,1,N,2
2,4,2,2,4,5,61,1,N,2
1,1,1,1,9,10,69,2,N,2
2,1,1,1,3,9,75,2,N,2
2,6,6,1,2,12,65,1,N,2
1,1,2,2,2,9,50,1,N,2
2,6,5,1,0,10,30,1,N,2
2,6,1,1,1,9,10,1,N,2
2,3,1,2,1,3,62,1,N,2
1,6,1,2,9,1,64,1,N,2
1,6,1,1,6,10,74,1,N,2
2,N,1,1,3,9,45,1,N,2
1,1,1,2,N,9,39,1,N,2
2,6,2,2,4,2,41,1,N,2
2,6,2,0,8,4,11,1,N,2
2,N,1,0,N,3,54,1,N,2
2,N,1,2,4,3,62,1,N,2
1,6,2,2,4,7,66,1,N,2
2,1,3,2,N,11,46,1,N,2
1,N,9,2,N,7,58,1,N,2
1,2,1,1,6,7,11,1,N,2
1,1,1,2,1,8,53,1,N,2
1,1,1,1,3,5,79,1,N,2
1,2,1,1,3,2,33,1,N,2
1,N,2,1,0,7,3,1,N,2
2,1,1,1,9,2,8,1,N,2
2,2,1,2,0,9,60,1,N,2
2,6,6,1,4,8,53,1,N,1
2,1,1,2,7,8,13,1,N,2
1,1,1,1,3,3,54,1,N,2
2,N,1,1,5,10,74,1,N,2
1,6,1,1,0,8,54,1,N,2
2,6,2,1,9,5,47,1,N,2
2,1,1,1,0,7,71,1,N,1
1,1,1,1,N,3,21,1,N,2
1,2,1,1,9,7,53,1,N,2
2,3,1,1,1,4,13,1,N,2
2,N,6,1,3,6,58,1,N,2
1,1,1,1,2,3,32,1,6,2
2,6,1,1,6,7,16,1,N,2
2,2,2,1,6,12,76,1,N,2
2,6,1,1,7,8,45,1,N,2
1,1,1,2,0,9,37,1,N,2
2,6,6,0,N,3,10,1,N,2
1,6,1,2,5,10,60,1,N,2
2,6,6,2,9,9,14,1,N,2
1,6,1,1,9,10,29,1,N,2
2,1,6,2,N,9,11,1,N,2
2,1,6,1,5,1,79,1,N,2
1,4,1,1,4,5,49,1,N,2
1,6,1,1,8,9,83,1,N,2
2,3,2,1,8,9,76,1,N,2
2,6,2,2,2,3,56,1,N,2
1,6,2,1,4,11,65,1,N,2
1,6,8,2,3,10,67,1,N,2
1,5,6,2,8,1,4,1,N,2
2,N,6,2,7,N,21,1,N,2
1,6,1,1,1,9,5,1,N,2
1,1,2,2,5,3,87,1,N,2
1,6,2,1,8,3,17,1,N,2
2,N,1,0,N,11,15,1,N,1
2,1,1,0,N,10,60,1,N,2
1,N,2,2,4,7,15,1,N,2
1,N,1,2,2,9,17,3,N,2
1,1,1,2,3,5,70,1,N,2
1,4,2,2,4,5,94,1,N,2
1,6,2,1,2,5,24,1,N,2
1,4,8,1,N,3,20,1,N,2
1,1,1,1,2,3,26,1,N,2
1,2,1,1,5,3,24,3,N,2
1,6,8,2,7,1,18,1,N,2
2,1,2,1,2,8,18,1,N,2
1,1,1,2,N,3,21,1,N,2
1,6,1,1,5,9,54,1,N,2
1,1,1,1,2,9,3,1,N,2
2,6,1,2,5,5,60,1,N,2
2,N,6,2,9,1,24,1,N,2
2,6,8,2,7,3,12,1,N,2
2,6,1,1,0,4,62,1,N,2
2,1,1,2,1,7,25,1,N,2
1,2,2,2,2,5,24,1,N,2
2,3,2,2,N,7,24,1,N,2
2,6,1,1,8,3,75,1,N,2
1,4,2,1,8,3,1,1,N,2
1,N,2,1,8,7,77,1,N,2
1,6,2,1,N,7,9,1,N,2
1,1,1,2,7,1,59,3,5,2
1,1,9,2,0,3,28,1,N,2
2,6,1,2,8,10,26,1,N,2
1,6,1,1,2,6,21,1,N,2
2,4,1,1,4,10,45,1,N,2
2,6,2,1,2,2,42,1,N,2
2,6,6,2,2,2,23,1,N,1
2,1,2,1,3,9,12,1,N,2
2,N,1,2,N,4,65,1,N,2
1,1,1,1,8,5,75,1,N,2
2,3,2,1,5,6,41,1,N,2
1,N,1,2,7,10,11,3,N,2
2,1,2,1,2,4,49,1,N,2
2,6,2,1,7,1,60,1,N,2
1,6,1,1,3,3,32,1,N,2
2,1,1,0,8,9,55,1,N,2
1,6,2,0,9,3,38,1,N,2
2,N,2,1,0,8,51,1,N,2
1,4,2,1,4,9,6,1,N,2
2,3,6,1,N,2,61,1,N,2
1,N,2,1,0,3,54,1,N,2
1,N,2,1,5,4,49,1,N,2
2,4,2,0,0,9,33,1,N,2
2,N,1,2,5,7,78,1,N,2
2,1,3,1,4,9,15,3,N,2
1,6,1,2,6,10,75,1,N,1
2,5,1,2,7,7,66,1,N,2
1,6,2,2,N,10,22,1,N,2
1,1,1,1,2,3,68,1,N,2
2,1,6,1,1,7,40,1,N,2
2,1,2,2,0,9,62,1,N,2
2,6,1,1,N,10,62,1,N,2
2,3,1,2,7,4,24,1,N,2
1,4,6,1,6,5,23,1,N,1
1,1,2,0,8,7,40,1,4,2
2,6,1,1,6,3,2,2,N,2
2,6,6,0,6,8,24,1,N,2
2,1,3,1,1,11,24,1,N,2
1,1,1,2,2,4,94,1,N,2
1,1,8,0,N,9,38,1,N,2
2,6,1,1,N,5,46,1,N,2
2,3,1,1,6,9,13,1,N,2
2,1,6,2,2,8,33,1,N,2
1,1,1,2,8,5,27,1,N,2
1,N,1,1,4,10,67,1,N,2
1,6,1,1,5,7,23,3,N,2
1,6,1,1,N,7,81,1,N,1
2,N,1,0,0,7,7,1,N,2
2,1,1,1,N,8,42,1,N,2
2,1,6,2,2,5,56,1,N,1
2,N,1,1,N,4,83,1,N,2
2,4,2,2,3,9,26,1,N,2
1,4,1,2,9,9,87,1,N,2
2,1,6,2,2,4,48,1,N,2
2,1,2,2,3,12,3,1,N,2
2,6,8,2,4,3,51,1,N,2
1,4,1,1,5,5,62,1,N,2
2,6,2,0,7,9,18,1,N,2
1,1,1,2,8,5,55,1,N,2
1,1,1,2,9,10,87,1,N,2
2,N,1,1,0,5,67,1,N,2
1,5,1,1,2,10,38,1,N,2
2,4,1,1,N,5,55,1,N,2
1,N,6,1,N,12,50,1,N,2
1,6,8,2,N,10,29,1,N,2
2,1,6,1,2,9,39,1,N,2
2,1,6,1,0,9,4,1,N,2
1,6,2,2,8,6,40,1,N,2
2,2,1,1,N,11,68,2,N,2
2,N,2,1,6,5,10,1,N,2
1,4,2,1,1,8,51,1,N,2
1,1,2,1,8,3,83,1,N,2
2,1,1,2,N,9,24,1,N,2
2,N,1,2,N,5,33,1,N,2
2,1,1,1,1,9,1,1,N,2
2,1,1,1,1,N,65,1,N,2
2,N,2,1,8,5,16,1,N,2
1,N,1,2,N,4,25,1,N,2
1,1,1,1,4,4,52,1,N,2
1,N,1,2,1,11,71,1,N,2
2,1,6,2,1,1,26,1,N,2
2,1,1,1,3,12,45,1,N,2
1,1,2,1,3,2,10,1,N,2
1,N,1,1,6,3,64,1,N,2
2,N,6,1,5,7,62,1,N,2
2,1,2,2,9,3,31,3,N,2
1,1,2,1,9,5,6,1,N,2
2,1,1,0,9,12,73,1,N,2
1,6,2,1,3,7,20,1,N,2
1,6,1,0,1,8,15,1,N,1
2,1,9,1,6,7,22,3,N,2
2,1,1,0,9,7,55,1,N,2
1,N,2,2,3,3,15,1,N,2
1,1,1,1,7,9,39,1,N,2
2,6,1,1,2,N,64,1,N,2
1,5,2,1,8,8,66,1,N,2
1,1,1,0,5,7,29,1,N,2
1,N,2,1,N,10,32,1,N,2
