,SEX,RAC1P,EDU,MSP,PINCP_DECILE,OWN_RENT,HOUSING_TYPE
13668,1,2,5,4,4,1,2
13669,2,7,7,3,1,1,3
13670,1,1,3,1,2,0,1
13671,1,8,4,6,4,2,2
13672,1,1,7,5,1,0,2
13673,1,1,10,6,1,2,2
13674,1,1,7,5,6,1,1
13675,2,1,9,3,2,1,1
13676,1,2,5,6,1,1,2
13677,2,2,7,3,4,1,2
13678,1,3,11,2,6,1,2
13679,2,1,7,1,2,1,1
13680,1,2,9,1,8,0,1
13681,2,1,6,1,1,2,2
13682,1,1,9,4,2,0,1
13683,2,1,2,6,2,0,1
13684,1,1,3,1,4,0,1
13685,2,1,7,5,1,2,2
13686,1,1,3,6,7,1,1
13687,1,2,3,5,5,1,2
13688,2,1,9,5,0,1,2
13689,1,1,9,2,3,2,1
13690,1,1,7,3,5,1,1
13691,1,5,5,6,5,1,1
13692,1,2,5,1,3,2,1
13693,1,1,2,1,2,0,1
13694,2,1,9,3,4,1,1
13695,1,1,2,1,7,0,1
13696,2,1,4,1,6,0,1
13697,1,1,9,1,3,1,1
13698,1,6,9,3,0,0,1
13699,2,7,2,3,0,1,2
13700,2,1,6,6,1,1,2
13701,1,7,8,2,1,1,3
13702,1,5,2,5,2,0,2
13703,2,2,8,2,5,1,2
13704,2,2,5,5,0,1,2
13705,1,5,9,1,3,1,3
13706,2,1,8,5,3,2,2
13707,2,1,9,4,5,0,1
13708,2,4,5,1,2,1,3
13709,1,2,5,3,5,1,2
13710,2,1,4,3,6,0,3
13711,1,1,9,6,8,0,1
13712,2,1,9,3,3,1,1
13713,2,2,4,5,2,2,2
13714,2,1,9,3,1,0,1
13715,1,1,5,5,0,2,2
13716,1,1,5,1,1,1,3
13717,2,1,5,6,4,1,1
13718,1,2,6,2,2,1,1
13719,2,7,9,3,3,0,1
13720,1,1,9,5,3,0,1
13721,2,1,7,3,4,2,2
13722,2,1,7,2,5,0,3
13723,1,1,4,1,1,1,1
13724,2,7,8,2,1,2,3
13725,2,3,4,4,4,1,1
13726,1,1,4,6,5,0,3
13727,2,2,5,4,6,1,2
13728,1,5,5,1,0,1,2
13729,2,9,9,3,5,1,1
13730,1,1,5,1,3,1,3
13731,2,1,9,4,2,1,1
13732,2,6,9,3,2,0,1
13733,1,1,8,6,2,1,2
13734,1,9,2,6,5,2,2
13735,2,1,2,6,5,1,1
13736,2,2,7,4,6,1,2
13737,2,3,10,1,6,1,2
13738,1,2,5,3,6,1,2
13739,1,2,4,3,6,1,1
13740,2,2,7,6,6,1,1
13741,1,1,7,4,3,1,2
13742,2,9,9,6,2,0,1
13743,1,1,5,6,1,2,2
13744,2,1,5,5,2,2,2
13745,1,1,9,2,4,1,1
13746,2,1,8,5,5,1,2
13747,1,2,4,1,2,1,3
13748,1,1,7,4,1,2,2
13749,1,1,7,1,1,1,2
13750,2,1,9,5,7,0,2
13751,1,8,9,3,6,2,2
13752,2,1,8,5,6,2,2
13753,1,1,9,3,3,0,1
13754,2,1,9,1,3,1,1
13755,1,3,3,4,2,0,3
13756,1,1,9,3,3,1,1
13757,1,2,3,1,3,1,1
13758,1,1,1,1,6,1,1
13759,1,1,6,2,2,2,2
13760,2,7,5,2,0,2,2
13761,1,1,6,6,1,1,1
13762,1,5,5,6,3,1,2
13763,2,1,2,1,1,0,1
13764,1,2,2,2,5,1,2
13765,1,1,9,3,2,0,1
13766,1,1,2,3,1,0,3
13767,2,2,3,6,1,0,3
13768,1,2,7,3,2,1,1
13769,1,1,12,2,3,2,2
13770,1,2,7,6,1,1,1
13771,2,8,6,5,3,0,2
13772,2,1,4,2,1,1,1
13773,2,1,8,5,2,1,1
13774,1,1,2,6,1,2,2
13775,1,1,3,1,2,0,1
13776,2,1,9,2,3,1,2
13777,2,1,9,3,1,0,2
13778,1,1,5,5,4,1,2
13779,1,7,4,5,6,1,1
13780,2,1,4,1,2,1,1
13781,2,6,2,1,5,1,2
13782,2,1,9,5,2,0,1
13783,1,1,7,6,4,0,1
13784,2,1,9,1,0,1,1
13785,2,5,6,4,1,1,1
13786,1,1,6,2,2,2,3
13787,1,1,9,3,3,0,1
13788,1,1,7,1,0,2,2
13789,1,9,9,1,4,1,1
13790,2,1,3,6,0,2,2
13791,1,2,4,6,3,2,2
13792,1,2,3,3,4,0,1
13793,1,2,5,1,0,0,1
13794,2,1,6,3,1,2,2
13795,1,6,9,3,6,1,1
13796,1,1,6,1,2,1,1
13797,2,1,10,2,5,2,1
13798,1,1,5,2,1,1,2
13799,2,1,9,2,0,2,3
13800,2,2,2,3,2,1,1
13801,1,1,3,3,0,0,3
13802,1,1,5,6,1,2,2
13803,2,1,3,2,4,1,1
13804,1,1,3,5,3,1,2
13805,2,6,3,2,4,1,2
13806,1,1,9,2,2,2,1
13807,2,2,5,5,2,1,1
13808,1,8,9,2,1,1,1
13809,2,1,5,3,6,2,2
13810,1,1,4,5,1,2,2
13811,1,9,7,5,5,2,2
13812,1,1,12,2,3,2,1
13813,1,6,2,3,6,1,1
13814,2,1,3,1,0,1,1
13815,2,7,5,4,3,1,1
13816,2,1,7,2,0,2,1
13817,1,8,6,1,1,1,1
13818,1,1,5,1,6,2,2
13819,1,1,3,4,3,1,1
13820,1,1,3,1,0,1,1
13821,2,3,7,2,3,1,2
13822,2,8,5,4,1,1,3
13823,2,6,2,1,6,1,1
13824,2,1,9,4,1,0,1
13825,1,1,7,3,6,1,2
13826,1,7,7,2,0,2,3
13827,2,1,11,4,3,1,2
13828,1,1,2,4,6,1,2
13829,2,1,9,4,2,1,1
13830,1,1,9,3,1,0,1
13831,1,1,5,1,3,2,3
13832,2,1,3,3,0,1,2
13833,1,8,4,6,0,1,1
13834,2,7,9,1,6,1,1
13835,1,1,9,5,3,0,1
13836,1,1,9,1,0,1,1
13837,2,1,9,3,2,0,3
13838,2,1,5,5,2,1,2
13839,2,3,7,2,0,2,1
13840,2,1,5,5,9,1,2
13841,1,1,7,3,6,1,2
13842,2,1,7,1,3,2,2
13843,1,1,6,3,2,0,2
13844,2,1,5,2,2,2,1
13845,1,1,7,6,2,0,1
13846,1,1,3,5,5,1,1
13847,2,1,6,3,2,0,2
13848,2,1,5,2,3,1,2
13849,1,1,9,4,3,0,1
13850,1,1,7,3,3,1,2
13851,1,1,2,5,4,2,2
13852,1,2,5,6,0,2,2
13853,1,5,3,2,1,2,3
13854,2,9,9,3,7,0,1
13855,2,1,4,3,5,1,1
13856,2,2,9,2,3,1,1
13857,1,8,3,5,0,1,1
13858,1,1,9,4,3,1,1
13859,1,8,12,5,2,1,3
13860,2,4,10,1,6,1,2
13861,2,1,9,3,4,0,1
13862,1,1,5,3,1,1,1
13863,2,1,3,6,1,1,2
13864,1,1,3,2,0,2,1
13865,2,2,3,4,4,1,1
13866,2,1,4,5,8,1,2
13867,1,1,4,6,1,0,3
13868,2,1,7,1,6,2,2
13869,2,1,8,1,2,2,2
13870,2,1,6,6,0,0,1
13871,2,1,8,4,3,1,1
13872,1,1,7,5,1,2,2
13873,2,1,4,5,2,1,1
13874,2,1,6,1,4,2,2
13875,1,1,2,1,2,0,1
13876,1,9,9,3,1,1,1
13877,2,1,9,3,4,0,1
13878,2,8,5,1,1,1,1
13879,1,1,3,2,1,0,3
13880,2,1,5,1,2,2,2
13881,1,1,10,1,6,1,1
13882,1,8,2,6,1,1,1
13883,2,1,3,6,2,1,1
13884,2,1,8,5,6,2,2
13885,2,5,5,1,0,1,1
13886,1,8,5,1,1,1,3
13887,1,8,5,5,1,2,2
13888,2,6,5,2,0,2,2
13889,2,1,3,5,6,2,2
13890,2,1,12,6,6,2,2
13891,1,1,5,1,0,1,1
13892,2,1,5,2,1,2,2
13893,2,1,2,1,5,0,1
13894,1,5,3,3,5,1,1
13895,2,8,7,1,0,2,2
13896,2,1,6,1,4,0,1
13897,2,1,4,6,1,2,2
13898,2,1,9,3,2,0,1
13899,1,1,9,6,0,1,1
13900,2,2,5,1,2,1,2
13901,1,1,4,6,1,0,1
13902,1,1,9,4,2,0,1
13903,2,1,7,4,2,2,1
13904,2,7,4,4,0,0,3
13905,1,1,9,1,2,1,1
13906,1,8,5,6,0,2,2
13907,1,1,9,1,0,1,1
13908,1,1,5,1,4,0,3
13909,2,1,5,3,2,2,1
13910,2,2,9,1,6,1,1
13911,2,1,3,1,1,2,2
13912,2,1,7,3,6,2,2
13913,1,7,3,3,6,1,2
13914,1,1,7,1,6,1,1
13915,2,7,9,1,2,1,1
13916,1,1,9,1,2,1,1
13917,2,4,6,3,1,1,2
13918,1,1,9,6,2,1,1
13919,2,1,9,1,4,1,1
13920,2,1,7,4,5,1,2
13921,2,8,3,2,0,1,1
13922,2,2,7,1,1,2,2
13923,2,1,8,4,4,2,1
13924,2,1,5,2,2,1,2
13925,1,1,9,2,1,2,2
13926,1,2,12,6,3,0,1
13927,2,9,9,6,6,1,1
13928,1,1,9,3,1,2,2
13929,2,8,11,1,3,1,1
13930,1,1,3,1,3,0,1
13931,2,7,3,1,5,2,2
13932,1,1,9,6,0,0,1
13933,2,1,2,1,0,0,1
13934,2,1,5,5,6,1,2
13935,1,1,11,2,1,1,1
13936,1,1,9,3,0,0,1
13937,2,1,4,2,2,2,1
13938,2,2,5,2,1,2,1
13939,2,1,9,5,5,2,2
13940,1,5,5,1,2,1,3
13941,1,1,10,1,5,1,1
13942,1,2,7,5,6,1,2
13943,2,2,2,1,2,1,1
13944,1,1,3,5,6,2,2
13945,1,1,9,1,2,1,1
13946,2,1,9,4,2,0,1
13947,2,6,3,6,2,2,2
13948,1,1,9,3,1,0,1
13949,2,1,7,5,4,1,1
13950,1,1,9,3,4,0,3
13951,2,1,3,6,5,0,1
13952,2,1,5,6,1,0,1
13953,2,1,2,6,6,1,1
13954,2,1,4,1,1,2,2
13955,2,1,5,1,2,1,1
13956,2,1,7,5,6,2,2
13957,1,1,3,6,6,2,2
13958,1,1,8,5,3,2,2
13959,2,1,4,6,3,0,2
13960,2,1,8,6,1,2,2
13961,1,6,5,4,0,2,2
13962,1,2,3,5,2,1,2
13963,2,2,7,5,1,1,1
13964,2,1,3,1,4,0,1
13965,1,1,8,4,5,0,2
13966,1,1,7,1,4,2,3
13967,1,1,5,2,4,2,2
13968,1,6,3,6,3,0,3
13969,2,1,5,1,3,1,1
13970,1,1,4,3,3,1,1
13971,2,1,2,3,1,0,2
13972,2,1,9,3,1,0,1
13973,1,1,5,1,2,1,2
13974,1,5,6,1,3,1,2
13975,1,1,5,1,5,2,2
13976,1,5,9,4,0,1,1
13977,1,2,5,6,2,1,2
13978,1,1,9,3,4,0,1
13979,2,1,3,1,1,0,1
13980,2,2,7,1,1,2,2
13981,2,1,9,3,0,0,1
13982,1,1,7,1,4,1,1
13983,1,1,6,5,7,1,1
13984,2,2,5,4,6,1,2
13985,2,1,12,5,1,1,1
13986,2,1,7,1,7,1,1
13987,2,9,9,3,4,0,1
13988,1,1,9,1,3,1,1
13989,1,2,10,1,5,1,2
13990,1,1,4,2,1,1,2
13991,1,1,2,1,4,0,1
13992,2,1,5,2,2,2,2
13993,2,6,6,4,6,1,2
13994,1,6,9,4,3,0,1
13995,1,1,5,4,1,1,1
13996,1,1,9,3,8,0,1
13997,1,1,4,4,2,1,3
13998,2,8,7,1,1,2,2
13999,1,1,3,2,6,1,2
14000,1,2,5,1,2,2,2
14001,1,1,7,5,2,0,1
14002,2,2,4,4,2,1,2
14003,2,1,2,6,6,1,2
14004,2,1,7,6,4,2,2
14005,2,1,9,5,2,0,1
14006,2,1,7,4,5,1,1
14007,1,1,2,4,2,0,1
14008,1,1,3,4,7,1,2
14009,2,1,5,3,2,2,2
14010,2,8,9,4,7,1,1
14011,2,1,3,5,3,1,1
14012,1,1,9,5,2,1,1
14013,2,1,3,4,4,1,2
14014,1,1,3,6,2,0,1
14015,2,1,4,3,0,2,2
14016,2,1,5,6,5,1,2
14017,2,3,11,1,1,1,2
14018,2,6,5,2,2,2,2
14019,1,5,4,1,2,2,1
14020,1,7,8,5,8,1,1
14021,1,1,7,6,6,1,1
14022,2,7,7,2,1,1,2
14023,1,1,3,3,3,1,1
14024,1,1,9,1,3,1,1
14025,2,1,3,1,0,1,2
14026,2,1,8,5,3,1,2
14027,2,1,5,3,5,2,2
14028,2,1,7,3,4,2,2
14029,1,2,6,1,1,2,2
14030,1,1,5,5,3,2,2
14031,1,1,11,1,8,1,1
14032,2,1,3,1,2,0,1
14033,2,2,7,3,1,1,1
14034,1,1,9,3,2,1,1
14035,2,2,4,6,7,1,1
14036,2,1,9,1,2,1,1
14037,2,6,9,5,1,0,1
14038,2,9,9,3,2,1,1
14039,2,1,6,2,5,2,2
14040,2,1,9,3,3,0,1
14041,2,1,3,2,3,1,1
14042,2,6,3,1,4,2,2
14043,2,1,4,1,1,2,2
14044,1,1,3,1,8,0,3
14045,1,5,5,5,6,1,2
14046,2,2,4,6,2,0,2
14047,2,2,4,2,1,2,2
14048,2,1,9,6,2,1,1
14049,2,1,4,1,1,1,1
14050,2,1,9,4,4,0,1
14051,1,4,5,5,4,2,2
14052,1,1,5,1,2,0,1
14053,2,1,9,1,1,2,3
14054,2,8,3,6,3,1,1
14055,1,1,3,3,6,1,1
14056,2,1,2,1,5,1,1
14057,2,6,3,4,6,1,1
14058,2,1,2,1,2,1,1
14059,2,1,3,1,0,2,1
14060,1,8,5,5,6,2,2
14061,2,6,9,4,4,1,1
14062,2,1,4,6,8,1,2
14063,2,2,10,1,3,2,3
14064,1,1,9,1,3,1,2
14065,1,1,5,1,3,2,2
14066,1,5,5,4,1,1,2
14067,1,1,9,4,1,0,1
14068,2,1,3,3,1,2,2
14069,2,1,3,2,3,1,1
14070,1,1,9,4,2,1,1
14071,1,2,4,4,2,1,2
14072,1,6,8,4,4,1,2
14073,1,1,4,1,1,1,1
14074,1,1,2,6,3,1,1
14075,1,1,4,4,5,1,1
14076,1,1,1,1,0,2,2
14077,2,2,9,1,0,2,2
14078,2,1,5,6,6,2,2
14079,2,1,7,1,6,1,2
14080,2,7,9,2,1,2,1
14081,1,1,3,1,2,0,1
14082,1,2,6,6,7,0,1
14083,2,1,9,4,7,0,1
14084,1,1,9,4,7,0,1
14085,2,2,5,4,3,0,2
14086,2,2,5,6,5,0,2
14087,2,1,8,1,2,1,3
14088,2,1,9,1,2,1,1
14089,1,6,7,6,4,2,2
14090,1,1,3,2,6,1,2
14091,1,1,5,5,5,2,2
14092,1,1,2,3,2,1,1
14093,2,5,1,4,6,1,2
14094,1,1,5,1,2,1,3
14095,2,1,5,6,6,1,2
14096,2,2,7,1,1,1,1
14097,1,6,9,3,4,1,1
14098,2,1,9,3,5,0,1
14099,2,2,5,5,6,1,2
14100,1,4,5,6,6,2,2
14101,1,5,3,1,9,0,1
14102,1,1,12,1,5,1,1
14103,2,1,2,1,2,1,1
14104,2,1,4,1,0,1,1
14105,1,1,5,1,8,0,1
14106,2,1,8,3,5,2,2
14107,2,5,5,1,3,1,1
14108,2,1,9,4,5,0,1
14109,2,1,10,1,4,1,1
14110,1,1,5,1,1,0,1
14111,2,8,11,4,5,1,1
14112,2,3,7,4,6,1,2
14113,2,8,1,1,0,1,3
14114,2,1,9,3,6,0,1
14115,2,2,3,3,1,1,1
14116,1,1,5,6,6,1,2
14117,1,1,5,4,3,2,1
14118,2,2,6,2,1,0,3
14119,1,1,3,4,4,2,2
14120,1,2,3,1,5,1,1
14121,2,8,9,1,1,2,2
14122,1,1,6,6,1,2,2
14123,2,1,3,4,6,0,2
14124,1,8,7,3,2,1,2
14125,1,9,9,5,1,1,1
14126,2,2,4,4,1,0,1
14127,1,1,9,3,1,0,1
14128,2,1,9,3,1,0,1
14129,1,1,6,5,5,1,2
14130,2,1,9,3,2,0,1
14131,2,1,5,3,3,2,2
14132,2,1,3,2,2,1,1
14133,2,9,9,6,0,0,1
14134,2,7,3,2,5,1,2
14135,2,1,5,3,5,2,2
14136,1,1,8,1,1,1,1
14137,2,1,3,2,1,2,2
14138,1,2,4,3,4,0,2
14139,2,1,9,1,2,1,1
14140,1,3,3,2,1,0,1
14141,1,8,3,4,1,1,3
14142,1,1,3,5,2,1,2
14143,1,1,3,4,6,0,2
14144,2,1,2,3,1,1,1
14145,1,1,3,6,6,2,2
14146,2,1,8,3,1,1,1
14147,1,1,3,6,5,2,2
14148,2,2,7,1,5,1,2
14149,1,5,5,3,0,2,1
14150,1,9,7,4,3,1,2
14151,2,1,9,5,2,2,3
14152,1,1,9,1,4,1,1
14153,2,1,9,1,0,1,1
14154,2,1,9,1,4,1,1
14155,1,1,2,1,5,1,1
14156,1,1,5,4,0,2,1
14157,1,2,7,6,6,2,2
14158,1,1,11,1,5,0,1
14159,1,6,9,4,0,0,1
14160,2,1,7,2,0,2,2
14161,2,8,2,4,1,1,2
14162,2,1,5,2,1,1,1
14163,1,1,7,4,3,0,1
14164,2,3,6,4,8,1,2
14165,1,1,8,1,5,1,2
14166,1,5,9,3,1,1,1
14167,2,1,3,5,2,1,2
14168,2,1,7,3,4,1,1
14169,1,1,6,5,5,1,2
14170,2,7,9,4,1,1,1
14171,1,1,2,1,2,0,1
14172,2,6,9,3,2,0,1
14173,2,1,4,3,5,1,2
14174,1,1,4,4,0,0,1
14175,1,1,4,2,3,2,2
14176,2,1,5,1,3,1,2
14177,2,9,9,1,7,1,1
14178,1,8,4,1,0,1,1
14179,2,2,5,1,1,1,1
14180,2,1,4,4,6,1,2
14181,1,1,7,1,4,1,1
14182,1,1,5,5,4,2,2
14183,1,2,7,6,3,2,2
14184,2,1,7,3,1,1,2
14185,2,1,7,2,4,1,2
14186,1,1,3,2,5,0,2
14187,1,2,5,1,3,1,1
14188,1,1,4,2,1,1,2
14189,2,4,8,5,1,2,2
14190,2,1,9,1,3,1,1
14191,2,1,1,1,2,1,1
14192,1,9,9,3,1,1,1
14193,2,1,6,2,3,1,2
14194,2,2,5,6,1,1,2
14195,1,2,3,4,7,0,3
14196,2,1,5,4,4,1,2
14197,2,1,2,2,3,1,1
14198,2,1,9,3,7,0,1
14199,2,2,8,2,3,2,2
14200,1,9,9,6,1,0,1
14201,2,1,2,1,0,1,1
14202,2,1,3,1,1,1,3
14203,1,1,7,6,2,2,2
14204,1,1,3,4,4,1,2
14205,2,6,8,5,4,1,2
14206,1,1,9,1,5,1,3
14207,2,1,9,5,1,0,1
14208,1,1,8,5,4,2,2
14209,2,1,3,6,1,0,1
14210,1,2,7,4,3,0,1
14211,1,1,7,5,6,1,1
14212,1,9,9,4,4,1,1
14213,1,1,9,5,1,0,1
14214,1,1,5,6,0,2,2
14215,1,1,5,1,2,0,2
14216,1,1,2,1,1,1,1
14217,1,8,6,1,1,1,1
14218,1,1,5,5,6,1,2
14219,2,9,9,3,3,0,1
14220,1,1,3,5,6,1,1
14221,1,1,4,1,6,1,2
14222,2,1,9,1,1,1,1
14223,1,1,3,1,6,1,2
14224,2,2,2,4,6,1,1
14225,1,1,9,1,1,1,1
14226,1,5,12,4,1,1,1
14227,1,1,5,6,3,1,1
14228,2,5,9,3,1,0,2
14229,1,1,4,5,5,0,2
14230,2,2,5,2,2,2,1
14231,1,1,4,4,1,1,2
14232,2,1,5,1,1,2,2
14233,2,2,5,1,1,2,1
14234,2,1,5,3,4,1,2
14235,1,1,5,5,0,2,2
14236,2,2,3,5,5,2,2
14237,1,1,3,3,8,1,1
14238,1,1,5,5,3,2,2
14239,1,1,8,2,5,1,2
14240,2,1,5,5,2,1,2
14241,1,2,6,1,2,1,1
14242,2,7,4,2,2,1,1
14243,2,1,5,4,5,1,2
14244,2,1,3,6,2,2,2
14245,2,1,9,6,3,1,2
14246,1,7,3,2,1,1,1
14247,1,1,2,6,6,1,1
14248,2,8,9,4,0,1,1
14249,2,8,4,2,3,0,1
14250,2,1,3,4,2,0,1
14251,2,9,9,2,7,1,1
14252,1,1,4,5,1,0,1
14253,1,1,8,5,4,1,2
14254,1,1,5,6,5,1,2
14255,2,1,9,3,5,1,1
14256,2,1,9,6,2,1,1
14257,1,1,7,2,0,1,1
14258,1,1,5,4,7,1,1
14259,1,2,8,4,2,1,1
14260,2,1,4,6,5,0,1
14261,2,1,9,1,3,1,1
14262,2,2,10,2,3,2,3
14263,2,1,5,5,6,1,2
14264,2,1,5,1,5,1,1
14265,1,9,9,3,4,0,1
14266,1,1,9,6,6,2,2
14267,1,1,5,1,5,2,2
14268,2,1,3,1,1,2,2
14269,1,1,9,3,3,2,3
14270,2,1,5,2,1,2,2
14271,2,9,9,5,1,0,1
14272,1,1,9,4,1,0,1
14273,2,1,9,4,1,0,1
14274,1,1,5,4,2,2,2
14275,2,1,9,6,2,0,1
14276,2,8,3,3,1,1,2
14277,1,1,5,1,1,2,3
14278,2,7,2,1,5,0,1
14279,1,2,1,5,4,2,2
14280,1,8,5,3,2,2,1
14281,2,1,9,4,4,0,1
14282,2,1,2,2,4,1,1
14283,2,1,9,1,2,1,1
14284,1,1,9,4,2,0,1
14285,2,1,8,6,1,1,1
14286,2,2,3,4,6,1,2
14287,2,3,6,5,3,1,2
14288,1,1,7,6,5,1,1
14289,2,1,5,6,1,2,2
14290,1,2,7,1,4,1,1
14291,2,2,6,1,4,1,1
14292,2,1,5,2,2,1,2
14293,1,1,5,2,6,1,2
14294,1,1,2,6,6,1,2
14295,1,9,5,4,2,1,1
14296,2,1,9,4,5,0,1
14297,2,1,2,2,8,0,3
14298,1,1,3,5,0,2,2
14299,1,1,1,4,3,1,2
14300,2,1,9,3,2,0,1
14301,1,9,9,1,1,1,1
14302,1,1,5,3,0,0,3
14303,1,1,4,1,1,1,1
14304,1,1,5,1,3,1,1
14305,1,1,9,1,2,1,1
14306,2,1,1,1,1,1,2
14307,1,3,6,5,6,1,2
14308,1,1,9,2,3,1,1
14309,1,1,7,5,5,2,2
14310,2,1,3,2,5,1,2
14311,2,1,9,1,2,1,1
14312,1,1,5,4,2,2,1
14313,1,1,9,3,8,0,1
14314,2,9,9,3,3,1,1
14315,1,1,7,2,2,2,1
14316,2,1,3,5,0,1,2
14317,2,1,4,4,2,1,1
14318,1,1,9,6,4,0,1
14319,1,2,6,6,6,2,2
14320,2,2,5,1,2,2,1
14321,1,1,3,3,4,2,2
14322,1,4,3,6,3,2,2
14323,1,2,3,5,4,1,2
14324,1,2,2,1,1,0,1
14325,1,1,10,1,3,1,1
14326,1,1,5,5,7,0,2
14327,2,3,2,1,5,0,1
14328,2,1,9,3,7,0,1
14329,1,1,2,1,3,0,1
14330,1,8,9,4,4,2,3
14331,1,1,7,2,6,1,2
14332,1,2,5,1,4,1,2
14333,1,1,7,3,3,0,2
14334,1,1,5,6,1,2,2
14335,2,1,9,4,0,0,1
14336,2,2,7,6,3,1,1
14337,1,2,7,3,2,2,2
14338,2,1,10,2,2,1,2
14339,1,6,3,3,1,2,2
14340,1,1,5,6,2,2,2
14341,2,1,9,6,1,1,2
14342,2,1,6,3,5,1,1
14343,2,4,4,1,8,1,1
14344,1,1,9,4,2,0,1
14345,2,1,4,2,4,2,2
14346,1,1,9,4,3,1,2
14347,1,1,2,3,5,2,2
14348,2,7,7,1,0,2,2
14349,1,1,3,3,1,1,1
14350,1,1,2,1,2,0,1
14351,1,7,9,4,3,0,1
14352,1,1,8,2,6,1,2
14353,1,1,4,3,0,1,1
14354,2,1,9,6,2,1,2
14355,2,1,9,4,2,0,1
14356,2,9,9,4,0,1,1
14357,2,8,5,1,1,0,1
14358,2,9,9,4,0,0,1
14359,2,1,2,6,2,0,3
14360,2,2,4,6,4,1,1
14361,1,1,3,6,1,2,2
14362,1,1,9,1,0,1,1
14363,1,5,3,3,6,2,2
14364,2,1,9,1,2,1,1
14365,1,4,3,6,3,2,2
14366,1,1,2,1,0,0,1
14367,1,1,9,3,5,0,1
14368,2,9,9,5,0,1,1
14369,2,2,6,4,5,2,2
14370,1,1,3,5,1,2,2
14371,1,1,3,6,4,2,2
14372,1,1,10,6,3,1,1
14373,1,2,1,5,6,1,2
14374,1,7,3,3,4,0,2
14375,2,1,9,2,1,1,1
14376,2,1,7,5,6,2,2
14377,1,1,9,4,2,1,1
14378,2,2,5,1,3,1,2
14379,2,1,8,5,1,1,2
14380,1,6,5,4,5,2,2
14381,1,1,3,3,4,2,2
14382,1,1,9,4,3,1,1
14383,1,1,9,3,5,0,1
14384,2,1,5,5,1,1,1
14385,2,6,9,4,6,1,1
14386,1,2,7,5,3,1,1
14387,2,1,2,1,1,0,1
14388,2,1,9,4,3,0,1
14389,1,1,2,3,2,0,1
14390,2,1,4,3,4,1,1
14391,1,1,5,1,0,2,2
14392,1,1,5,1,5,1,1
14393,1,1,3,2,1,1,1
14394,1,9,9,4,3,0,1
14395,2,1,7,3,1,1,1
14396,2,2,10,6,5,2,2
14397,2,1,8,3,3,1,2
14398,2,2,4,4,5,1,2
14399,1,1,8,6,1,1,1
14400,2,2,4,4,6,0,1
14401,1,2,5,1,3,1,2
14402,2,2,7,5,5,1,2
14403,2,1,9,4,1,0,1
14404,2,7,9,3,1,0,1
14405,1,1,3,2,2,2,2
14406,2,2,11,1,4,2,2
14407,2,1,7,1,4,2,2
14408,2,1,5,3,1,2,2
14409,2,1,5,6,1,1,1
14410,1,1,6,2,1,2,3
14411,1,7,7,3,5,1,2
14412,1,8,7,5,6,1,2
14413,2,1,9,6,2,1,1
14414,1,9,9,3,3,1,1
14415,1,1,8,5,5,1,2
14416,1,1,5,2,3,2,2
14417,1,1,5,5,5,2,2
14418,1,1,8,6,3,2,2
14419,1,2,6,1,2,1,2
14420,2,2,2,1,5,1,1
14421,2,1,3,1,4,0,3
14422,1,6,9,3,2,0,1
14423,2,1,2,5,2,1,2
14424,1,1,3,6,2,0,1
14425,1,1,9,3,0,0,1
14426,1,6,4,6,3,2,2
14427,1,2,7,4,1,1,2
14428,2,5,9,1,5,1,1
14429,2,1,5,2,2,2,3
14430,2,1,9,1,8,1,1
14431,1,1,10,5,2,2,3
14432,1,1,7,4,5,1,2
14433,2,9,5,4,3,2,2
14434,2,1,2,4,4,0,1
14435,2,1,5,1,4,1,1
14436,1,1,2,3,1,2,2
14437,1,1,8,1,1,2,2
14438,1,1,5,1,5,1,1
14439,1,1,9,1,4,1,1
14440,2,1,9,1,9,1,1
14441,2,1,7,3,2,1,1
14442,2,6,3,4,5,1,1
14443,1,1,5,4,1,1,1
14444,1,1,3,4,4,2,2
14445,2,1,9,4,4,0,1
14446,2,1,7,1,4,1,3
14447,2,2,7,2,1,2,3
14448,1,1,2,1,2,0,1
14449,2,1,9,1,2,1,1
14450,2,9,9,1,3,1,1
14451,1,1,9,4,0,0,1
14452,1,2,5,6,4,2,2
14453,2,9,9,3,0,0,1
14454,2,1,8,5,4,1,1
14455,2,1,5,5,4,1,2
14456,2,5,5,1,0,1,1
14457,2,1,9,4,2,1,1
14458,1,1,9,4,4,1,1
14459,1,1,2,1,3,0,1
14460,2,1,8,4,4,2,2
14461,2,4,9,4,3,1,1
14462,1,1,11,1,5,0,1
14463,1,6,7,5,1,2,2
14464,1,1,5,4,2,1,1
14465,1,6,7,3,1,0,1
14466,1,1,4,3,1,1,1
14467,1,1,8,2,4,1,1
14468,1,1,9,1,3,1,1
14469,1,1,4,3,3,0,3
14470,2,1,9,1,4,1,1
14471,1,1,5,1,2,1,1
14472,2,1,5,5,5,2,2
14473,2,1,5,6,6,2,2
14474,1,1,9,4,5,0,1
14475,1,1,9,3,0,1,1
14476,2,1,9,1,4,1,1
14477,2,1,3,6,3,0,2
14478,2,9,3,2,2,1,1
14479,2,1,7,5,1,1,2
14480,2,5,5,1,1,2,2
14481,1,1,9,4,6,0,1
14482,2,3,5,4,6,1,2
14483,1,1,2,1,4,1,3
14484,1,2,3,5,1,1,2
14485,1,1,6,2,1,2,2
14486,2,1,3,6,3,2,2
14487,2,1,2,3,3,0,1
