,SEX,RAC1P,EDU,MSP,HOUSING_TYPE,PINCP_DECILE,OWN_RENT
13787,2,1,7,5,2,1,1
13788,2,6,9,4,1,1,0
13789,1,1,2,2,1,0,1
13790,2,2,2,4,1,5,1
13791,2,6,6,6,2,2,0
13792,1,2,7,1,1,3,1
13793,2,1,5,5,2,0,1
13794,2,1,2,4,1,3,1
13795,1,2,5,6,1,4,0
13796,1,1,3,1,1,2,0
13797,2,1,1,1,1,0,1
13798,1,1,9,4,1,5,0
13799,2,1,9,3,1,9,1
13800,2,2,2,5,1,1,1
13801,2,1,3,1,1,1,0
13802,1,1,4,4,2,1,1
13803,2,1,7,5,2,6,2
13804,2,1,9,4,1,0,1
13805,1,1,1,4,1,4,1
13806,1,1,2,2,1,0,1
13807,2,8,5,2,1,1,1
13808,2,1,3,4,1,3,1
13809,2,2,2,4,1,3,1
13810,2,1,9,1,1,5,1
13811,1,1,4,1,1,2,1
13812,1,1,4,5,3,1,0
13813,2,1,1,1,1,0,1
13814,1,1,2,2,1,3,1
13815,2,1,5,3,1,3,1
13816,2,9,9,3,1,1,0
13817,2,1,6,1,3,0,2
13818,2,1,3,3,1,1,1
13819,2,1,2,1,1,4,0
13820,2,1,6,4,1,4,0
13821,2,5,7,5,1,2,1
13822,1,1,5,4,2,2,2
13823,2,1,2,1,1,4,1
13824,2,1,3,1,1,2,1
13825,2,1,5,1,1,2,0
13826,2,1,3,4,2,0,0
13827,1,5,8,3,3,5,0
13828,2,1,6,3,2,1,2
13829,1,1,3,4,1,4,0
13830,2,8,4,1,1,0,1
13831,1,1,4,3,2,3,2
13832,1,2,4,5,1,3,1
13833,1,1,9,4,1,5,0
13834,1,7,5,1,1,3,1
13835,2,1,7,1,3,5,0
13836,2,1,4,1,1,7,0
13837,2,1,1,2,2,2,1
13838,2,1,3,2,1,5,1
13839,2,1,7,1,1,4,1
13840,2,1,2,6,2,2,1
13841,2,1,9,3,1,3,0
13842,1,1,9,4,1,0,1
13843,2,4,1,1,1,2,1
13844,1,9,9,4,1,1,0
13845,2,1,5,3,2,0,2
13846,1,1,4,6,1,3,0
13847,2,1,9,3,1,3,1
13848,1,1,4,5,1,6,1
13849,1,6,4,1,1,1,0
13850,2,1,8,2,3,4,0
13851,1,3,3,1,1,2,1
13852,1,8,5,6,1,6,1
13853,2,1,5,2,2,1,1
13854,2,1,8,5,2,4,1
13855,2,1,3,1,1,2,0
13856,1,1,9,4,1,0,0
13857,1,1,3,1,2,1,0
13858,2,2,2,2,1,2,1
13859,2,1,2,1,1,4,1
13860,2,1,3,1,1,3,0
13861,2,7,9,4,1,3,0
13862,2,1,7,5,1,2,1
13863,2,1,5,6,3,7,0
13864,2,7,4,5,1,0,1
13865,2,1,5,1,1,7,1
13866,2,5,3,6,2,5,2
13867,1,1,5,4,2,6,1
13868,2,1,8,3,1,4,0
13869,1,1,2,2,1,0,1
13870,1,1,6,1,1,3,1
13871,2,1,7,3,1,7,1
13872,2,2,6,2,1,5,1
13873,1,1,1,2,1,3,0
13874,1,1,7,1,1,5,1
13875,1,1,9,3,1,0,0
13876,2,1,4,1,1,3,1
13877,1,1,4,1,1,3,1
13878,1,1,11,6,2,8,1
13879,2,1,3,2,2,6,1
13880,1,8,5,3,2,3,2
13881,1,1,6,1,1,4,1
13882,2,1,11,3,2,4,2
13883,1,1,6,1,1,1,1
13884,1,1,5,6,2,3,2
13885,1,1,9,4,2,5,0
13886,2,1,9,6,1,3,0
13887,2,1,2,3,1,4,1
13888,1,2,5,1,2,2,2
13889,2,1,7,6,1,4,1
13890,1,1,2,1,1,3,1
13891,1,1,8,5,2,3,2
13892,2,1,5,1,2,2,2
13893,2,1,3,1,1,3,1
13894,1,1,3,1,1,2,0
13895,2,1,3,3,2,3,2
13896,2,1,9,5,1,4,0
13897,2,2,8,1,3,6,0
13898,1,6,5,4,1,3,0
13899,2,1,5,3,2,4,1
13900,2,1,7,3,1,5,0
13901,2,1,8,4,2,6,1
13902,2,1,4,4,1,2,2
13903,2,1,9,5,1,3,0
13904,2,4,9,3,1,3,0
13905,2,1,9,1,1,2,1
13906,1,6,8,6,2,0,2
13907,2,1,8,5,3,2,0
13908,1,1,2,3,1,5,1
13909,2,2,3,2,1,2,1
13910,2,2,10,6,2,4,2
13911,1,1,2,1,2,2,1
13912,1,1,1,2,1,0,1
13913,1,2,4,6,2,5,2
13914,2,5,8,1,1,2,1
13915,2,1,5,1,1,3,1
13916,1,1,4,3,1,3,1
13917,1,1,8,1,1,6,2
13918,1,1,5,1,3,2,0
13919,1,3,1,3,1,1,1
13920,1,1,3,5,2,3,2
13921,2,1,7,6,2,1,2
13922,1,1,10,1,3,1,0
13923,2,1,5,3,2,5,2
13924,2,1,7,1,1,9,0
13925,2,1,8,1,1,2,1
13926,2,6,3,3,1,1,1
13927,2,1,2,4,1,4,1
13928,2,1,4,1,3,3,2
13929,1,1,3,1,1,2,0
13930,2,1,3,5,2,1,2
13931,1,7,5,1,3,3,2
13932,2,1,2,1,1,3,0
13933,1,9,1,2,2,7,1
13934,2,1,9,3,1,2,1
13935,2,1,5,3,1,3,1
13936,1,1,2,5,3,4,0
13937,2,1,7,1,1,1,1
13938,2,1,2,2,1,2,1
13939,2,1,7,2,1,2,2
13940,1,1,7,1,1,1,1
13941,1,1,7,1,1,8,1
13942,1,1,9,1,1,4,1
13943,1,2,7,3,2,3,2
13944,1,1,7,1,1,0,1
13945,2,5,6,5,1,0,1
13946,1,1,7,3,1,5,1
13947,1,1,5,4,1,5,0
13948,2,1,8,5,1,2,1
13949,2,1,5,6,1,1,0
13950,2,1,7,1,1,3,1
13951,2,1,2,3,1,7,1
13952,1,7,8,1,3,1,0
13953,1,1,9,3,1,2,1
13954,2,1,5,5,2,1,2
13955,2,1,9,3,1,2,0
13956,1,1,5,1,1,2,0
13957,1,1,3,5,2,4,2
13958,2,1,9,1,1,2,1
13959,2,1,5,5,2,7,0
13960,1,2,8,3,1,6,1
13961,2,1,1,5,2,2,1
13962,2,3,5,1,1,5,1
13963,2,9,9,5,1,4,0
13964,2,1,3,4,1,4,2
13965,2,1,5,1,1,2,1
13966,1,1,9,3,1,7,1
13967,1,1,4,3,1,5,0
13968,2,2,5,2,2,5,2
13969,2,1,8,4,3,4,0
13970,2,1,9,4,1,4,0
13971,1,1,9,1,1,5,1
13972,2,1,2,1,1,4,1
13973,2,1,11,2,1,6,2
13974,1,1,7,5,3,2,0
13975,2,2,7,4,1,2,1
13976,2,1,5,1,2,2,2
13977,2,1,4,1,1,8,1
13978,2,1,3,4,3,2,2
13979,2,1,4,6,3,1,2
13980,2,1,10,4,2,5,1
13981,2,1,1,1,3,2,0
13982,2,1,7,1,1,4,0
13983,1,2,3,3,1,1,1
13984,1,6,9,3,1,4,0
13985,1,1,9,5,1,3,1
13986,2,1,1,1,3,0,1
13987,2,1,7,6,1,6,0
13988,1,1,4,3,2,2,2
13989,1,1,6,5,1,7,1
13990,1,1,6,3,2,2,1
13991,1,1,5,1,1,3,0
13992,2,2,5,1,1,0,1
13993,1,6,9,3,1,2,0
13994,1,1,1,1,1,2,0
13995,2,5,4,1,1,4,2
13996,2,5,11,6,3,5,1
13997,1,1,9,4,1,5,0
13998,2,1,9,3,1,1,0
13999,2,1,7,1,3,3,2
14000,2,1,2,1,1,1,0
14001,2,1,12,4,2,1,2
14002,1,1,4,4,2,6,0
14003,2,1,2,4,3,2,2
14004,1,1,4,1,1,5,0
14005,2,1,4,1,1,4,0
14006,1,1,5,1,1,7,1
14007,1,2,6,1,1,1,1
14008,2,1,9,4,1,5,0
14009,2,1,9,5,1,3,0
14010,1,1,6,3,1,4,2
14011,2,1,1,1,2,0,0
14012,2,1,9,1,1,2,1
14013,1,1,7,1,3,1,0
14014,1,1,6,5,2,5,0
14015,1,1,4,1,3,0,1
14016,1,2,9,4,1,3,1
14017,1,8,9,6,1,3,0
14018,2,1,9,1,3,2,0
14019,2,2,5,1,1,2,1
14020,2,1,8,1,1,1,1
14021,1,1,5,6,2,5,2
14022,1,2,4,6,1,2,0
14023,1,8,2,1,1,4,1
14024,2,3,5,1,1,4,1
14025,2,1,7,1,1,8,0
14026,2,1,7,4,1,7,1
14027,1,1,4,5,3,4,0
14028,1,1,9,4,1,4,1
14029,1,1,9,5,1,5,0
14030,1,1,2,1,1,5,0
14031,2,1,7,5,1,1,1
14032,1,1,4,4,2,6,1
14033,2,1,5,4,2,1,2
14034,2,1,7,6,3,2,0
14035,2,1,7,1,1,1,1
14036,1,1,9,3,2,3,2
14037,1,2,5,4,1,6,1
14038,1,1,9,3,1,2,1
14039,1,1,5,6,1,5,0
14040,1,2,8,4,3,4,0
14041,1,1,7,6,1,1,1
14042,1,1,10,2,2,3,2
14043,2,5,4,1,1,1,2
14044,1,1,4,3,1,4,1
14045,2,1,4,1,1,2,1
14046,1,1,10,3,1,5,1
14047,1,1,4,1,1,4,1
14048,2,1,8,6,2,6,2
14049,2,1,3,1,1,0,0
14050,2,1,5,4,2,2,2
14051,1,8,1,6,2,6,2
14052,2,2,5,5,2,6,1
14053,2,6,9,1,1,4,1
14054,2,6,8,1,2,2,1
14055,1,1,6,3,2,6,1
14056,2,1,9,4,1,2,0
14057,1,6,9,4,1,3,0
14058,2,9,9,3,1,3,0
14059,1,1,2,3,1,0,0
14060,2,1,5,1,1,4,1
14061,1,6,9,3,1,1,0
14062,1,1,9,4,1,0,0
14063,2,5,3,2,1,5,0
14064,2,1,8,5,1,9,1
14065,2,7,9,4,1,1,1
14066,2,1,7,6,2,5,1
14067,1,1,3,4,3,6,0
14068,2,8,5,3,1,2,0
14069,2,1,2,5,3,0,0
14070,1,2,8,3,2,3,2
14071,1,5,7,5,1,4,1
14072,2,1,5,5,2,3,1
14073,2,1,6,6,2,5,2
14074,2,1,1,1,1,4,1
14075,1,1,7,2,3,1,1
14076,1,1,1,1,2,2,0
14077,1,1,7,1,2,3,1
14078,1,6,5,1,1,3,1
14079,1,1,1,1,1,2,0
14080,1,2,6,2,2,6,1
14081,1,1,2,1,3,3,0
14082,1,1,8,1,1,0,0
14083,2,2,6,1,1,7,1
14084,1,1,4,1,1,5,1
14085,2,5,5,4,1,3,1
14086,2,1,7,5,3,4,0
14087,1,1,7,2,2,0,2
14088,2,1,10,4,1,4,0
14089,2,1,9,3,1,2,0
14090,2,1,2,5,2,5,1
14091,2,2,2,5,2,0,0
14092,2,1,8,6,2,9,1
14093,2,1,3,3,2,2,2
14094,2,1,9,2,1,3,0
14095,1,9,9,3,1,2,1
14096,1,1,9,5,2,4,2
14097,2,1,2,1,1,1,0
14098,2,1,5,2,2,4,2
14099,1,1,5,6,2,6,2
14100,2,1,9,6,1,5,0
14101,1,6,5,6,1,9,0
14102,2,2,5,5,1,1,0
14103,2,1,4,4,3,4,2
14104,1,1,6,1,2,2,1
14105,2,2,3,4,2,8,1
14106,2,2,2,6,1,5,1
14107,1,1,5,6,2,1,2
14108,2,7,6,1,1,2,2
14109,2,1,9,6,1,2,0
14110,2,2,4,4,1,3,1
14111,2,7,10,1,2,2,2
14112,2,6,9,6,1,0,1
14113,1,1,5,1,1,0,1
14114,2,1,9,4,1,0,0
14115,2,1,9,1,1,6,1
14116,2,1,6,5,2,1,1
14117,1,1,5,2,2,0,1
14118,1,1,8,1,2,5,2
14119,1,2,5,1,1,0,1
14120,1,1,4,1,2,5,1
14121,1,1,9,6,1,4,0
14122,2,1,5,4,1,6,0
14123,1,1,9,3,1,5,0
14124,2,1,5,1,1,8,1
14125,2,1,7,1,2,1,0
14126,2,1,9,6,1,3,0
14127,2,7,5,3,1,1,1
14128,1,1,5,6,1,3,1
14129,1,1,4,2,1,1,1
14130,2,2,7,6,2,1,2
14131,1,1,9,3,1,0,0
14132,1,1,5,6,1,1,0
14133,1,1,10,2,2,0,1
14134,2,1,5,5,1,3,1
14135,2,1,1,2,2,2,1
14136,1,9,9,1,1,3,1
14137,2,2,5,2,1,0,1
14138,1,1,7,4,3,9,2
14139,1,1,9,3,1,8,1
14140,1,1,9,4,1,1,0
14141,1,9,9,5,1,0,0
14142,2,1,4,1,3,0,0
14143,2,1,4,3,1,3,1
14144,2,1,9,5,2,1,0
14145,1,1,2,1,1,4,0
14146,1,1,3,1,1,0,1
14147,2,1,9,3,1,5,0
14148,2,1,9,1,1,4,1
14149,1,6,9,1,1,1,1
14150,2,2,9,4,1,2,0
14151,2,1,7,1,3,5,0
14152,2,1,7,4,2,2,0
14153,1,1,12,1,1,1,1
14154,1,5,7,5,3,1,0
14155,2,2,4,1,1,6,1
14156,1,2,4,1,1,0,0
14157,2,1,8,6,1,1,1
14158,1,2,3,5,2,2,1
14159,2,1,7,3,2,3,1
14160,2,1,1,1,1,0,0
14161,2,1,9,6,3,0,0
14162,1,1,8,5,3,1,0
14163,2,1,5,6,2,6,1
14164,1,1,6,3,1,0,1
14165,1,1,5,4,2,4,1
14166,1,1,9,4,1,1,0
14167,1,1,3,1,1,0,0
14168,1,5,4,4,3,1,0
14169,2,1,4,5,1,6,1
14170,1,1,9,4,1,7,0
14171,1,1,3,5,2,1,2
14172,1,1,5,6,2,6,2
14173,2,1,4,2,2,3,1
14174,1,1,9,1,3,3,0
14175,2,2,12,6,1,4,0
14176,2,2,4,2,2,5,2
14177,1,1,5,4,2,2,1
14178,1,1,7,4,3,5,2
14179,2,1,5,5,2,1,2
14180,2,1,7,5,2,3,0
14181,2,1,7,5,2,4,2
14182,2,1,5,4,1,5,1
14183,1,1,4,1,3,2,0
14184,1,3,3,5,3,8,0
14185,2,1,5,6,1,0,0
14186,1,1,9,2,3,1,2
14187,1,1,4,1,3,0,0
14188,1,1,3,3,1,2,1
14189,1,1,5,4,1,1,0
14190,2,1,3,1,1,3,0
14191,2,1,3,1,2,3,2
14192,2,1,8,5,1,4,0
14193,2,1,8,5,1,6,1
14194,2,1,3,4,3,2,0
14195,1,5,4,5,1,5,1
14196,2,1,2,1,1,7,1
14197,2,9,9,3,1,0,0
14198,1,1,2,6,2,4,1
14199,2,2,4,5,1,5,0
14200,2,1,1,1,1,2,1
14201,1,1,2,1,1,2,0
14202,2,1,7,5,3,4,0
14203,1,1,2,1,1,5,1
14204,2,1,4,5,2,6,1
14205,2,1,3,1,1,3,1
14206,1,1,7,1,1,0,1
14207,1,1,9,5,1,3,0
14208,2,2,7,2,1,3,0
14209,1,1,4,5,1,6,1
14210,1,1,2,2,1,4,1
14211,1,1,3,4,3,5,0
14212,2,1,3,4,1,5,1
14213,1,1,10,2,2,4,2
14214,1,1,7,1,1,3,1
14215,2,1,7,1,1,3,1
14216,1,4,1,1,1,3,0
14217,1,1,4,2,3,0,2
14218,1,1,3,4,2,6,2
14219,2,1,4,6,2,1,2
14220,1,1,4,6,1,5,0
14221,2,2,9,2,3,7,0
14222,2,1,4,1,1,3,1
14223,2,1,2,1,1,1,1
14224,2,1,3,1,1,3,1
14225,1,1,5,6,2,2,0
14226,2,1,5,5,2,0,1
14227,1,1,3,1,1,2,0
14228,2,6,7,5,1,5,1
14229,1,1,8,1,3,0,1
14230,2,1,11,6,2,4,1
14231,2,1,9,1,1,2,1
14232,1,1,7,1,1,6,1
14233,1,1,6,4,2,5,0
14234,1,1,3,2,1,2,1
14235,1,2,3,6,2,6,2
14236,2,1,3,5,2,1,2
14237,2,7,5,1,1,1,2
14238,2,8,3,5,1,6,1
14239,1,2,10,1,1,4,0
14240,2,1,5,5,2,8,0
14241,1,1,9,1,1,5,1
14242,1,1,2,1,1,1,0
14243,2,4,9,3,1,3,0
14244,1,1,4,1,1,3,1
14245,1,1,9,1,1,3,0
14246,2,1,3,1,1,2,1
14247,1,2,7,4,3,5,2
14248,1,1,5,6,1,5,1
14249,1,8,4,4,3,2,2
14250,1,2,8,5,2,6,2
14251,1,1,2,2,1,1,0
14252,1,1,5,6,1,1,1
14253,1,1,3,1,1,2,0
14254,1,1,7,1,1,6,1
14255,2,1,7,6,1,3,1
14256,2,1,4,4,1,3,1
14257,2,1,4,1,3,2,2
14258,1,1,8,1,1,4,1
14259,1,2,7,1,1,3,1
14260,1,1,2,1,1,2,0
14261,2,1,5,6,2,1,2
14262,1,1,4,1,1,3,0
14263,1,2,8,4,1,6,2
14264,2,2,4,2,1,0,0
14265,2,2,5,1,1,2,1
14266,1,2,5,3,1,4,1
14267,2,1,6,5,2,5,2
14268,2,4,3,1,1,4,0
14269,2,5,7,3,1,5,1
14270,1,2,10,6,2,5,2
14271,2,1,5,4,1,2,1
14272,2,1,9,3,1,5,1
14273,1,1,7,4,2,5,2
14274,2,1,5,3,2,6,1
14275,1,1,2,1,1,0,1
14276,1,1,2,1,1,3,1
14277,2,1,2,2,1,6,0
14278,1,1,2,3,2,2,2
14279,2,1,7,5,3,4,0
14280,2,9,4,3,2,5,1
14281,1,9,5,2,1,4,1
14282,1,1,11,6,1,1,0
14283,2,9,9,3,1,1,0
14284,1,1,4,5,3,1,0
14285,1,2,4,1,1,3,1
14286,1,1,9,3,1,0,0
14287,1,1,3,1,1,1,0
14288,2,7,10,6,1,5,0
14289,1,8,3,1,1,0,1
14290,2,1,7,5,3,4,0
14291,1,7,7,2,1,3,2
14292,2,1,9,6,1,1,1
14293,1,1,7,5,1,6,1
14294,1,1,6,4,3,3,2
14295,2,1,7,6,2,0,2
14296,1,1,9,4,1,3,0
14297,2,1,9,3,1,3,0
14298,1,1,7,5,2,4,2
14299,2,1,9,6,1,3,0
14300,2,6,2,2,1,2,1
14301,2,1,7,5,1,6,1
14302,2,8,4,3,1,2,0
14303,1,1,10,1,2,5,1
14304,1,1,5,4,1,1,0
14305,1,1,4,6,2,3,1
14306,1,1,9,1,1,6,1
14307,1,1,9,4,1,4,1
14308,1,3,3,4,3,5,0
14309,2,1,6,1,2,6,1
14310,2,1,7,2,1,3,1
14311,1,1,1,1,3,3,0
14312,2,1,8,3,2,2,1
14313,2,1,5,1,1,3,1
14314,1,8,3,6,2,4,1
14315,2,1,5,6,2,6,2
14316,1,2,9,4,1,3,0
14317,1,2,2,1,1,7,1
14318,1,1,8,5,1,1,1
14319,1,6,10,3,2,6,2
14320,2,5,4,5,1,2,1
14321,2,8,6,4,2,9,1
14322,2,1,4,1,1,4,0
14323,2,2,3,1,1,4,2
14324,2,1,4,6,2,6,2
14325,2,1,8,5,3,5,0
14326,2,5,2,5,1,2,1
14327,2,1,5,1,2,1,0
14328,2,1,7,2,2,5,2
14329,2,2,8,5,1,4,1
14330,2,6,6,6,1,0,1
14331,1,2,5,1,1,2,1
14332,1,1,7,1,1,0,0
14333,1,1,9,4,2,5,2
14334,1,1,4,3,3,2,0
14335,1,4,7,1,1,1,1
14336,2,1,9,1,1,3,1
14337,1,2,1,2,1,2,1
14338,2,2,6,2,1,3,1
14339,1,1,6,1,1,1,1
14340,1,1,9,3,1,3,0
14341,2,8,4,2,1,2,2
14342,2,1,1,1,1,1,0
14343,1,1,7,1,1,1,1
14344,1,1,8,3,1,2,0
14345,1,1,9,4,1,0,1
14346,2,1,1,1,1,0,0
14347,1,1,5,4,1,1,1
14348,1,1,4,1,1,5,1
14349,2,1,7,1,3,2,0
14350,1,1,3,4,2,4,0
14351,1,1,9,1,1,3,1
14352,1,1,1,1,3,9,0
14353,1,1,4,2,3,0,0
14354,2,1,3,1,1,3,1
14355,2,1,7,4,1,9,1
14356,2,1,8,1,1,0,1
14357,2,8,7,1,1,0,1
14358,1,5,8,5,1,6,1
14359,2,5,2,2,1,5,1
14360,1,2,3,1,1,2,0
14361,2,1,5,6,2,5,2
14362,2,1,1,4,1,3,1
14363,1,1,7,6,2,1,2
14364,2,1,3,5,3,6,0
14365,1,8,3,3,1,2,1
14366,2,1,5,1,1,6,1
14367,2,1,7,1,1,5,1
14368,1,1,9,1,1,6,1
14369,2,1,8,1,1,1,2
14370,1,1,8,2,3,5,0
14371,2,1,7,1,3,4,0
14372,1,1,1,2,1,2,1
14373,1,1,5,5,2,6,2
14374,1,1,2,1,1,0,0
14375,1,5,9,4,1,3,0
14376,1,5,10,6,1,3,0
14377,2,1,7,5,2,0,2
14378,2,1,3,5,2,6,1
14379,1,1,1,6,1,3,2
14380,2,1,9,3,3,4,0
14381,2,1,4,3,2,3,2
14382,1,1,9,3,1,5,1
14383,1,1,1,1,1,1,0
14384,2,2,7,2,1,4,1
14385,2,1,4,2,2,5,2
14386,1,1,7,4,3,1,0
14387,2,2,6,4,1,1,1
14388,2,1,8,5,1,1,1
14389,2,6,5,1,1,0,1
14390,2,1,5,1,1,4,1
14391,1,1,8,5,2,1,2
14392,1,1,7,1,1,6,1
14393,1,1,9,5,1,1,0
14394,1,1,2,1,1,4,0
14395,1,1,5,1,3,3,1
14396,1,1,1,1,1,2,2
14397,1,1,2,1,1,5,1
14398,1,7,3,1,1,4,1
14399,1,1,2,2,1,0,1
14400,2,1,4,1,1,2,0
14401,1,2,5,1,1,0,1
14402,1,2,12,2,1,1,1
14403,2,1,3,2,2,4,2
14404,2,1,7,6,1,2,1
14405,2,1,7,1,2,3,2
14406,1,1,9,5,1,2,0
14407,1,1,5,2,1,0,1
14408,2,2,7,2,1,2,1
14409,2,9,9,3,1,2,1
14410,1,1,1,3,1,1,1
14411,1,1,7,1,1,2,1
14412,2,1,2,1,1,2,0
14413,1,1,7,1,3,6,0
14414,2,2,5,6,2,3,0
14415,2,2,4,1,3,1,2
14416,2,2,3,1,1,0,1
14417,1,1,4,1,1,3,0
14418,2,1,8,3,1,1,1
14419,1,1,5,4,2,0,1
14420,2,1,9,3,1,3,1
14421,2,1,7,3,3,2,0
14422,1,1,3,6,1,4,0
14423,2,1,2,1,1,8,1
14424,1,1,6,5,2,2,2
14425,2,3,7,1,2,3,2
14426,2,2,1,6,1,3,1
14427,2,7,8,1,1,4,1
14428,1,5,4,5,1,3,1
14429,1,5,8,1,2,0,2
14430,1,1,8,6,2,6,1
14431,2,1,5,4,1,5,1
14432,1,1,3,4,1,4,1
14433,1,1,4,5,3,7,0
14434,1,2,5,1,1,5,1
14435,1,1,2,1,1,3,1
14436,1,1,4,1,3,4,2
14437,2,8,5,3,1,3,1
14438,1,2,5,3,1,1,1
14439,1,1,9,6,1,1,0
14440,1,1,5,2,2,3,2
14441,1,1,1,2,1,0,1
14442,1,7,9,4,1,6,0
14443,2,1,9,1,3,0,2
14444,2,1,4,3,1,1,0
14445,1,1,7,2,1,4,1
14446,2,1,4,6,2,7,0
14447,1,1,7,4,1,1,1
14448,1,1,5,6,2,4,2
14449,2,1,5,6,2,2,2
14450,1,1,9,1,1,8,0
14451,2,6,4,5,2,5,1
14452,2,1,2,6,2,3,1
14453,1,1,4,4,1,5,0
14454,2,2,7,1,1,0,1
14455,1,1,7,1,1,2,1
14456,1,1,5,2,1,3,0
14457,1,1,5,1,1,4,1
14458,2,1,2,2,2,2,1
14459,1,1,3,3,2,6,2
14460,2,1,9,5,3,0,0
14461,2,1,1,1,1,4,0
14462,2,1,6,1,1,2,1
14463,2,1,4,3,2,5,1
14464,2,1,11,1,1,2,1
14465,2,2,8,4,3,0,2
14466,1,1,6,5,1,3,1
14467,2,1,8,3,1,0,0
14468,1,2,8,2,1,1,0
14469,1,1,3,5,2,6,1
14470,2,2,8,2,1,1,1
14471,2,1,9,4,1,2,0
14472,1,7,9,3,1,2,0
14473,2,2,6,3,1,1,1
14474,2,7,9,3,1,1,0
14475,2,5,10,5,1,6,1
14476,1,2,7,5,1,5,1
14477,2,1,7,2,2,3,1
14478,2,1,6,1,1,4,1
14479,2,1,4,1,1,3,1
14480,1,1,6,3,2,5,1
14481,1,7,8,3,1,6,1
14482,2,6,9,1,1,7,1
14483,2,1,2,1,1,2,0
14484,2,1,9,1,1,5,1
14485,2,1,1,1,3,0,0
14486,1,1,4,5,1,3,1
14487,1,2,3,1,1,0,0
14488,1,1,3,4,1,2,0
14489,1,5,5,2,1,2,2
14490,1,1,4,1,2,4,2
14491,2,2,4,1,1,1,1
14492,1,2,9,1,3,1,0
14493,2,1,1,1,1,1,0
14494,1,1,7,6,2,6,2
14495,1,1,8,4,1,2,0
14496,1,1,7,1,1,7,1
14497,1,1,7,1,3,4,0
14498,2,6,5,6,2,6,1
14499,1,2,3,1,1,0,0
14500,2,1,7,5,1,9,1
14501,2,1,7,6,1,5,1
14502,1,1,7,2,1,5,1
14503,2,1,7,1,3,1,1
14504,2,1,10,6,1,2,0
14505,2,1,3,5,3,4,0
14506,1,9,9,4,1,0,0
14507,1,9,9,1,1,4,1
14508,2,1,9,3,1,2,0
14509,2,1,6,4,1,2,1
14510,2,1,9,1,1,3,1
14511,2,1,5,6,1,5,2
14512,1,8,7,2,1,1,1
14513,2,1,5,5,1,4,0
14514,2,1,1,1,1,0,0
14515,2,2,4,4,1,5,1
14516,2,1,4,1,1,1,1
14517,1,1,4,4,2,6,1
14518,1,1,4,6,1,1,0
14519,1,1,6,3,2,3,1
14520,2,1,7,1,1,7,0
14521,1,1,1,1,1,3,1
14522,2,5,3,2,1,8,1
14523,2,1,1,1,1,3,0
14524,1,2,5,3,2,3,2
14525,1,2,7,2,1,6,0
14526,1,5,10,1,2,1,2
14527,1,1,4,1,1,4,1
14528,1,1,3,4,1,4,0
14529,2,7,7,2,2,3,2
14530,2,3,2,1,1,2,1
14531,1,1,7,1,1,3,0
14532,1,6,7,1,3,5,0
14533,2,1,2,4,3,1,0
14534,1,1,6,1,1,6,0
14535,1,1,7,6,1,8,0
14536,1,1,9,4,1,1,0
14537,1,3,2,5,2,5,0
14538,2,1,8,3,1,0,1
14539,1,1,9,4,1,4,0
14540,1,7,5,6,3,6,0
14541,1,5,10,1,2,2,1
14542,2,1,9,1,1,9,1
14543,1,6,7,5,2,2,2
14544,1,2,5,4,2,5,2
14545,2,1,2,1,2,4,2
14546,2,6,9,3,1,6,0
14547,1,2,1,1,1,2,0
14548,2,1,7,1,1,3,0
14549,1,1,9,3,1,2,0
14550,2,2,3,3,3,4,0
14551,1,1,8,6,1,2,0
14552,2,1,9,1,1,4,1
14553,1,1,5,4,1,1,0
14554,2,1,1,1,1,3,0
14555,2,2,7,1,3,6,0
14556,1,2,1,1,1,1,0
14557,1,1,5,4,1,5,0
14558,2,1,10,3,1,1,1
14559,1,1,5,2,1,5,0
14560,2,3,1,1,1,5,1
14561,2,1,4,6,1,6,1
14562,2,5,8,5,1,5,1
14563,2,1,8,4,1,6,1
14564,2,1,2,1,1,1,1
14565,2,9,9,1,1,6,1
14566,1,1,1,6,1,3,0
14567,1,7,8,4,1,9,0
14568,1,1,2,1,1,3,1
14569,2,1,9,4,3,0,0
14570,1,1,3,5,2,2,2
14571,2,5,5,1,3,3,1
14572,1,2,4,5,3,0,0
14573,1,1,1,2,1,2,1
14574,1,1,1,1,3,1,0
14575,1,1,9,1,1,5,1
14576,2,1,7,1,1,6,1
14577,2,5,8,5,1,0,0
14578,1,2,5,5,2,3,1
14579,2,1,9,4,1,2,0
14580,1,1,5,6,2,1,1
14581,2,1,5,2,2,6,2
14582,1,1,6,3,2,0,2
14583,2,1,4,5,1,1,1
14584,1,1,3,1,1,5,1
14585,2,1,9,3,1,2,0
14586,2,1,3,5,3,3,0
14587,1,1,7,3,1,5,1
14588,1,1,1,1,1,0,1
14589,2,1,7,6,2,9,0
14590,2,1,2,1,1,1,1
14591,1,1,2,1,1,2,1
14592,2,7,3,1,1,0,1
14593,2,1,8,6,3,4,2
14594,1,2,2,1,1,3,1
14595,2,1,2,2,1,4,1
14596,2,1,6,3,2,0,2
14597,1,1,7,1,1,3,0
14598,2,2,10,5,1,0,0
14599,2,2,5,5,1,5,0
14600,1,2,7,4,1,1,0
14601,2,1,3,1,1,5,0
14602,2,6,9,6,1,1,0
14603,2,1,1,1,1,0,1
14604,2,1,1,4,1,0,1
14605,1,8,7,1,2,4,2
14606,1,6,2,3,2,2,2
