,RAC1P,SEX,EDU,MSP,PINCP_DECILE,HOUSING_TYPE,OWN_RENT
12190,1,2,6,1,1,3,0
12191,8,1,8,1,0,3,1
12192,4,1,7,4,3,1,1
12193,2,2,5,6,8,3,1
12194,6,1,6,1,2,1,1
12195,6,1,2,6,3,1,0
12196,1,2,6,1,2,1,2
12197,1,2,3,3,2,1,0
12198,1,1,5,1,1,1,1
12199,5,2,10,6,7,3,1
12200,8,2,2,4,2,3,1
12201,5,2,5,1,0,2,1
12202,1,1,3,1,3,2,0
12203,1,2,5,4,2,2,0
12204,6,2,4,4,3,2,0
12205,1,1,7,5,1,1,1
12206,1,1,7,6,5,2,0
12207,1,2,7,6,4,1,0
12208,2,1,6,1,0,1,1
12209,1,1,8,4,0,1,2
12210,1,2,4,1,2,1,0
12211,2,2,7,3,2,2,0
12212,6,2,5,4,1,1,1
12213,2,2,2,3,2,1,0
12214,6,1,9,1,3,3,1
12215,1,1,6,1,7,1,1
12216,7,2,6,1,1,1,2
12217,2,2,8,4,3,1,2
12218,1,2,5,4,1,1,1
12219,1,1,5,1,7,2,0
12220,2,2,4,1,0,2,1
12221,1,2,6,1,0,1,1
12222,8,1,8,1,4,3,2
12223,1,1,4,1,3,1,1
12224,2,2,7,3,4,2,1
12225,1,2,3,4,2,1,0
12226,1,2,6,2,2,1,1
12227,8,2,6,1,3,1,1
12228,1,1,5,2,1,2,0
12229,1,2,3,1,0,2,0
12230,1,1,3,1,2,2,0
12231,2,1,5,5,3,1,1
12232,1,2,7,4,5,3,1
12233,1,1,7,4,2,3,1
12234,2,2,4,2,0,1,2
12235,1,2,5,5,0,1,1
12236,1,2,7,4,2,1,1
12237,1,2,5,4,1,1,1
12238,2,2,1,3,4,1,1
12239,1,2,4,6,2,1,0
12240,1,2,9,3,0,2,0
12241,2,1,4,6,4,3,1
12242,3,1,12,1,1,1,1
12243,1,1,5,5,3,3,0
12244,1,1,7,1,4,1,2
12245,7,1,3,1,3,1,0
12246,7,1,8,2,4,2,0
12247,2,2,4,1,4,1,1
12248,1,1,5,5,3,3,1
12249,1,1,7,6,4,1,1
12250,1,2,8,2,1,3,0
12251,1,1,3,4,3,1,0
12252,6,2,2,5,2,1,0
12253,1,2,7,3,3,1,1
12254,1,1,5,1,3,2,1
12255,1,1,8,1,2,1,1
12256,1,1,6,4,2,3,1
12257,1,1,3,2,3,3,2
12258,1,2,2,6,1,2,1
12259,1,2,7,5,6,3,1
12260,1,1,4,2,1,3,0
12261,1,2,6,1,2,1,2
12262,2,1,6,6,5,1,0
12263,7,1,8,6,2,1,1
12264,7,2,3,4,0,2,1
12265,1,1,3,6,3,1,0
12266,6,2,1,6,1,1,1
12267,1,1,5,6,7,1,1
12268,1,1,5,2,2,1,1
12269,3,1,8,6,7,1,0
12270,1,1,7,1,5,3,0
12271,8,2,1,2,1,1,1
12272,8,2,7,1,3,1,2
12273,3,2,4,6,0,1,1
12274,1,1,2,1,0,1,0
12275,1,2,6,4,2,3,1
12276,4,1,4,2,2,1,1
12277,1,1,8,1,2,1,2
12278,1,2,6,1,1,1,1
12279,1,1,3,6,5,1,0
12280,6,1,6,2,2,1,1
12281,5,1,12,6,5,1,0
12282,1,1,6,1,2,1,2
12283,7,1,6,6,9,3,0
12284,1,2,5,1,3,3,1
12285,1,2,2,2,0,1,0
12286,1,2,3,1,2,3,1
12287,1,1,9,1,3,1,1
12288,2,2,7,6,1,1,0
12289,7,1,5,1,2,1,1
12290,1,1,4,1,1,2,0
12291,5,1,7,3,2,1,1
12292,2,2,8,1,2,1,1
12293,1,2,12,4,2,1,2
12294,2,2,7,4,0,3,0
12295,1,2,6,5,0,2,2
12296,1,1,7,1,2,1,1
12297,1,2,7,6,5,3,1
12298,1,2,7,4,3,1,1
12299,2,2,7,6,9,3,1
12300,2,2,8,6,5,1,1
12301,2,2,7,4,6,1,1
12302,1,2,4,4,1,1,1
12303,1,1,4,5,5,1,1
12304,1,1,4,1,5,1,0
12305,1,2,4,4,1,2,2
12306,4,2,6,2,1,1,1
12307,7,1,6,1,3,1,2
12308,1,1,6,1,3,3,1
12309,1,1,5,1,5,3,1
12310,1,1,3,4,5,1,1
12311,6,1,9,2,3,2,0
12312,1,2,4,1,3,3,1
12313,1,1,8,1,2,1,2
12314,1,1,3,6,4,3,1
12315,1,1,5,1,4,2,0
12316,1,1,4,1,2,1,0
12317,1,2,3,1,5,3,1
12318,1,2,3,6,3,1,0
12319,3,2,1,6,2,1,0
12320,1,2,6,4,7,3,1
12321,1,1,3,3,1,2,1
12322,2,2,8,6,3,3,1
12323,1,2,4,1,4,2,0
12324,7,1,7,1,3,1,2
12325,5,2,6,6,1,1,0
12326,1,2,7,5,1,3,1
12327,1,2,6,3,2,1,1
12328,2,1,2,1,3,1,0
12329,1,1,12,1,1,1,2
12330,7,2,12,6,8,1,0
12331,1,1,7,3,3,2,0
12332,3,1,9,6,6,3,1
12333,2,2,4,1,1,3,1
12334,1,2,4,4,1,2,1
12335,1,2,3,1,6,3,0
12336,5,2,2,6,0,1,0
12337,2,2,4,1,0,1,0
12338,1,2,6,4,1,1,1
12339,6,1,6,4,2,3,1
12340,8,2,5,1,3,3,0
12341,1,2,12,1,2,3,2
12342,2,2,5,6,3,1,0
12343,2,2,8,6,5,1,1
12344,1,1,7,3,4,1,1
12345,2,1,3,4,3,2,0
12346,1,1,3,4,3,2,0
12347,6,1,5,1,2,1,1
12348,8,2,2,1,1,1,0
12349,6,2,7,5,2,2,1
12350,1,1,4,1,2,3,1
12351,2,1,5,3,5,2,2
12352,2,2,4,1,1,2,0
12353,7,2,6,4,2,1,2
12354,1,2,4,6,2,1,1
12355,1,1,2,6,4,2,0
12356,2,2,3,1,1,1,0
12357,1,2,3,4,2,2,0
12358,1,2,8,1,3,1,1
12359,1,1,6,1,2,1,2
12360,1,1,6,1,2,3,1
12361,1,1,6,1,3,1,1
12362,1,2,3,1,6,3,0
12363,4,2,7,3,4,1,1
12364,2,1,4,6,5,3,1
12365,1,1,7,1,2,1,1
12366,1,1,7,6,7,1,0
12367,6,2,8,6,4,1,1
12368,2,2,8,5,1,1,2
12369,1,1,6,2,5,1,2
12370,1,1,4,1,2,1,1
12371,8,2,6,5,0,1,2
12372,1,2,6,3,2,3,1
12373,1,2,7,1,1,3,0
12374,7,1,11,6,8,1,0
12375,1,2,7,1,2,3,1
12376,5,1,6,5,3,3,2
12377,2,1,4,3,0,1,0
12378,1,1,2,4,2,2,0
12379,1,2,3,1,4,1,0
12380,4,1,11,1,2,1,1
12381,7,1,4,1,2,1,0
12382,1,1,5,2,1,3,0
12383,7,1,8,1,1,1,2
12384,1,2,11,2,7,2,2
12385,4,1,5,4,3,2,0
12386,1,2,4,2,1,2,1
12387,1,2,6,1,2,3,0
12388,8,1,8,4,3,2,1
12389,1,2,6,1,2,1,1
12390,1,2,5,6,0,1,0
12391,8,1,3,5,2,3,1
12392,1,1,7,6,1,1,0
12393,1,2,5,5,2,1,1
12394,2,1,5,3,2,3,1
12395,3,2,2,6,0,1,0
12396,2,2,2,4,2,2,0
12397,1,1,3,4,0,2,0
12398,8,2,6,4,2,3,2
12399,4,1,2,6,0,2,0
12400,1,2,10,4,2,3,1
12401,8,1,12,6,6,1,1
12402,1,1,6,4,1,3,1
12403,2,1,6,1,2,1,1
12404,3,1,5,1,2,1,1
12405,1,1,3,4,1,2,0
12406,1,1,6,1,8,1,1
12407,8,1,3,4,3,2,1
12408,1,1,5,6,4,1,0
12409,7,2,3,1,2,1,1
12410,1,1,2,2,3,1,0
12411,1,1,6,1,2,1,2
12412,2,1,6,3,2,1,1
12413,5,1,7,1,0,1,2
12414,1,2,2,1,1,2,0
12415,1,2,5,1,2,2,1
12416,1,1,5,2,1,2,0
12417,1,2,11,5,0,3,1
12418,1,2,7,3,1,1,1
12419,5,1,6,1,7,1,1
12420,5,2,6,1,3,1,1
12421,1,1,5,1,1,2,1
12422,1,2,8,6,9,1,1
12423,2,1,6,3,1,1,1
12424,6,1,12,1,2,1,1
12425,1,2,4,2,4,1,1
12426,1,1,3,4,4,1,1
12427,1,2,5,3,3,1,1
12428,1,2,6,2,2,1,1
12429,8,2,6,1,3,1,2
12430,8,1,8,1,1,1,2
12431,1,2,4,2,2,3,0
12432,1,1,6,1,3,1,2
12433,1,1,9,1,0,1,1
12434,1,1,3,6,3,1,0
12435,7,2,5,1,1,1,1
12436,7,2,3,5,2,1,0
12437,3,2,11,4,3,1,2
12438,4,2,7,6,9,1,1
12439,1,1,3,1,2,3,0
12440,4,2,7,5,3,1,1
12441,2,1,6,1,0,1,2
12442,1,2,6,1,1,1,2
12443,7,2,7,3,2,2,1
12444,6,2,3,2,2,3,1
12445,1,1,7,1,4,1,1
12446,2,1,7,6,7,3,1
12447,1,1,3,2,3,2,0
12448,1,1,7,4,1,1,2
12449,8,1,8,4,2,3,2
12450,1,1,4,2,0,1,0
12451,5,2,5,1,1,1,1
12452,1,2,5,4,0,2,1
12453,1,1,7,1,2,1,1
12454,1,1,6,1,2,1,1
12455,2,2,8,1,2,1,2
12456,2,1,8,6,3,1,1
12457,1,1,3,6,4,1,1
12458,1,2,3,4,2,2,0
12459,3,2,6,6,2,1,1
12460,6,2,6,2,6,2,0
12461,8,2,8,5,2,1,1
12462,8,2,7,4,6,1,2
12463,2,2,7,1,1,1,2
12464,2,2,5,2,0,1,1
12465,1,1,10,5,3,1,1
12466,1,2,7,6,5,1,0
12467,2,1,8,6,2,1,1
12468,7,2,6,4,0,3,0
12469,2,2,5,6,5,1,1
12470,1,2,7,1,1,1,2
12471,1,2,6,1,5,1,1
12472,7,1,7,1,1,1,1
12473,1,1,8,6,2,3,1
12474,5,1,8,1,4,1,1
12475,1,1,7,6,0,1,0
12476,1,2,5,4,4,3,1
12477,9,2,5,1,1,2,0
12478,1,2,3,1,4,2,1
12479,1,2,7,1,2,1,1
12480,1,2,4,4,2,1,1
12481,1,2,8,1,2,1,2
12482,1,2,7,1,1,1,2
12483,1,1,3,5,2,2,1
12484,1,1,3,2,3,1,0
12485,1,2,4,1,2,1,0
12486,2,1,3,2,2,2,2
12487,1,1,4,3,0,2,1
12488,1,1,6,6,4,1,1
12489,2,1,7,6,8,1,0
12490,9,2,7,6,3,1,1
12491,1,2,4,1,7,2,0
12492,8,2,6,1,5,1,1
12493,7,2,1,6,5,1,0
12494,1,1,2,1,4,3,0
12495,5,1,4,1,1,2,1
12496,2,2,7,6,1,1,0
12497,1,2,12,5,1,3,1
12498,1,1,7,1,3,1,2
12499,1,1,7,6,3,1,0
12500,4,1,7,3,3,1,1
12501,6,1,5,4,0,2,0
12502,1,1,4,1,5,2,1
12503,1,1,5,3,0,1,2
12504,1,2,7,6,3,1,0
12505,3,2,5,6,3,1,0
12506,1,1,7,4,0,2,2
12507,1,1,6,5,2,1,1
12508,4,1,5,4,3,1,1
12509,2,1,4,6,6,1,0
12510,1,2,6,1,2,1,1
12511,1,1,2,1,2,3,1
12512,1,1,1,1,1,1,0
12513,2,1,6,4,1,1,1
12514,7,1,3,6,3,1,0
12515,2,1,6,2,2,2,1
12516,1,2,6,1,2,1,1
12517,1,1,2,2,0,2,1
12518,1,2,5,5,2,1,1
12519,4,1,3,6,5,3,1
12520,4,1,5,1,3,1,1
12521,1,2,6,1,3,1,2
12522,1,1,4,2,1,2,1
12523,1,1,6,1,1,1,2
12524,1,2,9,1,2,3,1
12525,4,1,6,4,2,3,0
12526,8,2,6,1,7,1,2
12527,6,1,6,4,2,1,1
12528,2,1,6,1,3,3,1
12529,7,1,7,1,3,3,2
12530,4,1,6,4,3,2,1
12531,9,2,9,6,7,1,0
12532,6,2,2,4,1,3,0
12533,5,2,3,3,0,1,0
12534,1,1,3,3,0,3,0
12535,1,1,8,1,2,1,1
12536,1,1,3,1,3,1,0
12537,1,2,10,4,1,1,1
12538,1,1,5,1,5,1,1
12539,1,2,7,1,3,1,2
12540,1,2,9,1,2,1,2
12541,1,1,6,3,1,1,1
12542,1,2,5,2,7,1,2
12543,1,2,6,5,2,3,1
12544,1,2,4,5,0,1,0
12545,1,2,5,6,1,3,1
12546,1,2,7,1,3,1,1
12547,7,2,7,6,7,3,1
12548,1,2,7,4,4,1,1
12549,8,2,4,2,0,3,1
12550,1,2,8,2,1,3,0
12551,1,1,3,6,3,1,0
12552,2,1,4,2,0,3,0
12553,1,1,7,6,2,2,0
12554,2,2,5,4,2,2,1
12555,2,1,6,1,0,1,2
12556,7,1,4,6,2,1,0
12557,1,2,10,1,3,1,1
12558,1,1,7,1,1,1,1
12559,1,1,2,4,1,3,0
12560,1,1,4,3,0,1,1
12561,1,2,12,1,1,1,2
12562,1,2,9,4,3,3,0
12563,1,2,5,4,0,3,0
12564,1,1,6,2,3,1,1
12565,2,1,3,2,2,1,1
12566,3,2,9,6,5,1,1
12567,2,1,5,1,6,2,0
12568,7,1,11,6,8,1,0
12569,1,1,12,1,2,3,1
12570,1,2,3,1,7,1,1
12571,8,1,1,6,2,1,0
12572,2,2,7,1,2,1,2
12573,8,2,1,1,3,1,0
12574,8,1,3,6,3,2,0
12575,7,1,5,6,3,3,1
12576,1,1,5,1,0,2,0
12577,1,1,5,5,2,1,1
12578,1,2,3,6,3,1,1
12579,8,2,4,6,4,1,0
12580,1,2,5,4,2,1,1
12581,6,2,3,4,1,2,0
12582,7,2,2,2,3,2,1
12583,1,1,7,4,2,1,1
12584,1,2,5,1,7,3,0
12585,1,2,7,6,3,3,1
12586,7,1,6,3,2,1,1
12587,1,1,4,1,0,2,0
12588,6,2,2,3,2,3,1
12589,1,2,7,6,0,1,0
12590,1,1,5,2,0,3,0
12591,8,1,2,5,3,2,0
12592,1,1,8,1,2,2,1
12593,1,1,8,1,2,1,2
12594,1,2,7,1,2,1,1
12595,1,1,7,4,2,1,1
12596,1,1,12,1,2,1,1
12597,2,2,7,4,4,2,0
12598,1,1,2,1,1,1,0
12599,1,1,6,4,1,2,0
12600,1,2,3,4,0,1,1
12601,8,2,4,3,3,2,1
12602,1,2,9,1,4,2,0
12603,1,2,6,1,1,3,1
12604,8,2,1,6,2,1,0
12605,1,1,7,6,3,1,1
12606,1,1,4,2,1,3,1
12607,6,2,7,1,3,1,1
12608,1,2,4,1,3,3,1
12609,1,2,7,1,1,2,1
12610,1,1,3,1,4,1,1
12611,2,1,3,3,2,1,0
12612,7,1,2,4,2,3,0
12613,5,1,4,1,2,1,1
12614,1,2,6,1,2,1,1
12615,8,1,6,1,6,1,1
12616,5,2,3,3,2,1,1
12617,1,2,8,5,6,3,1
12618,2,2,6,3,1,1,1
12619,2,1,6,5,3,2,1
12620,7,1,11,6,5,1,0
12621,1,1,8,4,1,1,1
12622,7,2,5,3,2,2,1
12623,5,1,5,2,1,1,1
12624,7,1,8,6,1,1,1
12625,8,2,5,2,1,3,0
12626,1,1,6,1,3,1,1
12627,6,2,7,3,2,2,0
12628,1,1,3,1,1,2,1
12629,5,2,7,6,3,1,0
12630,1,2,5,1,1,3,0
12631,1,1,7,1,4,3,1
12632,1,2,3,1,4,2,0
12633,1,2,6,4,3,1,1
12634,7,2,1,2,1,3,1
12635,1,2,7,6,4,2,0
12636,1,1,7,3,3,1,1
12637,1,2,4,3,2,1,1
12638,7,1,8,6,2,3,1
12639,1,2,7,3,2,1,1
12640,1,1,12,1,4,3,1
12641,7,1,7,1,5,1,1
12642,1,2,7,6,7,3,0
12643,1,2,3,6,3,1,0
12644,1,1,1,6,2,1,0
12645,7,1,3,1,2,2,1
12646,2,1,5,6,2,3,1
12647,1,2,6,1,3,2,2
12648,1,1,5,1,0,2,0
12649,5,2,2,1,7,1,0
12650,1,1,3,6,6,1,1
12651,5,2,11,6,7,1,0
12652,1,2,6,1,3,1,1
12653,1,2,8,1,4,1,2
12654,5,2,3,2,1,3,1
12655,7,1,6,3,2,1,1
12656,2,2,7,2,2,1,1
12657,1,2,7,1,1,1,1
12658,1,1,2,4,1,3,0
12659,2,1,2,4,2,2,0
12660,1,2,8,1,0,1,1
12661,2,2,4,1,2,1,0
12662,1,1,6,1,2,1,1
12663,8,1,2,2,0,1,1
12664,1,1,3,2,0,3,2
12665,1,2,4,4,0,3,1
12666,6,2,5,4,5,1,1
12667,1,1,4,5,4,2,1
12668,7,2,12,4,6,1,1
12669,1,2,3,5,3,2,2
12670,1,1,4,4,1,2,1
12671,1,1,5,6,2,1,0
12672,1,1,7,6,2,2,0
12673,1,2,5,3,3,2,1
12674,7,2,8,1,4,2,2
12675,1,1,6,1,2,1,1
12676,1,1,6,1,3,1,2
12677,1,1,4,6,8,1,0
12678,1,1,7,1,3,1,1
12679,2,2,5,6,3,1,0
12680,1,1,4,2,1,1,1
12681,2,2,6,1,4,1,2
12682,8,2,1,1,1,2,1
12683,2,2,10,6,5,1,1
12684,1,2,3,2,1,2,1
12685,2,2,8,6,2,1,0
12686,6,1,1,6,4,1,0
12687,1,2,2,1,1,2,0
12688,2,2,1,6,3,1,1
12689,6,1,7,4,4,1,1
12690,7,1,7,4,3,3,0
12691,1,1,2,1,1,1,0
12692,1,2,12,1,0,1,2
12693,1,1,4,6,1,1,0
12694,1,1,7,1,3,1,2
12695,1,1,9,6,6,1,1
12696,1,1,6,5,1,2,1
12697,1,1,9,1,8,1,1
12698,2,2,4,3,4,1,0
12699,2,2,6,6,4,3,1
12700,1,2,6,1,2,1,2
12701,1,2,7,4,2,1,2
12702,1,2,8,4,7,1,1
12703,3,1,3,6,3,1,0
12704,2,2,7,3,2,2,1
12705,1,2,6,1,2,1,1
12706,1,1,7,6,1,1,0
12707,1,1,3,4,1,1,2
12708,2,1,3,1,1,1,1
12709,1,2,6,1,1,1,1
12710,1,2,7,3,3,1,1
12711,1,2,8,5,1,1,2
12712,2,1,8,1,7,1,1
12713,7,1,7,4,6,3,1
12714,1,2,7,6,5,1,1
12715,8,2,4,1,2,3,1
12716,1,2,3,6,4,1,0
12717,1,1,6,1,4,1,2
12718,4,1,5,4,1,1,1
12719,5,2,3,6,2,1,0
12720,7,1,1,6,3,1,1
12721,5,2,2,6,0,1,0
12722,2,2,5,3,2,1,1
12723,1,2,5,1,4,1,1
12724,3,1,6,1,2,2,1
12725,1,1,6,1,0,1,2
12726,1,1,11,6,6,1,0
12727,6,1,7,6,5,1,1
12728,1,2,3,6,3,1,1
12729,1,1,4,1,4,2,0
12730,2,1,3,1,4,1,0
12731,1,2,3,3,7,3,1
12732,1,1,7,4,3,1,1
12733,2,2,4,6,1,3,1
12734,1,2,5,1,2,1,1
12735,1,1,3,2,1,1,2
12736,1,2,7,1,5,1,1
12737,1,2,4,5,4,1,0
12738,3,1,8,2,0,3,2
12739,1,2,4,3,3,2,2
12740,1,1,6,1,2,1,1
12741,6,1,3,2,1,2,0
12742,1,1,9,2,2,2,0
12743,8,2,6,5,0,1,1
12744,6,1,6,2,1,1,1
12745,2,2,7,5,2,1,1
12746,1,1,5,5,3,1,1
12747,1,1,3,3,1,3,0
12748,1,1,8,1,2,2,1
12749,8,2,3,4,3,1,1
12750,1,1,3,1,0,2,0
12751,1,2,1,2,1,1,1
12752,5,2,3,6,4,1,0
12753,6,1,3,1,2,1,1
12754,9,1,4,6,5,1,1
12755,1,2,5,1,0,2,0
12756,1,1,5,1,0,1,1
12757,8,2,5,1,4,3,1
12758,1,2,4,6,3,1,0
12759,2,1,5,6,5,1,0
12760,9,2,1,6,7,1,0
12761,1,1,5,1,1,1,1
12762,2,2,7,6,1,1,0
12763,2,2,8,6,4,1,0
12764,3,1,2,6,4,3,1
12765,2,1,2,3,2,2,1
12766,1,1,3,1,4,2,0
12767,1,1,10,1,3,3,0
12768,1,2,7,1,4,1,1
12769,1,1,6,1,4,1,2
12770,1,1,6,4,1,2,1
12771,1,1,7,6,1,1,0
12772,1,1,7,6,5,3,1
12773,1,2,7,1,2,1,2
12774,1,1,7,5,2,2,1
12775,1,2,8,1,2,1,2
12776,1,1,7,3,1,1,1
12777,2,1,5,6,1,3,1
12778,2,2,6,1,3,1,2
12779,2,1,4,6,5,3,1
12780,3,2,6,6,8,1,0
12781,1,1,6,1,1,2,0
12782,1,1,3,1,1,1,0
12783,5,1,5,2,1,2,0
12784,1,1,5,1,2,3,0
12785,7,1,1,6,5,1,0
12786,2,1,7,6,6,3,1
12787,7,2,1,2,1,1,1
12788,8,2,5,2,6,1,2
12789,1,2,5,6,1,1,1
12790,2,2,7,3,2,1,1
12791,2,1,11,5,4,1,2
12792,1,2,6,1,1,1,1
12793,2,2,7,6,3,3,1
12794,5,2,7,6,0,3,1
12795,5,2,5,1,0,2,0
12796,6,2,5,3,1,2,0
12797,7,2,5,2,1,3,1
12798,2,1,5,5,1,2,2
12799,7,1,5,1,3,2,1
12800,2,1,8,2,0,1,2
12801,1,1,6,1,2,1,1
12802,2,2,4,6,9,1,1
12803,1,1,7,1,1,1,2
12804,2,2,5,3,2,1,1
12805,1,1,6,1,5,1,1
12806,9,2,5,1,2,2,0
12807,2,1,5,3,0,2,0
12808,1,1,3,1,4,3,1
12809,1,1,3,2,0,2,0
12810,6,1,2,6,9,3,1
12811,4,1,7,3,6,1,1
12812,1,1,12,5,2,1,2
12813,1,2,7,1,5,2,0
12814,1,2,3,3,1,1,0
12815,8,2,3,2,0,1,0
12816,1,1,7,6,3,2,0
12817,1,2,6,2,2,1,1
12818,1,2,7,1,2,1,1
12819,5,1,6,1,3,2,1
12820,1,1,7,2,3,3,0
12821,1,2,5,4,1,1,1
12822,1,1,6,5,3,1,1
12823,1,2,6,1,2,1,1
12824,1,1,7,5,2,2,0
12825,1,2,5,3,0,1,1
12826,7,1,3,5,1,1,0
12827,8,1,5,3,4,3,0
12828,1,1,5,6,4,1,0
12829,1,1,2,1,3,3,0
12830,1,2,6,1,2,2,0
12831,2,2,3,6,1,2,1
12832,1,1,4,3,1,2,1
12833,4,1,6,5,1,3,1
12834,1,1,4,1,2,1,1
12835,1,1,5,1,3,3,1
12836,4,1,6,1,3,1,1
12837,9,2,5,2,2,2,0
12838,1,1,8,1,0,1,2
12839,2,2,5,6,4,1,0
12840,2,1,6,3,2,2,0
12841,1,1,7,3,3,1,1
12842,2,1,7,6,5,3,1
12843,1,1,7,6,6,1,0
12844,1,2,7,5,3,1,1
12845,1,1,7,6,3,1,0
12846,1,1,6,1,2,1,1
12847,1,1,8,4,1,3,2
12848,1,2,3,6,0,1,0
12849,3,2,4,6,5,1,1
12850,1,1,9,2,4,1,2
12851,6,1,5,2,6,2,2
12852,1,2,6,1,1,1,1
12853,5,2,6,1,1,1,2
12854,2,2,4,1,1,2,0
12855,1,1,9,1,4,1,2
12856,1,2,6,1,1,1,1
12857,1,1,5,2,1,3,0
12858,7,2,11,6,7,3,1
12859,6,2,5,5,2,2,1
12860,2,2,6,5,1,1,1
12861,1,2,7,6,1,1,1
12862,1,2,3,3,2,2,1
12863,1,2,4,4,2,2,1
12864,4,2,7,3,4,1,1
12865,1,2,6,1,3,1,2
12866,2,2,8,6,0,1,0
12867,1,1,4,2,2,1,0
12868,9,1,12,6,5,1,0
12869,2,1,4,1,2,1,1
12870,1,1,5,3,2,3,0
12871,6,2,7,1,1,3,0
12872,7,1,2,6,0,1,0
12873,1,2,5,1,3,3,1
12874,4,1,1,6,0,1,0
12875,1,2,9,1,4,1,1
12876,2,1,6,1,1,1,2
12877,1,2,4,6,1,1,1
12878,1,2,5,1,2,3,0
12879,5,1,7,6,3,1,1
12880,2,2,3,2,4,2,0
12881,6,1,6,1,8,1,1
12882,2,1,5,6,1,1,0
12883,1,2,3,1,3,1,0
12884,1,1,12,1,3,1,2
12885,1,1,3,6,1,3,1
12886,2,2,5,2,0,2,2
12887,1,1,7,1,3,1,1
12888,1,2,6,3,3,3,0
12889,6,2,3,5,8,3,0
12890,1,1,3,6,5,1,0
12891,1,1,6,4,3,1,1
12892,7,1,10,6,5,3,1
12893,1,1,5,2,2,1,1
12894,1,2,3,1,1,3,0
12895,4,2,7,4,3,1,1
12896,2,2,6,1,2,1,2
12897,1,2,2,4,1,3,1
12898,1,1,2,1,2,1,0
12899,3,2,4,3,1,2,1
12900,8,2,8,1,6,1,1
12901,3,1,5,5,0,1,1
12902,1,2,5,3,2,3,1
12903,1,1,5,1,0,3,0
12904,1,2,7,4,2,2,0
12905,1,2,1,1,4,3,1
12906,6,1,5,3,3,1,1
12907,8,1,2,6,4,1,1
12908,1,2,4,1,1,3,1
12909,7,1,7,1,4,1,1
12910,1,1,7,4,3,1,1
12911,2,1,7,6,5,3,0
12912,1,2,8,1,7,1,1
12913,1,2,4,4,2,3,1
12914,2,1,5,4,1,1,1
12915,1,1,7,1,3,1,2
12916,5,1,4,3,0,2,1
12917,3,2,6,6,2,1,0
12918,1,2,1,3,1,1,0
12919,1,1,6,1,3,1,2
12920,7,1,6,6,3,3,1
12921,1,2,4,1,6,2,0
12922,3,2,6,3,2,3,0
12923,7,2,3,1,3,1,0
12924,3,1,1,3,0,1,1
12925,1,1,3,1,1,1,0
12926,2,2,5,3,1,1,1
12927,1,1,6,4,1,3,0
12928,1,1,6,4,3,1,1
12929,7,1,7,2,3,1,1
12930,1,2,3,4,3,2,0
12931,8,1,6,1,6,1,1
12932,1,2,4,1,4,3,1
12933,1,1,5,4,5,2,0
12934,1,1,5,6,2,3,1
12935,1,1,9,1,1,1,2
12936,5,1,7,4,1,1,2
12937,1,2,7,3,1,2,1
12938,1,2,7,1,1,1,1
12939,2,2,3,1,4,3,1
12940,1,2,4,2,1,1,0
12941,1,2,3,1,1,3,0
12942,2,1,7,6,4,1,0
12943,1,1,7,1,1,1,1
12944,1,2,7,1,3,1,2
12945,1,1,7,1,1,2,2
12946,1,2,5,3,0,1,1
12947,6,2,7,4,4,1,1
12948,7,1,6,4,3,3,1
12949,1,2,5,1,4,2,0
12950,6,2,2,3,1,2,0
12951,1,1,5,2,2,2,1
12952,1,1,9,1,2,2,0
12953,1,2,7,4,6,1,1
12954,1,1,8,4,2,2,2
12955,7,2,3,4,1,1,1
12956,1,1,4,2,4,3,1
12957,1,1,3,5,0,3,1
12958,1,2,7,1,2,1,1
12959,1,1,1,1,3,2,1
12960,8,2,1,2,2,3,1
12961,1,1,7,4,2,3,1
12962,2,1,6,6,1,1,0
12963,8,1,3,2,7,1,0
12964,1,2,3,6,5,3,1
12965,6,2,7,3,5,1,1
12966,7,1,6,1,2,1,2
12967,5,1,4,6,2,1,0
12968,1,2,4,1,0,1,1
12969,4,2,8,1,2,3,2
12970,1,1,3,5,4,2,0
12971,8,2,7,6,2,1,0
12972,1,2,7,2,2,2,0
12973,1,2,3,4,8,3,2
12974,8,1,4,3,1,1,0
12975,1,2,6,3,3,3,0
12976,1,1,3,1,3,3,1
12977,1,1,5,1,7,3,0
12978,1,2,7,5,4,3,1
12979,1,2,6,1,4,1,2
12980,1,2,9,3,3,3,1
12981,8,1,9,1,3,3,2
12982,2,2,5,1,1,3,0
12983,1,2,3,1,6,3,0
12984,2,1,7,6,3,3,1
12985,1,2,8,6,3,1,1
12986,1,2,7,2,1,1,1
12987,1,2,7,6,6,1,1
12988,2,2,3,1,1,3,0
12989,1,1,7,6,3,1,0
12990,2,2,12,1,1,1,2
12991,2,2,7,2,3,1,1
12992,2,2,1,5,1,1,0
12993,2,1,4,2,1,1,0
12994,6,1,8,1,0,2,0
12995,1,2,6,5,3,2,1
12996,1,2,6,1,1,1,1
12997,2,2,5,3,2,1,1
12998,1,2,2,4,3,2,0
12999,1,2,5,2,1,3,0
13000,1,2,7,1,6,3,2
13001,1,1,4,1,2,2,1
13002,1,2,6,1,1,1,1
13003,1,1,7,5,1,1,1
13004,1,1,4,4,1,2,1
13005,1,1,6,2,5,1,1
13006,1,1,6,4,2,3,1
13007,5,1,2,1,3,2,1
13008,1,2,6,5,3,1,2
13009,1,2,4,6,5,1,0
